         1        87     21600.0      6.0000   irun, nbin_a, t (s), t (h) in aerosol_optical
   calling aerosol_optical_properties
   doing mie calculations
   bin, num (#/cm3), dpwet, dpcore (cm), ri_tot, ri_shell, ri_core, ext_cross, scat_cross, asymmetry_particle
   1  3.90E+01    5.79E-06  5.32E-06    1.73E+00  5.75E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    8.67E-12  2.27E-13  2.03E-02
   2  3.90E+01    5.79E-06  5.32E-06    1.73E+00  5.75E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    8.67E-12  2.27E-13  2.03E-02
   3  3.90E+01    6.50E-06  6.15E-06    1.76E+00  6.27E-01    1.43E+00  0.00E+00    1.82E+00  7.40E-01    1.36E-11  5.04E-13  2.66E-02
   4  3.90E+01    6.23E-06  5.72E-06    1.73E+00  5.73E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.10E-11  3.53E-13  2.34E-02
   5  3.90E+01    6.23E-06  5.72E-06    1.73E+00  5.73E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.10E-11  3.53E-13  2.34E-02
   6  3.90E+01    7.11E-06  6.61E-06    1.74E+00  5.95E-01    1.42E+00  0.00E+00    1.82E+00  7.40E-01    1.76E-11  8.20E-13  3.10E-02
   7  3.90E+01    7.11E-06  6.61E-06    1.74E+00  5.95E-01    1.42E+00  0.00E+00    1.82E+00  7.40E-01    1.76E-11  8.20E-13  3.10E-02
   8  3.90E+01    6.85E-06  6.15E-06    1.71E+00  5.36E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.42E-11  5.83E-13  2.75E-02
   9  3.90E+01    6.85E-06  6.15E-06    1.71E+00  5.36E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.42E-11  5.83E-13  2.75E-02
  10  3.90E+01    6.88E-06  6.61E-06    1.78E+00  6.58E-01    1.44E+00  0.00E+00    1.82E+00  7.40E-01    1.71E-11  7.48E-13  3.05E-02
  11  3.90E+01    7.26E-06  6.61E-06    1.72E+00  5.58E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.79E-11  8.69E-13  3.14E-02
  12  3.90E+01    7.33E-06  6.61E-06    1.71E+00  5.44E-01    1.41E+00  0.00E+00    1.82E+00  7.40E-01    1.80E-11  8.91E-13  3.16E-02
  13  3.90E+01    7.58E-06  7.11E-06    1.75E+00  6.10E-01    1.42E+00  0.00E+00    1.82E+00  7.40E-01    2.23E-11  1.24E-12  3.57E-02
