0	1.30898E+11
420	1.19515E+11
840	1.09495E+11
1260	1.01068E+11
1680	94134900000
2100	87897200000
2520	82551400000
2940	77647400000
3360	73623800000
3780	67930500000
4200	65888100000
4620	62582400000
5040	59765600000
5460	57719900000
5880	54980200000
6300	52876900000
6720	51163400000
7140	49071700000
7560	46814100000
7980	45264200000
8400	43484200000
8820	42400400000
9240	40871900000
9660	39407200000
10080	38229100000
10500	37014700000
10920	35644000000
11340	34410900000
11760	33681200000
12180	32030300000
12600	31212500000
13020	30291900000
13440	29387600000
13860	28567600000
14280	27855500000
14700	26997800000
15120	26348700000
15540	25458700000
15960	24840600000
16380	24219400000
16800	23710900000
17220	23038300000
17640	22625600000
18060	22069200000
18480	21447500000
18900	20930500000
19320	20511200000
19740	20020700000
20160	19622600000
