# time (s)
# pressure (Pa)
    time       0.0       3.0       6.0       9.0      12.0      15.0      18.0      21.0      24.0      27.0      30.0      33.0      36.0      39.0      42.0      45.0      48.0      51.0      54.0      57.0      60.0      63.0      66.0      69.0      72.0      75.0      78.0      81.0      84.0      87.0      90.0      93.0      96.0      99.0     102.0     105.0     108.0     111.0     114.0     117.0     120.0     123.0     126.0     129.0     132.0     135.0     138.0     141.0     144.0     147.0     150.0     153.0     156.0     159.0     162.0     165.0     168.0     171.0     174.0     177.0     180.0     183.0     186.0     189.0     192.0     195.0     198.0     201.0     204.0     207.0     210.0     213.0     216.0     219.0     222.0     225.0     228.0     231.0     234.0     237.0     240.0     243.0     246.0     249.0     252.0     255.0     258.0     261.0     264.0     267.0     270.0     273.0     276.0     279.0     282.0     285.0     288.0     291.0     294.0     297.0     300.0     303.0     306.0     309.0     312.0     315.0     318.0     321.0     324.0     327.0     330.0     333.0     336.0     339.0     342.0     345.0     348.0     351.0     354.0     357.0     360.0     363.0     366.0     369.0     372.0     375.0     378.0     381.0     384.0     387.0     390.0     393.0     396.0     399.0     402.0     405.0     408.0     411.0     414.0     417.0     420.0     423.0     426.0     429.0     432.0     435.0     438.0     441.0     444.0     447.0     450.0     453.0     456.0     459.0     462.0     465.0     468.0     471.0     474.0     477.0     480.0     483.0     486.0     489.0     492.0     495.0     498.0     501.0     504.0     507.0     510.0     513.0     516.0     519.0     522.0     525.0     528.0     531.0     534.0     537.0     540.0     543.0     546.0     549.0     552.0     555.0     558.0     561.0     564.0     567.0     570.0     573.0     576.0     579.0     582.0     585.0
pressure 93962.100 93858.200 93752.600 93644.300 93534.300 93421.000 93306.900 93188.300 93067.900 92948.200 92827.100 92703.600 92578.300 92449.900 92318.300 92184.500 92049.500 91912.900 91776.100 91638.400 91499.100 91357.400 91214.500 91070.700 90923.600 90773.300 90621.000 90466.600 90311.100 90155.700 90000.900 89847.200 89695.400 89543.900 89391.400 89239.900 89089.200 88940.500 88792.800 88646.400 88501.500 88359.000 88219.000 88080.300 87942.500 87807.100 87674.000 87544.200 87416.100 87291.900 87171.100 87052.200 86934.500 86816.300 86696.600 86573.200 86446.200 86314.400 86180.200 86042.100 85899.900 85753.600 85605.900 85458.200 85313.100 85171.000 85029.900 84887.100 84749.600 84613.400 84477.900 84342.800 84209.200 84065.500 83922.500 83781.900 83643.500 83510.100 83393.000 83284.600 83191.800 83101.400 83021.700 82938.800 82847.000 82755.400 82663.800 82576.300 82492.800 82406.900 82311.400 82221.100 82127.000 82025.300 81916.700 81797.900 81674.800 81554.800 81437.300 81324.200 81209.700 81097.400 80980.500 80864.700 80747.000 80632.300 80520.000 80410.100 80308.600 80215.300 80135.000 80065.100 80006.700 79951.300 79899.300 79847.200 79799.700 79751.800 79709.400 79672.300 79641.200 79610.600 79574.600 79528.600 79461.600 79384.800 79292.700 79181.800 79053.700 78919.500 78772.100 78612.200 78442.100 78265.300 78086.100 77906.200 77719.400 77531.700 77345.000 77158.100 76966.900 76775.000 76579.800 76372.600 76168.400 75963.100 75752.200 75536.500 75313.800 75088.400 74850.500 74589.000 74307.500 74020.700 73743.200 73472.900 73207.400 72955.700 72725.900 72495.500 72267.700 72047.600 71848.000 71667.800 71497.300 71343.000 71205.100 71080.200 70970.100 70877.100 70795.500 70731.200 70687.100 70660.800 70650.400 70657.700 70676.900 70703.200 70733.800 70762.600 70790.700 70820.800 70849.500 70874.200 70903.300 70931.800 70966.200 71001.000 71033.700 71066.400 71098.600 71129.800 71160.700 71184.200 71199.500 71206.200
