# time (s)
# temp (K)
time   25200.0   25203.0   25206.0   25209.0   25212.0   25215.0   25218.0   25221.0   25224.0   25227.0   25230.0   25233.0   25236.0   25239.0   25242.0   25245.0   25248.0   25251.0   25254.0   25257.0   25260.0   25263.0   25266.0   25269.0   25272.0   25275.0   25278.0   25281.0   25284.0   25287.0   25290.0   25293.0   25296.0   25299.0   25302.0   25305.0   25308.0   25311.0   25314.0   25317.0   25320.0   25323.0   25326.0   25329.0   25332.0   25335.0   25338.0   25341.0   25344.0   25347.0   25350.0   25353.0   25356.0   25359.0   25362.0   25365.0   25368.0   25371.0   25374.0   25377.0   25380.0   25383.0   25386.0   25389.0   25392.0   25395.0   25398.0   25401.0   25404.0   25407.0   25410.0   25413.0   25416.0   25419.0   25422.0   25425.0   25428.0   25431.0   25434.0   25437.0   25440.0   25443.0   25446.0   25449.0   25452.0   25455.0   25458.0   25461.0   25464.0   25467.0   25470.0   25473.0   25476.0   25479.0   25482.0   25485.0   25488.0   25491.0   25494.0   25497.0   25500.0   25503.0   25506.0   25509.0   25512.0   25515.0   25518.0   25521.0   25524.0   25527.0   25530.0   25533.0   25536.0   25539.0   25542.0   25545.0   25548.0   25551.0   25554.0   25557.0   25560.0   25563.0   25566.0   25569.0   25572.0   25575.0   25578.0   25581.0   25584.0   25587.0   25590.0   25593.0   25596.0   25599.0   25602.0   25605.0   25608.0   25611.0   25614.0   25617.0   25620.0   25623.0   25626.0   25629.0   25632.0   25635.0   25638.0   25641.0   25644.0   25647.0   25650.0   25653.0   25656.0   25659.0   25662.0   25665.0   25668.0   25671.0   25674.0   25677.0   25680.0   25683.0   25686.0   25689.0   25692.0   25695.0   25698.0   25701.0   25704.0   25707.0   25710.0   25713.0   25716.0   25719.0   25722.0   25725.0   25728.0   25731.0   25734.0   25737.0   25740.0   25743.0   25746.0   25749.0   25752.0   25755.0   25758.0   25761.0   25764.0   25767.0   25770.0   25773.0   25776.0   25779.0   25782.0   25785.0
temp   295.900   295.800   295.700   295.600   295.500   295.400   295.300   295.200   295.100   295.000   294.900   294.700   294.600   294.500   294.400   294.400   294.300   294.300   294.200   294.200   294.100   294.100   294.000   294.000   293.900   293.800   293.800   293.700   293.700   293.600   293.500   293.500   293.400   293.300   293.300   293.200   293.200   293.100   293.000   293.000   292.900   292.900   292.800   292.700   292.700   292.600   292.600   292.500   292.500   292.400   292.400   292.300   292.300   292.200   292.200   292.100   292.100   292.000   292.000   291.900   291.800   291.700   291.600   291.500   291.400   291.300   291.200   291.100   291.000   290.900   290.800   290.800   290.700   290.700   290.600   290.500   290.400   290.400   290.300   290.200   290.200   290.100   290.000   289.900   289.900   289.800   289.800   289.700   289.700   289.700   289.600   289.600   289.500   289.500   289.500   289.500   289.400   289.300   289.300   289.200   289.100   289.100   289.000   288.900   288.900   288.800   288.700   288.700   288.600   288.500   288.500   288.500   288.400   288.400   288.400   288.400   288.300   288.300   288.300   288.300   288.300   288.200   288.200   288.200   288.200   288.100   288.100   288.100   288.000   287.900   287.900   287.800   287.700   287.600   287.600   287.500   287.500   287.400   287.300   287.200   287.200   287.000   286.900   286.800   286.700   286.700   286.600   286.500   286.400   286.300   286.200   286.200   286.100   286.000   285.900   285.700   285.500   285.400   285.200   285.200   285.100   285.000   284.900   284.800   284.600   284.500   284.600   284.500   284.500   284.300   284.200   284.200   283.900   283.700   283.500   283.400   283.200   283.000   282.700   282.100   282.600   282.600   282.600   282.300   282.100   282.100   281.900   282.500   282.500   282.500   282.600   282.700   282.800   282.700   282.800   282.700
