# Aq. chemistry related species data
# Name         Dg          MW       N_star      AbsTol     +Charge -Charge
#           (m2 s-1)    (kg mol-1) (unitless)  (atm or M)    (#)      (#)
NH3			2.30E-05	1.70E-02	1.92E+00	2.20E-18	  0 	   0
NH4p		0.00E+00	0.00E+00	0.00E+00	2.10E-10	  1 	   0
NO			2.24E-05	3.00E-02	3.63E+00	9.90E-19	  0 	   0
NO2			1.92E-05	4.60E-02	3.46E+00	5.00E-18	  0 	   0
NO2m		0.00E+00	0.00E+00	0.00E+00	2.90E-16	  0 	   1
NO2p		0.00E+00	0.00E+00	0.00E+00	9.60E-28	  1 	   0
NO3			1.00E-05	6.20E-02	3.06E+00	9.30E-22	  0 	   0
NO3m		0.00E+00	0.00E+00	0.00E+00	3.30E-11	  0 	   1
NO4m		0.00E+00	0.00E+00	0.00E+00	4.50E-15	  0 	   1
O2CH2COOm	0.00E+00	0.00E+00	0.00E+00	1.80E-18	  0 	   1
O2CHOHSO3m	0.00E+00	0.00E+00	0.00E+00	1.30E-25	  0 	   1
O2m			0.00E+00	0.00E+00	0.00E+00	2.50E-17	  0 	   1
O3			1.48E-05	4.80E-02	1.89E+00	8.60E-16	  0 	   0
O3m			0.00E+00	0.00E+00	0.00E+00	7.10E-25	  0 	   1
OHm			0.00E+00	0.00E+00	0.00E+00	1.60E-17	  0 	   1
OP1			1.31E-05	4.80E-02	2.85E+00	2.00E-19	  0 	   0
ORA1		1.53E-05	4.60E-02	2.40E+00	5.50E-19	  0 	   0
ORA2		1.24E-05	6.01E-02	2.28E+00	6.90E-21	  0 	   0
SO2			1.28E-05	6.41E-02	1.86E+00	3.00E-17	  0 	   0
SO3m		0.00E+00	0.00E+00	0.00E+00	1.10E-23	  0 	   1
SO3mm		0.00E+00	0.00E+00	0.00E+00	1.20E-18	  0 	   2
SO4m		0.00E+00	0.00E+00	0.00E+00	1.60E-22	  0 	   1
SO4mm		0.00E+00	0.00E+00	0.00E+00	7.50E-07	  0 	   2
SO5m		0.00E+00	0.00E+00	0.00E+00	3.80E-19	  0 	   1
SO5O2Hm		0.00E+00	0.00E+00	0.00E+00	4.20E-20	  0 	   1
SO5O2mm		0.00E+00	0.00E+00	0.00E+00	2.30E-18	  0 	   2
SULF		1.30E-05	9.81E-02	1.83E+00	4.00E-16	  0 	   0
