0	1.07E+12
420	6.75E+11
840	5.13E+11
1260	4.20E+11
1681	3.57E+11
2100	3.12E+11
2520	2.78E+11
2940	2.52E+11
3360	2.29E+11
3780	2.11E+11
4200	1.95E+11
4620	1.80E+11
5040	1.69E+11
5460	1.59E+11
5881	1.49E+11
6300	1.42E+11
6720	1.34E+11
7140	1.28E+11
7560	1.22E+11
7980	1.16E+11
8400	1.11E+11
8820	1.07E+11
9240	1.03E+11
9660	9.92E+10
10081	9.49E+10
10500	9.16E+10
10920	8.89E+10
11340	8.54E+10
11760	8.22E+10
12180	8.02E+10
12600	7.76E+10
13020	7.51E+10
13440	7.22E+10
13860	7.11E+10
14280	6.87E+10
14700	6.69E+10
15120	6.49E+10
15540	6.29E+10
15960	6.18E+10
