#   time    (s)
#   temp    (K)
time 0    60    120    180    240    300    360    420    480    540    600    660    720    780    840    900    960    1020    1080    1140    1200    1260    1320    1380    1440    1500    1560    1620    1680    1740    1800    1860    1920    1980    2040    2100    2160    2220    2280    2340    2400    2460    2520    2580    2640    2700    2760    2820    2880    2940    3000    3060    3120    3180    3240    3300    3360    3420    3480    3540    3600    
temp 265.000    264.333    263.667    263.000    262.333    261.667    261.000    260.333    259.667    259.000    258.333    257.667    257.000    256.333    255.667    255.000    254.333    253.667    253.000    252.333    251.667    251.000    250.333    249.667    249.000    248.333    247.667    247.000    246.333    245.667    245.000    244.333    243.667    243.000    242.333    241.667    241.000    240.333    239.667    239.000    238.333    237.667    237.000    236.333    235.667    235.000    234.333    233.667    233.000    232.333    231.667    231.000    230.333    229.667    229.000    228.333    227.667    227.000    226.333    225.667    225.000    
