1.02E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.41E-08	85.5385	18.8993	2.00E-14	1	4	3	3.37272	3	6.66E-15	6.66E-15	1	1	1	4	1	1	6.66E-15	1	1	1	6.66E-15	0	0	2	0	0	6.66E-15	2	0	0	3.33E-15	2	0	1	3.33E-15	1	0	1	0.47344	3.33E-15	0	1	0	0	0	0	1	3.33E-15	1	0	3.33E-15	0
1.48E-08	111.896	25.6954	6.46254	1.26254	2.6	3.66254	0.915936	0.8	1.2	1.6	0.6	0.4	0.4	3.2	1.8	0	1.6	0.4	2.8	2.4	1.6	0.8	0	1.8	0	0	1.6	0.6	0.4	0.4	0.6	0.6	0.4	0.6	0.6	1	0	0	1.51594	0.6	0	0	0	0.4	0	0.4	0.4	0.6	0	0	0.6	0.4
1.55E-08	147.884	42.4843	8.94788	4.94788	5.97659	4.28122	0	0.666667	0	0.333333	0	0.333333	1	0.666667	1	0	0.333333	1	2	0.309921	1	0.666667	0	0	0	0	1.66667	0	1	1	0	1.33333	0.333333	0	0.666667	0.333333	0	0.666667	0	0	0	0	0	0.333333	0.666667	1	1	0	0	0	0	0.333333
1.62E-08	201.23	49.6487	11.6406	4.93253	7.35675	4.76587	2.5	0.833333	0.833333	0	0	1.66667	1	0	0	0.833333	0	1.83333	1	0.523413	0.166667	0	0	0	0.833333	0	1.16667	0	0.166667	0.166667	0	0.333333	1.66667	0	0.166667	0	0	0.166667	1.66667	2.5	0	0	0	0	0.166667	0.166667	1	0	0	0	0	0.833333
1.70E-08	263.569	70.0384	15.7902	13.8926	6.28571	4.17835	2.0709	2.14286	1.42857	0.0708989	0	1.28571	0.285714	0	0.714286	0	0	0.714286	0.714286	2.42857	0.285714	1	0	0	0.285714	0	0	0.714286	0	0	0	1	0.285714	0.714286	0	0	0	0.285714	0	0.714286	0.285714	0	0	0.285714	0	0.714286	0	0	0	0	0	0
1.78E-08	333.705	88.682	21.9528	15	7	5.5	4	0	0	0.5	0	2	0.5	0	0	0.5	0.5	1.5	0.5	0.5	0.5	0.5	0	0	1	0	0	0	0	0.5	0	0.5	1.5	1	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0.5
1.86E-08	453.118	127.134	31.0548	20.3158	15.0601	4.85714	1.64339	0	0.714286	1.64339	0	0.571429	0.714286	0	0	0.285714	0.285714	2.28571	1	0	0.714286	0	0	0.714286	0.285714	0	0	0	0	0.744374	0	0	0.571429	0.571429	0	0	0	0	0.714286	0	0	0	0	0.714286	0	0	1	0	0	0	0.714286	0.285714
1.95E-08	612.405	178.777	59.0736	19.3579	18.5133	9	2.79757	4	0	2	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0.357877	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
2.04E-08	785.693	252.495	88.8258	33.1272	20.0074	11	6.54052	3.42857	1.71429	2.14286	1.71429	0.00566434	0.714286	0.285714	0	0	0	0.714286	0	0	0	0	0.285714	0	0	0	0	0	0	0.714286	0	0	0	0	0.714286	0	0	0	0.714286	0	0	0	0.285714	0	0	0.285714	1	0	0.285714	0	0	0
2.14E-08	1012.31	330.234	134.054	56.0664	29.5477	15.375	13.7785	3.875	1	0.625	0.375	1.87004	0	1	0.625	0	0	0	0.625	0.625	0	0.625	0.375	0	0	0.625	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0.375	0	0	0.375	1	0	0.375	0	0	0.625
2.24E-08	1350.17	485.51	187.587	79.1558	47.6608	25	16.2029	12	2.75	1	1.85147	2.12252	0.875	1	0.125	0	0	0	0.125	0.125	0.875	0.125	0	0	0	0.125	0	0	0	0	0	0	0	0.875	0.125	0	0	0	0	0	0	0	0	0	0.875	0	0.125	0	0	0	0	0.125
2.34E-08	1689.65	607.295	254.643	108.99	71.9231	39.8144	26.5073	9.21968	7.9602	6.50948	1.64853	1.875	3.625	1.875	0.125	0	0	1.875	0.25	0	0	0	0	0	0	0	0	1.9602	0	0	0	0.25	0	1.75	0	0	0	0.875	0.125	0	0	0	0	0	0	0	0.875	0.125	0	0	0.875	0
2.45E-08	2122.94	862.568	378.705	177.223	112.607	70.78	37.6041	21.3914	14.3819	5.23065	6.11111	2.33388	2.77778	1.88889	0.555556	0.444444	0	1	2	0	0	0	0	0	0	0	0	0.492444	0	0	0	1.11111	0.444444	0	0	0.444444	0	0	0.555556	0	0	0	0	0	0	0	0	0.555556	0	0	0	0
2.57E-08	2697.85	1098.58	511.198	258.543	153.529	91.3718	54.5549	33.9811	18.1104	14.8964	10.4444	5.46806	7.24653	3.69097	0	1	2.33333	1.69097	0.444444	0.777778	0	0	0.690973	0.777778	0	0	0	0	0	0	0	0	0.222222	0	0	0.222222	0	0	0	0.777778	0	0	0	0	0	0	0.777778	0	0	0	0.777778	0
2.69E-08	3327.5	1437.88	656.879	356.768	211.973	139.278	75.6789	43	29.9431	21.8474	13.7358	12.1116	3.11161	4.11161	2	0	1	1.11161	1	0.735777	1	0	0.111606	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
2.82E-08	4018.65	1809.9	874.622	501.364	280.701	167.18	113.666	68.3495	57.331	33.2017	26.7017	20.2	11.4829	11.4915	4.8	3.4	2.3	0.9	1.2	1.18495	1.6	1	1.4	0	0	0	0.3	1.09147	0.9	0	0	0.7	0.7	0	0	0	0.7	0	0	0	0.7	0.3	0.3	0	0.7	0.7	0	0	0.7	0	0	0.3
2.95E-08	4882.46	2212.27	1114.83	681.157	416.724	255.021	179.604	103.982	72.6178	51.9737	35.8573	22.0254	22.7755	13.245	6.28545	6.27273	6.27273	4.63636	3.45455	1.01272	1.90909	1	1.09091	0.545455	1.09091	0	0.454545	2.06319	1.36364	0.545455	0.545455	0	0.545455	0	0	0	0.545455	0	1.63636	0.545455	0	0.454545	0.454545	0	0	0.545455	0.545455	0	0	0.545455	0	0.454545
3.09E-08	5943.24	2964.09	1510.59	892.408	591.034	361.04	249.897	147.813	106.883	73.7532	57.6685	49.9498	32.9886	22.2407	8.07607	9.72727	9.81818	6	6.27273	6.71243	2.63636	1	2	1	2.81818	0.818182	1.63636	1.3082	1.63636	1.56892	1	0	0.181818	0	0	0	1.81818	0	1.36364	1	0	0	0	0	0	0.181818	0.181818	1.63636	0	0.181818	0	0.818182
3.24E-08	7161.43	3566.34	2066.91	1150.05	770.745	497.45	333.042	240.049	168.146	138.69	80.4184	61.3181	50.3282	35.0515	21.7127	15.1667	10.1667	13.4821	6.64881	4.96428	7.0461	2.81547	4	2.66667	4.31547	1.33333	1.16667	0	1.83333	1.42054	2	1.83333	1.66667	1.83333	1.16667	0.148807	0.333333	1.48214	2.5	2.66667	0	0	0.333333	1	1.66667	0	0	0.166667	0.166667	0	0.166667	0.166667
