Sample File	G:\Shared drives\EARL\STUDENTS\Patricia\2020\CCNC Internal Mixtures\Mixing Tube Experiments\Overnights\AS to Sucrose\AS only.S80							
Classifier Model	3080							
DMA Model	3081							
DMA Inner Radius(cm)	0.00937							
DMA Outer Radius(cm)	0.01961							
DMA Characteristic Length(cm)	0.44369							
CPC Model	3776 Low Flow							
Reference Gas Viscosity (Pa*s)	1.83E-05							
Reference Mean Free Path (m)	6.73E-08							
Reference Gas Temperature (K)	296.15							
Reference Gas Pressure (kPa)	101.3							
Channels/Decade	64							
Multiple Charge Correction	FALSE							
Nanoparticle Aggregate Mobility Analysis	FALSE							
Diffusion Correction	FALSE							
Units	dw/dlogDp							
Weight	Number							
Sample #	1		2		3		4	
Date	10/6/21		10/6/21		10/6/21		10/6/21	
Start Time	17:54:37		17:56:55		17:59:10		18:01:25	
Diameter Midpoint								
72.4	58.509985	422	58.509985	417	58.509985	464	58.509985	458
72.5	58.692669	392	58.692669	409	58.692669	461	58.692669	401
72.6	58.875496	404	58.875496	420	58.875496	454	58.875496	419
72.7	59.059445	422	59.059445	394	59.059445	461	59.059445	445
72.8	59.244021	414	59.244021	416	59.244021	466	59.244021	471
72.9	59.429224	390	59.429224	400	59.429224	398	59.429224	445
73	59.615538	402	59.615538	430	59.615538	423	59.615538	455
73.1	59.801985	426	59.801985	405	59.801985	434	59.801985	435
73.2	59.989069	425	59.989069	398	59.989069	455	59.989069	433
73.3	60.176288	422	60.176288	415	60.176288	424	60.176288	444
73.4	60.364672	384	60.364672	416	60.364672	435	60.364672	407
73.5	60.5537	403	60.5537	411	60.5537	438	60.5537	472
73.6	60.743374	415	60.743374	388	60.743374	439	60.743374	460
73.7	60.934203	386	60.934203	396	60.934203	462	60.934203	467
73.8	61.125154	392	61.125154	423	61.125154	432	61.125154	459
73.9	61.316761	404	61.316761	402	61.316761	456	61.316761	454
74	61.509023	390	61.509023	430	61.509023	407	61.509023	426
74.1	61.701434	412	61.701434	408	61.701434	449	61.701434	448
74.2	61.89504	399	61.89504	437	61.89504	427	61.89504	476
74.3	62.08931	408	62.08931	437	62.08931	411	62.08931	439
74.4	62.284247	433	62.284247	394	62.284247	464	62.284247	459
74.5	62.48037	429	62.48037	464	62.48037	428	62.48037	426
74.6	62.676626	429	62.676626	426	62.676626	425	62.676626	498
74.7	62.873558	393	62.873558	435	62.873558	439	62.873558	444
74.8	63.071168	394	63.071168	428	63.071168	455	63.071168	444
74.9	63.268935	412	63.268935	380	63.268935	478	63.268935	443
75	63.467932	419	63.467932	438	63.467932	441	63.467932	450
75.1	63.667614	383	63.667614	401	63.667614	461	63.667614	422
75.2	63.867985	397	63.867985	422	63.867985	434	63.867985	441
75.3	64.069047	402	64.069047	412	64.069047	434	64.069047	436
75.4	64.271314	394	64.271314	392	64.271314	428	64.271314	428
75.5	64.473745	431	64.473745	415	64.473745	415	64.473745	448
75.6	64.676877	394	64.676877	401	64.676877	405	64.676877	418
75.7	64.880712	418	64.880712	421	64.880712	434	64.880712	439
75.8	65.084733	429	65.084733	392	65.084733	494	65.084733	469
75.9	65.290005	443	65.290005	420	65.290005	421	65.290005	429
76	65.495988	397	65.495988	409	65.495988	419	65.495988	456
76.1	65.702685	360	65.702685	370	65.702685	439	65.702685	436
76.2	65.910631	370	65.910631	384	65.910631	444	65.910631	422
76.3	66.118742	433	66.118742	391	66.118742	455	66.118742	461
76.4	66.327577	397	66.327577	436	66.327577	418	66.327577	466
76.5	66.537139	385	66.537139	419	66.537139	468	66.537139	427
76.6	66.746885	409	66.746885	419	66.746885	433	66.746885	423
76.7	66.957931	397	66.957931	400	66.957931	416	66.957931	463
76.8	67.169712	395	67.169712	394	67.169712	449	67.169712	452
76.9	67.382231	404	67.382231	435	67.382231	443	67.382231	466
77	67.59549	392	67.59549	410	67.59549	469	67.59549	460
77.1	67.810029	398	67.810029	435	67.810029	444	67.810029	426
77.2	68.024756	409	68.024756	408	68.024756	450	68.024756	409
77.3	68.240234	397	68.240234	386	68.240234	413	68.240234	403
77.4	68.456465	409	68.456465	373	68.456465	419	68.456465	455
77.5	68.672901	405	68.672901	405	68.672901	394	68.672901	436
77.6	68.890673	427	68.890673	422	68.890673	417	68.890673	433
77.7	69.109207	397	69.109207	445	69.109207	482	69.109207	421
77.8	69.328506	405	69.328506	389	69.328506	433	69.328506	426
77.9	69.548574	397	69.548574	383	69.548574	448	69.548574	462
78	69.769961	383	69.769961	426	69.769961	419	69.769961	421
78.1	69.991553	412	69.991553	376	69.991553	438	69.991553	431
78.2	70.213924	380	70.213924	392	70.213924	381	70.213924	432
78.3	70.437077	376	70.437077	422	70.437077	466	70.437077	419
78.4	70.660449	374	70.660449	406	70.660449	417	70.660449	417
78.5	70.8852	390	70.8852	390	70.8852	432	70.8852	411
78.6	71.110743	404	71.110743	400	71.110743	411	71.110743	454
78.7	71.33708	394	71.33708	419	71.33708	450	71.33708	425
78.8	71.564216	362	71.564216	355	71.564216	412	71.564216	450
78.9	71.792717	397	71.792717	409	71.792717	421	71.792717	462
79	72.021434	374	72.021434	403	72.021434	436	72.021434	454
79.1	72.250959	366	72.250959	380	72.250959	421	72.250959	432
79.2	72.481298	375	72.481298	387	72.481298	452	72.481298	456
79.3	72.712451	363	72.712451	390	72.712451	447	72.712451	420
79.4	72.94386	391	72.94386	409	72.94386	440	72.94386	462
79.5	73.176679	407	73.176679	373	73.176679	419	73.176679	432
79.6	73.410324	377	73.410324	383	73.410324	396	73.410324	425
79.7	73.644797	356	73.644797	415	73.644797	445	73.644797	441
79.8	73.880692	405	73.880692	365	73.880692	435	73.880692	419
79.9	74.116808	376	74.116808	393	74.116808	410	74.116808	426
80	74.353763	400	74.353763	366	74.353763	430	74.353763	387
80.1	74.591562	352	74.591562	403	74.591562	408	74.591562	413
80.2	74.830208	370	74.830208	395	74.830208	433	74.830208	429
80.3	75.06911	375	75.06911	385	75.06911	402	75.06911	427
80.4	75.309487	411	75.309487	365	75.309487	410	75.309487	438
80.5	75.55072	380	75.55072	390	75.55072	373	75.55072	388
80.6	75.792815	368	75.792815	390	75.792815	393	75.792815	433
80.7	76.035773	349	76.035773	372	76.035773	419	76.035773	391
80.8	76.2802	371	76.2802	375	76.2802	405	76.2802	392
80.9	76.524872	371	76.524872	390	76.524872	439	76.524872	427
81	76.770421	385	76.770421	372	76.770421	407	76.770421	410
81.1	77.01685	397	77.01685	396	77.01685	419	77.01685	434
81.2	77.264163	356	77.264163	366	77.264163	439	77.264163	419
81.3	77.511755	403	77.511755	372	77.511755	395	77.511755	434
81.4	77.760874	375	77.760874	354	77.760874	413	77.760874	423
81.5	78.010886	359	78.010886	394	78.010886	402	78.010886	415
81.6	78.261797	381	78.261797	397	78.261797	413	78.261797	410
81.7	78.51361	330	78.51361	390	78.51361	429	78.51361	428
81.8	78.766948	347	78.766948	368	78.766948	392	78.766948	382
81.9	79.02055	363	79.02055	368	79.02055	404	79.02055	383
82	79.275067	360	79.275067	346	79.275067	398	79.275067	405
82.1	79.530502	366	79.530502	372	79.530502	438	79.530502	398
82.2	79.78686	369	79.78686	383	79.78686	404	79.78686	393
82.3	80.044145	355	80.044145	343	80.044145	423	80.044145	363
82.4	80.301755	340	80.301755	383	80.301755	384	80.301755	411
82.5	80.560931	340	80.560931	347	80.560931	404	80.560931	411
82.6	80.821045	341	80.821045	340	80.821045	410	80.821045	396
82.7	81.082101	368	81.082101	357	81.082101	387	81.082101	422
82.8	81.344103	342	81.344103	369	81.344103	385	81.344103	430
82.9	81.607677	352	81.607677	344	81.607677	367	81.607677	405
83	81.871556	347	81.871556	364	81.871556	378	81.871556	379
83.1	82.136395	366	82.136395	368	82.136395	412	82.136395	392
83.2	82.402198	335	82.402198	349	82.402198	346	82.402198	397
83.3	82.668968	371	82.668968	352	82.668968	395	82.668968	421
83.4	82.936069	337	82.936069	360	82.936069	360	82.936069	409
83.5	83.204815	347	83.204815	382	83.204815	399	83.204815	370
83.6	83.474541	330	83.474541	397	83.474541	416	83.474541	407
83.7	83.74525	350	83.74525	314	83.74525	368	83.74525	339
83.8	84.016948	336	84.016948	335	84.016948	358	84.016948	389
83.9	84.289638	361	84.289638	337	84.289638	366	84.289638	372
84	84.56396	335	84.56396	354	84.56396	380	84.56396	333
84.1	84.838621	342	84.838621	342	84.838621	389	84.838621	373
84.2	85.114289	344	85.114289	332	85.114289	395	85.114289	357
84.3	85.390968	326	85.390968	338	85.390968	384	85.390968	366
84.4	85.668662	332	85.668662	334	85.668662	363	85.668662	389
84.5	85.947377	330	85.947377	332	85.947377	375	85.947377	399
84.6	86.226484	330	86.226484	325	86.226484	380	86.226484	381
84.7	86.50728	310	86.50728	333	86.50728	371	86.50728	360
84.8	86.789109	332	86.789109	349	86.789109	344	86.789109	362
84.9	87.071975	332	87.071975	372	87.071975	353	87.071975	383
85	87.355883	328	87.355883	336	87.355883	361	87.355883	334
85.1	87.6415	335	87.6415	347	87.6415	374	87.6415	351
85.2	87.927477	303	87.927477	318	87.927477	352	87.927477	370
85.3	88.214512	337	88.214512	345	88.214512	367	88.214512	359
85.4	88.502608	322	88.502608	332	88.502608	322	88.502608	321
85.5	88.791771	296	88.791771	341	88.791771	358	88.791771	300
85.6	89.082006	283	89.082006	331	89.082006	344	89.082006	363
85.7	89.37265	329	89.37265	323	89.37265	337	89.37265	371
85.8	89.66507	308	89.66507	313	89.66507	336	89.66507	367
85.9	89.958575	279	89.958575	291	89.958575	327	89.958575	314
86	90.25317	306	90.25317	328	90.25317	314	90.25317	313
86.1	90.548858	333	90.548858	329	90.548858	378	90.548858	350
86.2	90.845647	299	90.845647	286	90.845647	331	90.845647	334
86.3	91.144214	304	91.144214	330	91.144214	320	91.144214	374
86.4	91.443187	338	91.443187	309	91.443187	317	91.443187	309
86.5	91.743275	316	91.743275	305	91.743275	370	91.743275	328
86.6	92.044484	304	92.044484	315	92.044484	342	92.044484	321
86.7	92.346819	319	92.346819	291	92.346819	336	92.346819	313
86.8	92.650285	301	92.650285	304	92.650285	316	92.650285	334
86.9	92.954201	289	92.954201	333	92.954201	319	92.954201	317
87	93.259974	269	93.259974	321	93.259974	358	93.259974	322
87.1	93.566892	298	93.566892	287	93.566892	300	93.566892	331
87.2	93.87496	276	93.87496	299	93.87496	315	93.87496	310
87.3	94.184184	275	94.184184	278	94.184184	302	94.184184	314
87.4	94.494568	300	94.494568	278	94.494568	327	94.494568	316
87.5	94.806821	303	94.806821	301	94.806821	326	94.806821	314
87.6	95.119512	294	95.119512	291	95.119512	331	95.119512	313
87.7	95.433382	278	95.433382	318	95.433382	282	95.433382	282
87.8	95.748436	263	95.748436	289	95.748436	313	95.748436	314
87.9	96.064678	282	96.064678	310	96.064678	298	96.064678	338
88	96.382115	293	96.382115	283	96.382115	351	96.382115	297
88.1	96.700752	290	96.700752	294	96.700752	307	96.700752	320
88.2	97.019904	308	97.019904	279	97.019904	331	97.019904	324
88.3	97.340987	270	97.340987	303	97.340987	311	97.340987	337
88.4	97.663286	286	97.663286	273	97.663286	314	97.663286	300
88.5	97.986806	263	97.986806	290	97.986806	318	97.986806	323
88.6	98.311553	269	98.311553	267	98.311553	289	98.311553	300
88.7	98.637532	268	98.637532	298	98.637532	298	98.637532	300
88.8	98.965465	250	98.965465	271	98.965465	319	98.965465	318
88.9	99.293895	285	99.293895	278	99.293895	283	99.293895	286
89	99.623575	266	99.623575	258	99.623575	272	99.623575	272
89.1	99.954513	289	99.954513	250	99.954513	336	99.954513	303
89.2	100.286712	274	100.286712	271	100.286712	306	100.286712	272
89.3	100.620181	253	100.620181	292	100.620181	287	100.620181	275
89.4	100.954923	246	100.954923	235	100.954923	299	100.954923	281
89.5	101.290231	246	101.290231	267	101.290231	283	101.290231	300
89.6	101.627572	246	101.627572	247	101.627572	312	101.627572	286
89.7	101.966203	267	101.966203	264	101.966203	275	101.966203	280
89.8	102.306132	253	102.306132	252	102.306132	296	102.306132	237
89.9	102.647364	257	102.647364	285	102.647364	267	102.647364	256
90	102.989905	224	102.989905	271	102.989905	289	102.989905	294
90.1	103.333761	246	103.333761	281	103.333761	289	103.333761	283
90.2	103.679659	234	103.679659	247	103.679659	270	103.679659	273
90.3	104.026134	268	104.026134	227	104.026134	284	104.026134	277
90.4	104.373944	242	104.373944	229	104.373944	279	104.373944	267
90.5	104.723096	218	104.723096	227	104.723096	282	104.723096	272
90.6	105.073597	240	105.073597	255	105.073597	256	105.073597	259
90.7	105.425452	231	105.425452	228	105.425452	256	105.425452	259
90.8	105.778668	227	105.778668	250	105.778668	247	105.778668	256
90.9	106.132522	230	106.132522	234	106.132522	259	106.132522	271
91	106.488512	179	106.488512	245	106.488512	267	106.488512	259
91.1	106.84588	229	106.84588	243	106.84588	256	106.84588	258
91.2	107.204635	222	107.204635	263	107.204635	260	107.204635	270
91.3	107.564781	229	107.564781	248	107.564781	241	107.564781	247
91.4	107.926327	237	107.926327	250	107.926327	242	107.926327	249
91.5	108.289278	228	108.289278	221	108.289278	246	108.289278	236
91.6	108.654385	224	108.654385	239	108.654385	275	108.654385	257
91.7	109.020135	210	109.020135	233	109.020135	246	109.020135	230
91.8	109.387313	217	109.387313	229	109.387313	236	109.387313	230
91.9	109.755924	213	109.755924	204	109.755924	236	109.755924	254
92	110.125977	229	110.125977	224	110.125977	239	110.125977	242
92.1	110.497478	202	110.497478	222	110.497478	252	110.497478	201
92.2	110.870434	209	110.870434	236	110.870434	249	110.870434	226
92.3	111.244085	222	111.244085	232	111.244085	212	111.244085	229
92.4	111.620006	207	111.620006	234	111.620006	230	111.620006	236
92.5	111.997401	236	111.997401	200	111.997401	226	111.997401	237
92.6	112.376278	190	112.376278	222	112.376278	250	112.376278	248
92.7	112.756645	212	112.756645	253	112.756645	200	112.756645	245
92.8	113.138507	199	113.138507	210	113.138507	200	113.138507	224
92.9	113.521873	203	113.521873	223	113.521873	212	113.521873	247
93	113.90675	204	113.90675	208	113.90675	239	113.90675	217
93.1	114.293907	193	114.293907	210	114.293907	230	114.293907	229
93.2	114.681794	195	114.681794	185	114.681794	220	114.681794	251
93.3	115.071216	185	115.071216	202	115.071216	235	115.071216	202
93.4	115.46218	195	115.46218	212	115.46218	218	115.46218	215
93.5	115.854693	194	115.854693	203	115.854693	203	115.854693	229
93.6	116.248764	186	116.248764	182	116.248764	209	116.248764	230
93.7	116.644399	186	116.644399	165	116.644399	201	116.644399	195
93.8	117.040808	192	117.040808	185	117.040808	198	117.040808	202
93.9	117.439631	194	117.439631	187	117.439631	211	117.439631	222
94	117.84004	165	117.84004	200	117.84004	188	117.84004	225
94.1	118.242044	177	118.242044	169	118.242044	210	118.242044	208
94.2	118.645649	184	118.645649	173	118.645649	187	118.645649	179
94.3	119.050865	203	119.050865	181	119.050865	183	119.050865	204
94.4	119.457698	166	119.457698	182	119.457698	211	119.457698	195
94.5	119.866158	170	119.866158	163	119.866158	208	119.866158	201
94.6	120.277061	159	120.277061	182	120.277061	193	120.277061	199
94.7	120.68876	171	120.68876	160	120.68876	194	120.68876	183
94.8	121.102111	169	121.102111	162	121.102111	183	121.102111	183
94.9	121.517123	181	121.517123	153	121.517123	188	121.517123	196
95	121.933802	160	121.933802	160	121.933802	189	121.933802	183
95.1	122.352158	148	122.352158	187	122.352158	167	122.352158	173
95.2	122.772198	159	122.772198	169	122.772198	176	122.772198	174
95.3	123.193932	169	123.193932	163	123.193932	208	123.193932	166
95.4	123.616539	162	123.616539	168	123.616539	175	123.616539	193
95.5	124.041721	167	124.041721	167	124.041721	166	124.041721	204
95.6	124.46862	155	124.46862	166	124.46862	160	124.46862	181
95.7	124.897245	159	124.897245	180	124.897245	172	124.897245	168
95.8	125.327604	177	125.327604	161	125.327604	192	125.327604	162
95.9	125.759706	163	125.759706	169	125.759706	179	125.759706	184
96	126.19356	160	126.19356	153	126.19356	195	126.19356	187
96.1	126.629174	184	126.629174	157	126.629174	158	126.629174	153
96.2	127.066558	179	127.066558	158	127.066558	145	127.066558	146
96.3	127.506541	149	127.506541	142	127.506541	159	127.506541	167
96.4	127.947454	150	127.947454	146	127.947454	156	127.947454	166
96.5	128.390165	132	128.390165	132	128.390165	167	128.390165	157
96.6	128.834684	137	128.834684	155	128.834684	146	128.834684	170
96.7	129.281018	144	129.281018	119	129.281018	169	129.281018	165
96.8	129.729178	158	129.729178	152	129.729178	147	129.729178	146
96.9	130.179173	148	130.179173	148	130.179173	180	130.179173	159
97	130.631011	144	130.631011	139	130.631011	156	130.631011	132
97.1	131.083843	134	131.083843	124	131.083843	156	131.083843	167
97.2	131.539436	149	131.539436	136	131.539436	155	131.539436	142
97.3	131.996899	127	131.996899	110	131.996899	164	131.996899	160
97.4	132.456243	127	132.456243	161	132.456243	141	132.456243	150
97.5	132.917475	120	132.917475	146	132.917475	154	132.917475	156
97.6	133.380608	123	133.380608	127	133.380608	145	133.380608	146
97.7	133.845649	117	133.845649	121	133.845649	140	133.845649	143
97.8	134.31261	128	134.31261	118	134.31261	140	134.31261	140
97.9	134.781499	131	134.781499	137	134.781499	153	134.781499	160
98	135.253199	141	135.253199	127	135.253199	145	135.253199	142
98.1	135.725936	129	135.725936	105	135.725936	129	135.725936	139
98.2	136.200633	135	136.200633	124	136.200633	126	136.200633	120
98.3	136.677301	122	136.677301	125	136.677301	140	136.677301	143
98.4	137.15595	109	137.15595	114	137.15595	129	137.15595	132
98.5	137.636589	118	137.636589	117	137.636589	126	137.636589	137
98.6	138.119229	117	138.119229	106	138.119229	124	138.119229	124
98.7	138.60388	128	138.60388	124	138.60388	127	138.60388	140
98.8	139.090553	117	139.090553	121	139.090553	117	139.090553	138
98.9	139.579258	111	139.579258	114	139.579258	110	139.579258	133
99	140.069148	114	140.069148	117	140.069148	127	140.069148	114
99.1	140.561988	100	140.561988	124	140.561988	117	140.561988	125
99.2	141.056889	118	141.056889	121	141.056889	117	141.056889	118
99.3	141.553863	103	141.553863	117	141.553863	110	141.553863	123
99.4	142.052921	117	142.052921	96	142.052921	120	142.052921	119
99.5	142.554073	102	142.554073	101	142.554073	105	142.554073	118
99.6	143.057331	103	143.057331	118	143.057331	90	143.057331	111
99.7	143.562706	102	143.562706	103	143.562706	114	143.562706	122
99.8	144.070208	103	144.070208	110	144.070208	124	144.070208	96
99.9	144.580744	90	144.580744	114	144.580744	100	144.580744	100
100	145.092495	89	145.092495	99	145.092495	98	145.092495	108
100.1	145.606408	104	145.606408	93	145.606408	120	145.606408	99
100.2	146.122496	99	146.122496	104	146.122496	97	146.122496	108
100.3	146.64077	91	146.64077	100	146.64077	106	146.64077	110
100.4	147.161241	96	147.161241	89	147.161241	96	147.161241	117
100.5	147.683921	93	147.683921	107	147.683921	98	147.683921	96
100.6	148.20882	80	148.20882	82	148.20882	83	148.20882	98
100.7	148.735952	82	148.735952	94	148.735952	103	148.735952	99
100.8	149.265328	95	149.265328	103	149.265328	109	149.265328	93
100.9	149.796052	94	149.796052	87	149.796052	96	149.796052	103
101	150.329991	84	150.329991	90	150.329991	82	150.329991	103
101.1	150.866208	74	150.866208	116	150.866208	102	150.866208	101
101.2	151.404715	90	151.404715	83	151.404715	103	151.404715	111
101.3	151.945524	96	151.945524	91	151.945524	76	151.945524	69
101.4	152.488647	82	152.488647	75	152.488647	97	152.488647	94
101.5	153.034097	78	153.034097	77	153.034097	82	153.034097	81
101.6	153.581886	95	153.581886	76	153.581886	80	153.581886	79
101.7	154.132026	78	154.132026	83	154.132026	96	154.132026	86
101.8	154.68453	75	154.68453	82	154.68453	99	154.68453	83
101.9	155.240347	82	155.240347	82	155.240347	94	155.240347	92
102	155.797575	84	155.797575	76	155.797575	86	155.797575	89
102.1	156.357207	82	156.357207	82	156.357207	85	156.357207	91
102.2	156.919255	86	156.919255	64	156.919255	86	156.919255	79
102.3	157.483734	79	157.483734	76	157.483734	89	157.483734	90
102.4	158.050655	70	158.050655	70	158.050655	82	158.050655	88
102.5	158.620032	76	158.620032	85	158.620032	78	158.620032	82
102.6	159.191877	74	159.191877	66	159.191877	79	159.191877	74
102.7	159.766205	65	159.766205	64	159.766205	75	159.766205	74
102.8	160.343029	67	160.343029	80	160.343029	98	160.343029	75
102.9	160.922361	82	160.922361	75	160.922361	73	160.922361	68
103	161.503277	68	161.503277	82	161.503277	75	161.503277	70
103.1	162.08771	73	162.08771	79	162.08771	53	162.08771	75
103.2	162.674691	70	162.674691	60	162.674691	89	162.674691	69
103.3	163.264234	60	163.264234	58	163.264234	82	163.264234	80
103.4	163.856352	59	163.856352	64	163.856352	64	163.856352	84
103.5	164.451059	64	164.451059	53	164.451059	69	164.451059	66
103.6	165.048371	57	165.048371	58	165.048371	53	165.048371	70
103.7	165.6483	67	165.6483	70	165.6483	64	165.6483	78
103.8	166.25086	68	166.25086	61	166.25086	67	166.25086	85
103.9	166.856068	61	166.856068	80	166.856068	61	166.856068	66
104	167.463936	67	167.463936	56	167.463936	70	167.463936	66
104.1	168.075439	61	168.075439	60	168.075439	67	168.075439	60
104.2	168.688629	61	168.688629	58	168.688629	66	168.688629	63
104.3	169.304524	61	169.304524	66	169.304524	67	169.304524	57
104.4	169.923141	61	169.923141	60	169.923141	56	169.923141	62
104.5	170.544494	54	170.544494	66	170.544494	65	170.544494	61
104.6	171.168598	48	171.168598	58	171.168598	72	171.168598	47
104.7	171.795468	54	171.795468	51	171.795468	59	171.795468	60
104.8	172.425119	44	172.425119	46	172.425119	63	172.425119	67
104.9	173.057566	56	173.057566	38	173.057566	52	173.057566	53
105	173.692825	57	173.692825	56	173.692825	51	173.692825	53
105.1	174.330911	66	174.330911	54	174.330911	47	174.330911	53
105.2	174.971839	49	174.971839	53	174.971839	48	174.971839	54
105.3	175.614666	49	175.614666	47	175.614666	57	175.614666	46
105.4	176.26137	50	176.26137	56	176.26137	49	176.26137	53
105.5	176.910962	38	176.910962	52	176.910962	70	176.910962	45
105.6	177.563457	45	177.563457	48	177.563457	65	177.563457	53
105.7	178.218872	50	178.218872	47	178.218872	51	178.218872	55
105.8	178.877223	39	178.877223	48	178.877223	58	178.877223	52
105.9	179.538527	47	179.538527	38	179.538527	41	179.538527	53
106	180.202799	33	180.202799	55	180.202799	52	180.202799	49
106.1	180.870056	49	180.870056	47	180.870056	39	180.870056	59
106.2	181.540314	49	181.540314	51	181.540314	41	181.540314	39
106.3	182.213591	34	182.213591	37	182.213591	54	182.213591	44
106.4	182.889904	43	182.889904	41	182.889904	35	182.889904	46
106.5	183.570248	50	183.570248	58	183.570248	51	183.570248	39
106.6	184.252636	28	184.252636	41	184.252636	42	184.252636	40
106.7	184.938112	32	184.938112	39	184.938112	37	184.938112	41
106.8	185.626694	30	185.626694	47	185.626694	34	185.626694	43
106.9	186.318398	44	186.318398	30	186.318398	37	186.318398	37
107	187.013241	37	187.013241	24	187.013241	32	187.013241	37
107.1	187.711243	33	187.711243	32	187.711243	40	187.711243	38
107.2	188.412419	39	188.412419	39	188.412419	42	188.412419	41
107.3	189.116787	34	189.116787	46	189.116787	46	189.116787	39
107.4	189.824367	38	189.824367	32	189.824367	38	189.824367	41
107.5	190.535174	26	190.535174	35	190.535174	35	190.535174	32
107.6	191.249228	27	191.249228	35	191.249228	45	191.249228	33
107.7	191.966547	29	191.966547	42	191.966547	28	191.966547	29
107.8	192.686168	29	192.686168	25	192.686168	37	192.686168	36
107.9	193.410116	31	193.410116	29	193.410116	36	193.410116	36
108	194.137382	31	194.137382	27	194.137382	41	194.137382	33
108.1	194.867984	32	194.867984	27	194.867984	38	194.867984	26
108.2	195.601942	28	195.601942	29	195.601942	31	195.601942	32
108.3	196.339275	35	196.339275	36	196.339275	39	196.339275	40
108.4	197.08	26	197.08	35	197.08	36	197.08	42
108.5	197.824139	33	197.824139	33	197.824139	23	197.824139	38
108.6	198.571709	27	198.571709	23	198.571709	34	198.571709	32
108.7	199.322731	39	199.322731	26	199.322731	36	199.322731	32
108.8	200.077223	29	200.077223	23	200.077223	27	200.077223	27
108.9	200.835207	23	200.835207	24	200.835207	24	200.835207	32
109	201.5967	25	201.5967	32	201.5967	20	201.5967	25
109.1	202.362733	35	202.362733	24	202.362733	22	202.362733	18
109.2	203.13126	28	203.13126	22	203.13126	32	203.13126	28
109.3	203.903359	32	203.903359	18	203.903359	31	203.903359	30
109.4	204.679052	22	204.679052	20	204.679052	29	204.679052	29
109.5	205.458357	21	205.458357	16	205.458357	35	205.458357	31
109.6	206.241296	13	206.241296	15	206.241296	26	206.241296	27
109.7	207.027889	24	207.027889	21	207.027889	33	207.027889	31
109.8	207.818156	22	207.818156	17	207.818156	24	207.818156	24
109.9	208.61212	23	208.61212	20	208.61212	26	208.61212	25
110	209.4098	26	209.4098	29	209.4098	25	209.4098	25
110.1	210.211218	18	210.211218	21	210.211218	30	210.211218	28
110.2	211.016395	23	211.016395	18	211.016395	25	211.016395	24
110.3	211.825353	18	211.825353	21	211.825353	25	211.825353	19
110.4	212.638113	15	212.638113	18	212.638113	16	212.638113	11
110.5	213.453676	24	213.453676	18	213.453676	25	213.453676	25
110.6	214.274153	17	214.274153	23	214.274153	16	214.274153	20
110.7	215.098496	13	215.098496	22	215.098496	18	215.098496	17
110.8	215.926726	21	215.926726	14	215.926726	22	215.926726	25
110.9	216.758866	25	216.758866	19	216.758866	20	216.758866	19
111	217.594938	14	217.594938	14	217.594938	21	217.594938	18
111.1	218.434966	20	218.434966	21	218.434966	19	218.434966	20
111.2	219.278971	18	219.278971	14	219.278971	22	219.278971	18
111.3	220.126977	18	220.126977	22	220.126977	18	220.126977	18
111.4	220.979007	18	220.979007	14	220.979007	11	220.979007	20
111.5	221.835083	16	221.835083	12	221.835083	18	221.835083	12
111.6	222.69523	10	222.69523	11	222.69523	28	222.69523	13
111.7	223.55947	20	223.55947	19	223.55947	15	223.55947	18
111.8	224.427828	11	224.427828	14	224.427828	22	224.427828	22
111.9	225.30139	11	225.30139	21	225.30139	20	225.30139	13
112	226.178003	14	226.178003	16	226.178003	18	226.178003	20
112.1	227.058807	18	227.058807	13	227.058807	11	227.058807	15
112.2	227.943826	11	227.943826	11	227.943826	17	227.943826	19
112.3	228.833085	18	228.833085	10	228.833085	14	228.833085	17
112.4	229.726607	15	229.726607	11	229.726607	15	229.726607	12
112.5	230.624418	12	230.624418	10	230.624418	18	230.624418	15
112.6	231.526542	12	231.526542	10	231.526542	13	231.526542	11
112.7	232.433003	8	232.433003	12	232.433003	11	232.433003	16
112.8	233.343828	17	233.343828	13	233.343828	16	233.343828	12
112.9	234.259041	9	234.259041	9	234.259041	11	234.259041	17
113	235.178667	11	235.178667	6	235.178667	15	235.178667	14
113.1	236.102732	14	236.102732	11	236.102732	11	236.102732	18
113.2	237.031262	8	237.031262	11	237.031262	12	237.031262	12
113.3	237.964283	10	237.964283	14	237.964283	11	237.964283	8
113.4	238.900727	5	238.900727	13	238.900727	8	238.900727	12
113.5	239.842859	10	239.842859	15	239.842859	10	239.842859	8
113.6	240.789558	7	240.789558	11	240.789558	4	240.789558	11
113.7	241.740849	7	241.740849	14	241.740849	9	241.740849	9
113.8	242.696761	11	242.696761	7	242.696761	8	242.696761	7
113.9	243.65732	5	243.65732	5	243.65732	11	243.65732	17
114	244.622552	6	244.622552	1	244.622552	12	244.622552	12
114.1	245.592486	11	245.592486	13	245.592486	17	245.592486	14
114.2	246.567149	7	246.567149	7	246.567149	2	246.567149	7
114.3	247.546567	10	247.546567	8	247.546567	7	247.546567	11
114.4	248.53077	6	248.53077	5	248.53077	7	248.53077	10
114.5	249.519784	11	249.519784	11	249.519784	10	249.519784	9
114.6	250.513638	7	250.513638	7	250.513638	6	250.513638	7
114.7	251.51236	12	251.51236	4	251.51236	7	251.51236	10
114.8	252.515979	14	252.515979	10	252.515979	10	252.515979	9
114.9	253.524522	8	253.524522	8	253.524522	8	253.524522	10
