Sample File	G:\Shared drives\EARL\STUDENTS\Patricia\2020\CCNC Internal Mixtures\Mixing Tube Experiments\Overnights\AS to Sucrose\AS only.S80							
Classifier Model	3080							
DMA Model	3081							
DMA Inner Radius(cm)	0.00937							
DMA Outer Radius(cm)	0.01961							
DMA Characteristic Length(cm)	0.44369							
CPC Model	3776 Low Flow							
Reference Gas Viscosity (Pa*s)	1.83E-05							
Reference Mean Free Path (m)	6.73E-08							
Reference Gas Temperature (K)	296.15							
Reference Gas Pressure (kPa)	101.3							
Channels/Decade	64							
Multiple Charge Correction	FALSE							
Nanoparticle Aggregate Mobility Analysis	FALSE							
Diffusion Correction	FALSE							
Units	dw/dlogDp							
Weight	Number							
Sample #	1		2		3		4	
Date	10/6/21		10/6/21		10/6/21		10/6/21	
Start Time	17:54:37		17:56:55		17:59:10		18:01:25	
Diameter Midpoint								
29.8	16.28459	36	16.28459	42	16.28459	60	16.28459	45
29.9	16.332267	35	16.332267	47	16.332267	37	16.332267	38
30	16.380399	42	16.380399	42	16.380399	42	16.380399	56
30.1	16.428362	42	16.428362	39	16.428362	34	16.428362	42
30.2	16.476783	32	16.476783	52	16.476783	50	16.476783	54
30.3	16.525035	35	16.525035	45	16.525035	46	16.525035	53
30.4	16.573747	43	16.573747	49	16.573747	52	16.573747	60
30.5	16.622288	48	16.622288	46	16.622288	59	16.622288	54
30.6	16.671295	52	16.671295	52	16.671295	39	16.671295	55
30.7	16.720127	52	16.720127	51	16.720127	54	16.720127	51
30.8	16.769429	52	16.769429	57	16.769429	46	16.769429	53
30.9	16.818555	39	16.818555	53	16.818555	46	16.818555	53
31	16.868154	43	16.868154	53	16.868154	60	16.868154	53
31.1	16.917575	45	16.917575	60	16.917575	62	16.917575	48
31.2	16.967474	32	16.967474	54	16.967474	56	16.967474	47
31.3	17.017191	58	17.017191	56	17.017191	53	17.017191	51
31.4	17.067228	54	17.067228	45	17.067228	56	17.067228	56
31.5	17.117572	39	17.117572	52	17.117572	54	17.117572	63
31.6	17.167746	43	17.167746	46	17.167746	59	17.167746	47
31.7	17.218394	46	17.218394	54	17.218394	56	17.218394	69
31.8	17.268869	56	17.268869	40	17.268869	50	17.268869	56
31.9	17.319824	50	17.319824	68	17.319824	62	17.319824	65
32	17.370602	57	17.370602	50	17.370602	47	17.370602	56
32.1	17.421865	52	17.421865	70	17.421865	64	17.421865	75
32.2	17.472948	47	17.472948	54	17.472948	61	17.472948	65
32.3	17.524522	46	17.524522	61	17.524522	68	17.524522	60
32.4	17.575911	58	17.575911	55	17.575911	80	17.575911	66
32.5	17.627798	60	17.627798	61	17.627798	69	17.627798	54
32.6	17.679665	49	17.679665	58	17.679665	60	17.679665	77
32.7	17.731526	52	17.731526	70	17.731526	69	17.731526	69
32.8	17.783877	53	17.783877	68	17.783877	70	17.783877	65
32.9	17.836049	48	17.836049	61	17.836049	59	17.836049	75
33	17.888718	46	17.888718	72	17.888718	54	17.888718	74
33.1	17.941203	65	17.941203	72	17.941203	75	17.941203	77
33.2	17.994192	52	17.994192	60	17.994192	66	17.994192	72
33.3	18.046993	67	18.046993	55	18.046993	73	18.046993	76
33.4	18.100303	66	18.100303	67	18.100303	61	18.100303	79
33.5	18.153595	53	18.153595	61	18.153595	65	18.153595	65
33.6	18.20688	67	18.20688	81	18.20688	87	18.20688	77
33.7	18.260669	66	18.260669	80	18.260669	76	18.260669	75
33.8	18.314274	55	18.314274	74	18.314274	70	18.314274	86
33.9	18.368391	75	18.368391	76	18.368391	83	18.368391	72
34	18.422317	70	18.422317	65	18.422317	81	18.422317	76
34.1	18.476763	70	18.476763	56	18.476763	78	18.476763	108
34.2	18.531191	82	18.531191	68	18.531191	65	18.531191	75
34.3	18.585613	68	18.585613	93	18.585613	80	18.585613	83
34.4	18.640549	72	18.640549	68	18.640549	89	18.640549	75
34.5	18.695297	67	18.695297	79	18.695297	86	18.695297	88
34.6	18.750568	66	18.750568	68	18.750568	86	18.750568	66
34.7	18.805645	67	18.805645	68	18.805645	92	18.805645	88
34.8	18.861253	85	18.861253	86	18.861253	99	18.861253	99
34.9	18.916842	63	18.916842	91	18.916842	78	18.916842	79
35	18.972425	76	18.972425	75	18.972425	82	18.972425	89
35.1	19.028534	81	19.028534	82	19.028534	91	19.028534	83
35.2	19.084451	80	19.084451	84	19.084451	77	19.084451	101
35.3	19.140903	70	19.140903	73	19.140903	88	19.140903	87
35.4	19.197155	93	19.197155	82	19.197155	98	19.197155	98
35.5	19.253768	81	19.253768	89	19.253768	101	19.253768	90
35.6	19.310729	81	19.310729	95	19.310729	89	19.310729	105
35.7	19.367498	110	19.367498	82	19.367498	96	19.367498	100
35.8	19.424808	76	19.424808	88	19.424808	108	19.424808	86
35.9	19.481918	96	19.481918	97	19.481918	91	19.481918	88
36	19.539393	80	19.539393	90	19.539393	103	19.539393	84
36.1	19.59722	89	19.59722	107	19.59722	85	19.59722	111
36.2	19.654855	83	19.654855	94	19.654855	108	19.654855	92
36.3	19.713037	96	19.713037	89	19.713037	89	19.713037	99
36.4	19.771018	98	19.771018	92	19.771018	86	19.771018	105
36.5	19.829368	98	19.829368	107	19.829368	100	19.829368	89
36.6	19.888077	89	19.888077	100	19.888077	96	19.888077	110
36.7	19.94659	89	19.94659	99	19.94659	98	19.94659	96
36.8	20.00566	103	20.00566	80	20.00566	110	20.00566	90
36.9	20.064524	95	20.064524	102	20.064524	116	20.064524	93
37	20.123765	100	20.123765	96	20.123765	103	20.123765	117
37.1	20.183369	91	20.183369	100	20.183369	114	20.183369	95
37.2	20.242775	108	20.242775	94	20.242775	103	20.242775	118
37.3	20.302746	112	20.302746	93	20.302746	110	20.302746	98
37.4	20.362508	112	20.362508	112	20.362508	101	20.362508	109
37.5	20.422653	98	20.422653	105	20.422653	109	20.422653	128
37.6	20.483168	104	20.483168	102	20.483168	104	20.483168	95
37.7	20.54348	102	20.54348	112	20.54348	110	20.54348	113
37.8	20.604368	81	20.604368	110	20.604368	109	20.604368	118
37.9	20.665239	99	20.665239	96	20.665239	130	20.665239	110
38	20.726105	89	20.726105	109	20.726105	119	20.726105	118
38.1	20.787546	105	20.787546	104	20.787546	127	20.787546	134
38.2	20.848779	105	20.848779	115	20.848779	108	20.848779	115
38.3	20.9104	110	20.9104	111	20.9104	115	20.9104	121
38.4	20.9724	104	20.9724	130	20.9724	99	20.9724	126
38.5	21.034196	101	21.034196	119	21.034196	124	21.034196	110
38.6	21.096578	117	21.096578	122	21.096578	107	21.096578	121
38.7	21.158946	112	21.158946	97	21.158946	129	21.158946	112
38.8	21.221309	119	21.221309	125	21.221309	95	21.221309	118
38.9	21.284261	108	21.284261	110	21.284261	109	21.284261	121
39	21.346999	111	21.346999	119	21.346999	107	21.346999	129
39.1	21.410136	107	21.410136	127	21.410136	139	21.410136	133
39.2	21.473661	111	21.473661	130	21.473661	147	21.473661	125
39.3	21.536977	97	21.536977	123	21.536977	133	21.536977	115
39.4	21.600896	127	21.600896	146	21.600896	146	21.600896	118
39.5	21.664798	106	21.664798	121	21.664798	111	21.664798	129
39.6	21.728697	111	21.728697	124	21.728697	126	21.728697	140
39.7	21.793198	118	21.793198	122	21.793198	133	21.793198	130
39.8	21.857481	122	21.857481	132	21.857481	139	21.857481	139
39.9	21.922174	123	21.922174	134	21.922174	141	21.922174	140
40	21.987265	133	21.987265	114	21.987265	156	21.987265	136
40.1	22.052139	133	22.052139	121	22.052139	156	22.052139	146
40.2	22.117426	120	22.117426	112	22.117426	143	22.117426	169
40.3	22.183112	128	22.183112	137	22.183112	133	22.183112	167
40.4	22.248584	114	22.248584	118	22.248584	150	22.248584	131
40.5	22.314679	123	22.314679	126	22.314679	139	22.314679	130
40.6	22.380758	128	22.380758	145	22.380758	162	22.380758	153
40.7	22.446833	111	22.446833	131	22.446833	157	22.446833	151
40.8	22.513534	109	22.513534	155	22.513534	149	22.513534	167
40.9	22.58022	128	22.58022	135	22.58022	166	22.58022	162
41	22.646903	136	22.646903	141	22.646903	145	22.646903	162
41.1	22.714215	169	22.714215	156	22.714215	119	22.714215	159
41.2	22.7813	131	22.7813	142	22.7813	144	22.7813	147
41.3	22.848813	126	22.848813	158	22.848813	176	22.848813	175
41.4	22.916743	140	22.916743	146	22.916743	137	22.916743	155
41.5	22.984445	153	22.984445	148	22.984445	174	22.984445	143
41.6	23.052579	132	23.052579	161	23.052579	169	23.052579	166
41.7	23.121134	136	23.121134	135	23.121134	152	23.121134	162
41.8	23.18946	140	23.18946	157	23.18946	151	23.18946	148
41.9	23.258222	140	23.258222	142	23.258222	160	23.258222	176
42	23.327406	151	23.327406	163	23.327406	163	23.327406	158
42.1	23.396363	142	23.396363	137	23.396363	152	23.396363	150
42.2	23.465757	149	23.465757	149	23.465757	169	23.465757	182
42.3	23.535579	138	23.535579	136	23.535579	181	23.535579	164
42.4	23.605171	162	23.605171	147	23.605171	181	23.605171	162
42.5	23.675206	158	23.675206	139	23.675206	167	23.675206	157
42.6	23.745671	146	23.745671	156	23.745671	169	23.745671	158
42.7	23.815905	153	23.815905	169	23.815905	165	23.815905	166
42.8	23.886585	148	23.886585	167	23.886585	165	23.886585	161
42.9	23.9577	140	23.9577	169	23.9577	164	23.9577	164
43	24.028582	168	24.028582	152	24.028582	157	24.028582	179
43.1	24.099915	153	24.099915	183	24.099915	173	24.099915	164
43.2	24.171686	153	24.171686	175	24.171686	170	24.171686	190
43.3	24.243223	171	24.243223	149	24.243223	173	24.243223	173
43.4	24.315214	149	24.315214	163	24.315214	179	24.315214	182
43.5	24.387648	149	24.387648	170	24.387648	173	24.387648	172
43.6	24.459845	157	24.459845	143	24.459845	175	24.459845	181
43.7	24.532502	178	24.532502	164	24.532502	190	24.532502	181
43.8	24.605606	166	24.605606	167	24.605606	191	24.605606	194
43.9	24.67847	162	24.67847	162	24.67847	186	24.67847	196
44	24.751798	181	24.751798	170	24.751798	179	24.751798	179
44.1	24.825579	151	24.825579	186	24.825579	159	24.825579	185
44.2	24.89935	176	24.89935	154	24.89935	180	24.89935	193
44.3	24.973122	194	24.973122	175	24.973122	199	24.973122	176
44.4	25.047588	169	25.047588	179	25.047588	179	25.047588	186
44.5	25.122041	164	25.122041	175	25.122041	176	25.122041	213
44.6	25.196495	193	25.196495	166	25.196495	219	25.196495	192
44.7	25.271652	155	25.271652	181	25.271652	205	25.271652	174
44.8	25.346795	158	25.346795	203	25.346795	215	25.346795	208
44.9	25.421936	186	25.421936	172	25.421936	184	25.421936	181
45	25.497552	202	25.497552	201	25.497552	192	25.497552	196
45.1	25.573631	186	25.573631	166	25.573631	207	25.573631	230
45.2	25.649467	201	25.649467	186	25.649467	177	25.649467	216
45.3	25.725783	158	25.725783	189	25.725783	220	25.725783	186
45.4	25.80257	188	25.80257	190	25.80257	213	25.80257	215
45.5	25.879107	193	25.879107	211	25.879107	203	25.879107	222
45.6	25.956132	186	25.956132	193	25.956132	185	25.956132	218
45.7	26.033633	211	26.033633	198	26.033633	184	26.033633	211
45.8	26.111125	192	26.111125	180	26.111125	200	26.111125	209
45.9	26.188618	190	26.188618	202	26.188618	216	26.188618	224
46	26.266842	204	26.266842	183	26.266842	209	26.266842	221
46.1	26.345053	192	26.345053	221	26.345053	231	26.345053	201
46.2	26.423264	199	26.423264	194	26.423264	234	26.423264	218
46.3	26.501968	172	26.501968	223	26.501968	232	26.501968	221
46.4	26.581156	199	26.581156	198	26.581156	224	26.581156	206
46.5	26.66009	209	26.66009	189	26.66009	210	26.66009	210
46.6	26.739526	193	26.739526	210	26.739526	241	26.739526	220
46.7	26.819454	196	26.819454	217	26.819454	245	26.819454	232
46.8	26.899373	195	26.899373	213	26.899373	200	26.899373	211
46.9	26.979295	175	26.979295	212	26.979295	224	26.979295	221
47	27.059718	213	27.059718	200	27.059718	220	27.059718	232
47.1	27.140633	201	27.140633	205	27.140633	228	27.140633	224
47.2	27.221294	173	27.221294	217	27.221294	231	27.221294	229
47.3	27.302467	216	27.302467	200	27.302467	223	27.302467	208
47.4	27.384141	219	27.384141	213	27.384141	215	27.384141	230
47.5	27.465807	219	27.465807	216	27.465807	218	27.465807	233
47.6	27.547478	222	27.547478	234	27.547478	227	27.547478	273
47.7	27.629918	210	27.629918	233	27.629918	241	27.629918	256
47.8	27.712346	180	27.712346	245	27.712346	221	27.712346	215
47.9	27.794774	206	27.794774	237	27.794774	236	27.794774	253
48	27.877723	213	27.877723	226	27.877723	213	27.877723	234
48.1	27.961185	214	27.961185	239	27.961185	217	27.961185	249
48.2	28.04464	236	28.04464	222	28.04464	247	28.04464	224
48.3	28.128101	238	28.128101	220	28.128101	232	28.128101	252
48.4	28.212085	240	28.212085	240	28.212085	264	28.212085	232
48.5	28.296582	231	28.296582	244	28.296582	220	28.296582	233
48.6	28.380817	254	28.380817	269	28.380817	268	28.380817	265
48.7	28.465586	207	28.465586	227	28.465586	234	28.465586	265
48.8	28.55088	230	28.55088	226	28.55088	252	28.55088	252
48.9	28.636166	218	28.636166	261	28.636166	255	28.636166	247
49	28.721457	237	28.721457	232	28.721457	248	28.721457	265
49.1	28.807285	226	28.807285	245	28.807285	242	28.807285	260
49.2	28.89364	205	28.89364	252	28.89364	222	28.89364	259
49.3	28.979992	230	28.979992	224	28.979992	239	28.979992	253
49.4	29.066354	229	29.066354	237	29.066354	268	29.066354	240
49.5	29.153524	238	29.153524	232	29.153524	241	29.153524	251
49.6	29.240685	229	29.240685	243	29.240685	261	29.240685	259
49.7	29.327849	218	29.327849	233	29.327849	278	29.327849	255
49.8	29.415564	243	29.415564	241	29.415564	279	29.415564	253
49.9	29.503822	234	29.503822	267	29.503822	257	29.503822	270
50	29.592075	218	29.592075	246	29.592075	257	29.592075	257
50.1	29.680333	253	29.680333	264	29.680333	275	29.680333	279
50.2	29.769147	236	29.769147	236	29.769147	281	29.769147	271
50.3	29.858508	246	29.858508	257	29.858508	268	29.858508	276
50.4	29.947866	236	29.947866	243	29.947866	251	29.947866	251
50.5	30.037234	236	30.037234	226	30.037234	274	30.037234	280
50.6	30.127162	232	30.127162	230	30.127162	258	30.127162	270
50.7	30.217641	250	30.217641	248	30.217641	260	30.217641	278
50.8	30.308121	239	30.308121	229	30.308121	286	30.308121	281
50.9	30.398612	239	30.398612	268	30.398612	282	30.398612	263
51	30.489669	246	30.489669	276	30.489669	269	30.489669	305
51.1	30.581282	261	30.581282	255	30.581282	284	30.581282	299
51.2	30.672898	269	30.672898	252	30.672898	248	30.672898	292
51.3	30.764528	251	30.764528	259	30.764528	281	30.764528	272
51.4	30.856729	267	30.856729	273	30.856729	287	30.856729	276
51.5	30.949492	252	30.949492	267	30.949492	286	30.949492	306
51.6	31.04226	266	31.04226	293	31.04226	272	31.04226	312
51.7	31.135044	259	31.135044	289	31.135044	276	31.135044	296
51.8	31.228692	262	31.228692	241	31.228692	298	31.228692	257
51.9	31.322334	249	31.322334	276	31.322334	243	31.322334	284
52	31.415981	272	31.415981	250	31.415981	281	31.415981	262
52.1	31.510222	273	31.510222	266	31.510222	293	31.510222	272
52.2	31.605049	285	31.605049	253	31.605049	275	31.605049	283
52.3	31.699871	276	31.699871	267	31.699871	311	31.699871	309
52.4	31.794698	253	31.794698	275	31.794698	312	31.794698	290
52.5	31.890128	260	31.890128	272	31.890128	279	31.890128	306
52.6	31.985856	282	31.985856	272	31.985856	298	31.985856	279
52.7	32.082168	281	32.082168	254	32.082168	301	32.082168	297
52.8	32.178487	296	32.178487	269	32.178487	318	32.178487	307
52.9	32.274825	253	32.274825	296	32.274825	306	32.274825	312
53	32.371762	275	32.371762	273	32.371762	300	32.371762	314
53.1	32.46929	276	32.46929	288	32.46929	272	32.46929	304
53.2	32.566825	254	32.566825	289	32.566825	303	32.566825	350
53.3	32.664379	275	32.664379	274	32.664379	313	32.664379	313
53.4	32.762541	259	32.762541	286	32.762541	289	32.762541	318
53.5	32.861303	311	32.861303	299	32.861303	298	32.861303	304
53.6	32.960072	267	32.960072	304	32.960072	311	32.960072	336
53.7	33.058859	287	33.058859	302	33.058859	302	33.058859	360
53.8	33.158263	260	33.158263	305	33.158263	321	33.158263	309
53.9	33.258276	289	33.258276	297	33.258276	296	33.258276	343
54	33.358296	295	33.358296	302	33.358296	311	33.358296	341
54.1	33.458331	291	33.458331	272	33.458331	295	33.458331	314
54.2	33.558994	317	33.558994	276	33.558994	303	33.558994	309
54.3	33.660278	289	33.660278	313	33.660278	307	33.660278	344
54.4	33.761565	274	33.761565	290	33.761565	330	33.761565	320
54.5	33.862864	296	33.862864	306	33.862864	329	33.862864	313
54.6	33.964804	245	33.964804	327	33.964804	323	33.964804	352
54.7	34.067066	277	34.067066	279	34.067066	325	34.067066	307
54.8	34.169949	295	34.169949	286	34.169949	328	34.169949	350
54.9	34.272845	293	34.272845	307	34.272845	301	34.272845	303
55	34.375765	269	34.375765	292	34.375765	317	34.375765	340
55.1	34.479325	297	34.479325	336	34.479325	294	34.479325	346
55.2	34.58352	289	34.58352	324	34.58352	331	34.58352	296
55.3	34.687724	284	34.687724	292	34.687724	351	34.687724	343
55.4	34.791947	269	34.791947	332	34.791947	307	34.791947	306
55.5	34.896825	301	34.896825	344	34.896825	341	34.896825	324
55.6	35.00235	322	35.00235	312	35.00235	312	35.00235	340
55.7	35.10788	285	35.10788	316	35.10788	345	35.10788	300
55.8	35.213745	328	35.213745	312	35.213745	351	35.213745	367
55.9	35.319637	282	35.319637	306	35.319637	321	35.319637	360
56	35.426187	318	35.426187	314	35.426187	369	35.426187	356
56.1	35.533387	303	35.533387	311	35.533387	330	35.533387	352
56.2	35.640601	281	35.640601	300	35.640601	344	35.640601	325
56.3	35.747837	319	35.747837	325	35.747837	372	35.747837	327
56.4	35.855746	298	35.855746	307	35.855746	349	35.855746	300
56.5	35.964321	302	35.964321	332	35.964321	378	35.964321	346
56.6	36.072903	314	36.072903	334	36.072903	376	36.072903	325
56.7	36.18183	346	36.18183	337	36.18183	337	36.18183	377
56.8	36.290787	282	36.290787	328	36.290787	327	36.290787	345
56.9	36.400421	312	36.400421	317	36.400421	312	36.400421	336
57	36.510726	307	36.510726	327	36.510726	336	36.510726	353
57.1	36.621045	278	36.621045	325	36.621045	331	36.621045	332
57.2	36.731387	300	36.731387	343	36.731387	368	36.731387	360
57.3	36.842423	298	36.842423	326	36.842423	329	36.842423	334
57.4	36.953813	322	36.953813	335	36.953813	336	36.953813	336
57.5	37.065881	339	37.065881	336	37.065881	342	37.065881	345
57.6	37.177968	296	37.177968	319	37.177968	351	37.177968	332
57.7	37.290084	336	37.290084	322	37.290084	343	37.290084	372
57.8	37.402901	297	37.402901	359	37.402901	337	37.402901	393
57.9	37.516415	328	37.516415	333	37.516415	341	37.516415	376
58	37.629939	335	37.629939	319	37.629939	361	37.629939	386
58.1	37.743826	316	37.743826	335	37.743826	357	37.743826	383
58.2	37.857746	305	37.857746	354	37.857746	367	37.857746	374
58.3	37.972376	327	37.972376	332	37.972376	352	37.972376	332
58.4	38.08771	311	38.08771	350	38.08771	354	38.08771	366
58.5	38.20306	328	38.20306	361	38.20306	354	38.20306	366
58.6	38.318778	322	38.318778	343	38.318778	390	38.318778	337
58.7	38.434534	333	38.434534	344	38.434534	340	38.434534	360
58.8	38.551008	318	38.551008	335	38.551008	361	38.551008	361
58.9	38.668197	343	38.668197	312	38.668197	344	38.668197	371
59	38.785404	325	38.785404	343	38.785404	369	38.785404	372
59.1	38.902987	331	38.902987	320	38.902987	361	38.902987	394
59.2	39.02061	310	39.02061	352	39.02061	380	39.02061	370
59.3	39.138962	310	39.138962	352	39.138962	403	39.138962	384
59.4	39.258039	333	39.258039	346	39.258039	366	39.258039	381
59.5	39.377137	344	39.377137	363	39.377137	372	39.377137	361
59.6	39.496617	336	39.496617	322	39.496617	354	39.496617	378
59.7	39.61614	330	39.61614	360	39.61614	356	39.61614	376
59.8	39.736403	335	39.736403	333	39.736403	376	39.736403	363
59.9	39.857404	349	39.857404	358	39.857404	384	39.857404	383
60	39.978427	329	39.978427	352	39.978427	363	39.978427	390
60.1	40.099839	322	40.099839	358	40.099839	384	40.099839	389
60.2	40.221294	325	40.221294	355	40.221294	418	40.221294	381
60.3	40.343503	307	40.343503	362	40.343503	366	40.343503	368
60.4	40.466463	361	40.466463	365	40.466463	355	40.466463	367
60.5	40.589445	343	40.589445	310	40.589445	385	40.589445	378
60.6	40.712824	342	40.712824	359	40.712824	384	40.712824	397
60.7	40.836245	363	40.836245	335	40.836245	392	40.836245	406
60.8	40.960435	334	40.960435	359	40.960435	365	40.960435	383
60.9	41.085391	356	41.085391	374	41.085391	410	41.085391	402
61	41.210368	344	41.210368	364	41.210368	398	41.210368	388
61.1	41.335749	345	41.335749	361	41.335749	357	41.335749	366
61.2	41.461171	316	41.461171	382	41.461171	403	41.461171	365
61.3	41.587377	330	41.587377	341	41.587377	367	41.587377	412
61.4	41.713991	353	41.713991	384	41.713991	372	41.713991	397
61.5	41.841375	414	41.841375	385	41.841375	399	41.841375	440
61.6	41.968794	351	41.968794	365	41.968794	405	41.968794	394
61.7	42.096251	370	42.096251	354	42.096251	364	42.096251	403
61.8	42.224511	355	42.224511	373	42.224511	365	42.224511	403
61.9	42.353186	344	42.353186	381	42.353186	394	42.353186	412
62	42.48265	369	42.48265	346	42.48265	383	42.48265	380
62.1	42.612144	364	42.612144	374	42.612144	386	42.612144	395
62.2	42.742058	352	42.742058	373	42.742058	393	42.742058	389
62.3	42.872023	361	42.872023	364	42.872023	397	42.872023	402
62.4	43.002796	355	43.002796	362	43.002796	420	43.002796	415
62.5	43.133994	360	43.133994	401	43.133994	369	43.133994	410
62.6	43.265986	362	43.265986	344	43.265986	396	43.265986	417
62.7	43.398021	356	43.398021	372	43.398021	371	43.398021	432
62.8	43.530101	334	43.530101	352	43.530101	405	43.530101	393
62.9	43.663011	393	43.663011	393	43.663011	381	43.663011	395
63	43.796353	336	43.796353	379	43.796353	426	43.796353	446
63.1	43.930513	371	43.930513	389	43.930513	413	43.930513	423
63.2	44.064708	368	44.064708	380	44.064708	373	44.064708	440
63.3	44.19934	356	44.19934	370	44.19934	397	44.19934	427
63.4	44.334026	387	44.334026	349	44.334026	398	44.334026	391
63.5	44.469553	367	44.469553	395	44.469553	404	44.469553	402
63.6	44.60552	397	44.60552	397	44.60552	427	44.60552	430
63.7	44.742316	348	44.742316	356	44.742316	418	44.742316	393
63.8	44.879155	381	44.879155	396	44.879155	397	44.879155	435
63.9	45.016442	370	45.016442	377	45.016442	403	45.016442	412
64	45.153791	390	45.153791	392	45.153791	388	45.153791	450
64.1	45.291991	357	45.291991	369	45.291991	398	45.291991	416
64.2	45.430643	401	45.430643	397	45.430643	416	45.430643	434
64.3	45.570134	379	45.570134	388	45.570134	389	45.570134	417
64.4	45.709677	407	45.709677	393	45.709677	410	45.709677	407
64.5	45.849677	364	45.849677	384	45.849677	399	45.849677	395
64.6	45.989746	409	45.989746	425	45.989746	422	45.989746	408
64.7	46.13068	376	46.13068	403	46.13068	423	46.13068	410
64.8	46.272076	349	46.272076	399	46.272076	421	46.272076	420
64.9	46.414325	375	46.414325	362	46.414325	410	46.414325	410
65	46.556632	369	46.556632	385	46.556632	393	46.556632	392
65.1	46.699406	376	46.699406	390	46.699406	409	46.699406	416
65.2	46.842255	391	46.842255	387	46.842255	430	46.842255	417
65.3	46.985984	372	46.985984	408	46.985984	395	46.985984	440
65.4	47.130184	348	47.130184	393	47.130184	415	47.130184	428
65.5	47.275256	389	47.275256	378	47.275256	419	47.275256	434
65.6	47.420389	388	47.420389	394	47.420389	426	47.420389	424
65.7	47.565999	349	47.565999	389	47.565999	421	47.565999	428
65.8	47.711687	385	47.711687	401	47.711687	419	47.711687	437
65.9	47.858274	398	47.858274	399	47.858274	405	47.858274	431
66	48.005343	357	48.005343	383	48.005343	431	48.005343	413
66.1	48.153302	368	48.153302	408	48.153302	416	48.153302	388
66.2	48.301324	355	48.301324	403	48.301324	436	48.301324	417
66.3	48.449835	375	48.449835	394	48.449835	446	48.449835	437
66.4	48.598424	391	48.598424	390	48.598424	431	48.598424	405
66.5	48.747934	392	48.747934	416	48.747934	417	48.747934	459
66.6	48.897936	368	48.897936	442	48.897936	452	48.897936	415
66.7	49.04885	397	49.04885	395	49.04885	413	49.04885	406
66.8	49.199827	395	49.199827	398	49.199827	424	49.199827	452
66.9	49.351304	405	49.351304	415	49.351304	430	49.351304	430
67	49.502859	385	49.502859	404	49.502859	443	49.502859	435
67.1	49.655357	378	49.655357	431	49.655357	465	49.655357	452
67.2	49.808359	392	49.808359	380	49.808359	410	49.808359	433
67.3	49.962298	392	49.962298	399	49.962298	427	49.962298	398
67.4	50.116297	372	50.116297	396	50.116297	406	50.116297	395
67.5	50.270807	399	50.270807	398	50.270807	391	50.270807	402
67.6	50.42583	397	50.42583	385	50.42583	422	50.42583	434
67.7	50.580947	392	50.580947	388	50.580947	427	50.580947	433
67.8	50.737018	385	50.737018	367	50.737018	442	50.737018	444
67.9	50.893607	408	50.893607	396	50.893607	418	50.893607	471
68	51.051144	412	51.051144	404	51.051144	394	51.051144	449
68.1	51.208757	401	51.208757	415	51.208757	436	51.208757	425
68.2	51.366894	408	51.366894	433	51.366894	442	51.366894	434
68.3	51.525121	373	51.525121	416	51.525121	401	51.525121	426
68.4	51.684331	390	51.684331	409	51.684331	427	51.684331	448
68.5	51.84407	402	51.84407	407	51.84407	449	51.84407	455
68.6	52.004789	423	52.004789	411	52.004789	419	52.004789	426
68.7	52.165576	388	52.165576	427	52.165576	431	52.165576	444
68.8	52.3269	381	52.3269	420	52.3269	441	52.3269	414
68.9	52.488762	378	52.488762	403	52.488762	441	52.488762	441
69	52.650725	399	52.650725	399	52.650725	441	52.650725	437
69.1	52.813688	367	52.813688	395	52.813688	468	52.813688	437
69.2	52.977196	375	52.977196	424	52.977196	409	52.977196	449
69.3	53.1417	421	53.1417	414	53.1417	422	53.1417	457
69.4	53.306284	375	53.306284	412	53.306284	425	53.306284	441
69.5	53.471418	405	53.471418	409	53.471418	445	53.471418	426
69.6	53.637106	417	53.637106	440	53.637106	449	53.637106	426
69.7	53.802904	393	53.802904	420	53.802904	406	53.802904	477
69.8	53.969722	378	53.969722	413	53.969722	426	53.969722	452
69.9	54.1371	389	54.1371	416	54.1371	428	54.1371	466
70	54.305496	399	54.305496	396	54.305496	427	54.305496	439
70.1	54.473979	401	54.473979	397	54.473979	429	54.473979	459
70.2	54.643028	434	54.643028	419	54.643028	430	54.643028	420
70.3	54.812645	428	54.812645	414	54.812645	437	54.812645	470
70.4	54.982379	426	54.982379	426	54.982379	437	54.982379	453
70.5	55.153158	400	55.153158	433	55.153158	444	55.153158	444
70.6	55.324511	357	55.324511	423	55.324511	449	55.324511	465
70.7	55.496909	410	55.496909	435	55.496909	450	55.496909	426
70.8	55.669397	376	55.669397	403	55.669397	418	55.669397	471
70.9	55.842467	404	55.842467	406	55.842467	411	55.842467	439
71	56.016122	368	56.016122	409	56.016122	435	56.016122	489
71.1	56.189897	394	56.189897	394	56.189897	445	56.189897	455
71.2	56.364745	377	56.364745	391	56.364745	427	56.364745	429
71.3	56.540183	391	56.540183	394	56.540183	458	56.540183	415
71.4	56.716213	403	56.716213	415	56.716213	459	56.716213	431
71.5	56.893299	354	56.893299	394	56.893299	460	56.893299	429
71.6	57.070501	364	57.070501	419	57.070501	439	57.070501	493
71.7	57.248304	420	57.248304	444	57.248304	445	57.248304	454
71.8	57.426228	400	57.426228	440	57.426228	449	57.426228	457
71.9	57.605257	390	57.605257	407	57.605257	433	57.605257	475
72	57.784893	392	57.784893	409	57.784893	448	57.784893	432
72.1	57.965137	385	57.965137	428	57.965137	436	57.965137	414
72.2	58.146471	397	58.146471	430	58.146471	440	58.146471	459
72.3	58.32792	392	58.32792	399	58.32792	435	58.32792	489
