Sample File	G:\Shared drives\EARL\STUDENTS\Patricia\2020\CCNC Internal Mixtures\Mixing Tube Experiments\Overnights\AS to Sucrose\sucrose only pre mixing.S80							
Classifier Model	3080							
DMA Model	3081							
DMA Inner Radius(cm)	0.00937							
DMA Outer Radius(cm)	0.01961							
DMA Characteristic Length(cm)	0.44369							
CPC Model	3776 Low Flow							
Reference Gas Viscosity (Pa*s)	1.83E-05							
Reference Mean Free Path (m)	6.73E-08							
Reference Gas Temperature (K)	296.15							
Reference Gas Pressure (kPa)	101.3							
Channels/Decade	64							
Multiple Charge Correction	FALSE							
Nanoparticle Aggregate Mobility Analysis	FALSE							
Diffusion Correction	FALSE							
Units	dw/dlogDp							
Weight	Number							
Sample #	1		2		3		4	
Date	10/6/21		10/6/21		10/6/21		10/6/21	
Start Time	18:10:45		18:13:03		18:15:18		18:17:33	
Diameter Midpoint								
28	15.447654	22	15.447654	17	15.447654	21	15.447654	15
28.1	15.49283	22	15.49283	19	15.49283	20	15.49283	21
28.2	15.538436	22	15.538436	19	15.538436	21	15.538436	17
28.3	15.583884	14	15.583884	19	15.583884	23	15.583884	27
28.4	15.629764	21	15.629764	31	15.629764	24	15.629764	26
28.5	15.675484	27	15.675484	30	15.675484	19	15.675484	15
28.6	15.721639	18	15.721639	20	15.721639	22	15.721639	30
28.7	15.767633	25	15.767633	26	15.767633	18	15.767633	25
28.8	15.814065	29	15.814065	24	15.814065	22	15.814065	24
28.9	15.860336	17	15.860336	24	15.860336	31	15.860336	17
29	15.907046	32	15.907046	26	15.907046	21	15.907046	25
29.1	15.953595	25	15.953595	30	15.953595	27	15.953595	17
29.2	16.000586	26	16.000586	27	16.000586	24	16.000586	25
29.3	16.047414	26	16.047414	25	16.047414	25	16.047414	33
29.4	16.094688	22	16.094688	22	16.094688	28	16.094688	29
29.5	16.141797	22	16.141797	27	16.141797	26	16.141797	17
29.6	16.189355	26	16.189355	25	16.189355	23	16.189355	25
29.7	16.236747	20	16.236747	33	16.236747	27	16.236747	36
29.8	16.28459	29	16.28459	34	16.28459	28	16.28459	29
29.9	16.332267	28	16.332267	34	16.332267	25	16.332267	22
30	16.380399	31	16.380399	23	16.380399	25	16.380399	22
30.1	16.428362	30	16.428362	32	16.428362	34	16.428362	28
30.2	16.476783	23	16.476783	25	16.476783	32	16.476783	20
30.3	16.525035	28	16.525035	29	16.525035	29	16.525035	32
30.4	16.573747	28	16.573747	25	16.573747	34	16.573747	28
30.5	16.622288	30	16.622288	28	16.622288	27	16.622288	22
30.6	16.671295	26	16.671295	26	16.671295	26	16.671295	23
30.7	16.720127	39	16.720127	23	16.720127	39	16.720127	26
30.8	16.769429	32	16.769429	37	16.769429	26	16.769429	27
30.9	16.818555	33	16.818555	24	16.818555	31	16.818555	32
31	16.868154	38	16.868154	32	16.868154	33	16.868154	28
31.1	16.917575	30	16.917575	36	16.917575	36	16.917575	32
31.2	16.967474	44	16.967474	27	16.967474	29	16.967474	29
31.3	17.017191	37	17.017191	36	17.017191	30	17.017191	39
31.4	17.067228	34	17.067228	34	17.067228	28	17.067228	41
31.5	17.117572	38	17.117572	37	17.117572	34	17.117572	30
31.6	17.167746	38	17.167746	29	17.167746	33	17.167746	28
31.7	17.218394	39	17.218394	37	17.218394	39	17.218394	41
31.8	17.268869	28	17.268869	32	17.268869	38	17.268869	38
31.9	17.319824	40	17.319824	35	17.319824	32	17.319824	31
32	17.370602	42	17.370602	35	17.370602	37	17.370602	35
32.1	17.421865	35	17.421865	38	17.421865	32	17.421865	32
32.2	17.472948	34	17.472948	36	17.472948	30	17.472948	29
32.3	17.524522	33	17.524522	34	17.524522	32	17.524522	35
32.4	17.575911	40	17.575911	39	17.575911	33	17.575911	39
32.5	17.627798	25	17.627798	34	17.627798	33	17.627798	35
32.6	17.679665	39	17.679665	41	17.679665	43	17.679665	40
32.7	17.731526	44	17.731526	32	17.731526	36	17.731526	41
32.8	17.783877	41	17.783877	42	17.783877	33	17.783877	36
32.9	17.836049	37	17.836049	35	17.836049	36	17.836049	35
33	17.888718	41	17.888718	32	17.888718	40	17.888718	37
33.1	17.941203	43	17.941203	35	17.941203	39	17.941203	51
33.2	17.994192	46	17.994192	51	17.994192	46	17.994192	33
33.3	18.046993	46	18.046993	53	18.046993	36	18.046993	53
33.4	18.100303	39	18.100303	50	18.100303	43	18.100303	47
33.5	18.153595	46	18.153595	49	18.153595	43	18.153595	47
33.6	18.20688	45	18.20688	46	18.20688	41	18.20688	43
33.7	18.260669	46	18.260669	50	18.260669	44	18.260669	40
33.8	18.314274	43	18.314274	53	18.314274	48	18.314274	41
33.9	18.368391	37	18.368391	40	18.368391	41	18.368391	39
34	18.422317	53	18.422317	44	18.422317	54	18.422317	46
34.1	18.476763	50	18.476763	42	18.476763	45	18.476763	47
34.2	18.531191	42	18.531191	45	18.531191	52	18.531191	47
34.3	18.585613	54	18.585613	46	18.585613	46	18.585613	59
34.4	18.640549	42	18.640549	45	18.640549	43	18.640549	44
34.5	18.695297	45	18.695297	49	18.695297	41	18.695297	53
34.6	18.750568	46	18.750568	52	18.750568	46	18.750568	53
34.7	18.805645	47	18.805645	46	18.805645	52	18.805645	40
34.8	18.861253	61	18.861253	55	18.861253	52	18.861253	47
34.9	18.916842	48	18.916842	54	18.916842	60	18.916842	49
35	18.972425	47	18.972425	53	18.972425	48	18.972425	49
35.1	19.028534	65	19.028534	49	19.028534	52	19.028534	66
35.2	19.084451	58	19.084451	46	19.084451	47	19.084451	51
35.3	19.140903	47	19.140903	58	19.140903	45	19.140903	65
35.4	19.197155	60	19.197155	49	19.197155	56	19.197155	58
35.5	19.253768	56	19.253768	47	19.253768	65	19.253768	63
35.6	19.310729	67	19.310729	43	19.310729	48	19.310729	61
35.7	19.367498	71	19.367498	57	19.367498	53	19.367498	48
35.8	19.424808	59	19.424808	63	19.424808	65	19.424808	53
35.9	19.481918	54	19.481918	52	19.481918	61	19.481918	51
36	19.539393	48	19.539393	59	19.539393	61	19.539393	60
36.1	19.59722	62	19.59722	72	19.59722	58	19.59722	62
36.2	19.654855	53	19.654855	45	19.654855	55	19.654855	57
36.3	19.713037	60	19.713037	49	19.713037	56	19.713037	50
36.4	19.771018	66	19.771018	65	19.771018	62	19.771018	69
36.5	19.829368	60	19.829368	65	19.829368	46	19.829368	59
36.6	19.888077	64	19.888077	56	19.888077	59	19.888077	60
36.7	19.94659	71	19.94659	64	19.94659	57	19.94659	58
36.8	20.00566	63	20.00566	76	20.00566	60	20.00566	55
36.9	20.064524	69	20.064524	64	20.064524	58	20.064524	63
37	20.123765	65	20.123765	66	20.123765	64	20.123765	50
37.1	20.183369	67	20.183369	67	20.183369	71	20.183369	64
37.2	20.242775	50	20.242775	68	20.242775	80	20.242775	67
37.3	20.302746	63	20.302746	69	20.302746	74	20.302746	70
37.4	20.362508	58	20.362508	85	20.362508	57	20.362508	70
37.5	20.422653	68	20.422653	64	20.422653	63	20.422653	80
37.6	20.483168	66	20.483168	74	20.483168	76	20.483168	63
37.7	20.54348	75	20.54348	72	20.54348	66	20.54348	64
37.8	20.604368	71	20.604368	73	20.604368	64	20.604368	60
37.9	20.665239	65	20.665239	72	20.665239	81	20.665239	67
38	20.726105	77	20.726105	77	20.726105	73	20.726105	75
38.1	20.787546	67	20.787546	56	20.787546	74	20.787546	74
38.2	20.848779	72	20.848779	71	20.848779	80	20.848779	66
38.3	20.9104	85	20.9104	87	20.9104	68	20.9104	65
38.4	20.9724	80	20.9724	80	20.9724	66	20.9724	74
38.5	21.034196	71	21.034196	71	21.034196	85	21.034196	67
38.6	21.096578	83	21.096578	79	21.096578	75	21.096578	67
38.7	21.158946	80	21.158946	72	21.158946	58	21.158946	58
38.8	21.221309	75	21.221309	74	21.221309	72	21.221309	71
38.9	21.284261	78	21.284261	79	21.284261	68	21.284261	84
39	21.346999	62	21.346999	81	21.346999	72	21.346999	74
39.1	21.410136	85	21.410136	77	21.410136	74	21.410136	85
39.2	21.473661	76	21.473661	93	21.473661	74	21.473661	89
39.3	21.536977	89	21.536977	84	21.536977	90	21.536977	66
39.4	21.600896	77	21.600896	63	21.600896	76	21.600896	80
39.5	21.664798	60	21.664798	78	21.664798	73	21.664798	84
39.6	21.728697	87	21.728697	78	21.728697	84	21.728697	85
39.7	21.793198	74	21.793198	97	21.793198	88	21.793198	92
39.8	21.857481	96	21.857481	98	21.857481	74	21.857481	70
39.9	21.922174	87	21.922174	66	21.922174	85	21.922174	88
40	21.987265	67	21.987265	88	21.987265	87	21.987265	101
40.1	22.052139	99	22.052139	88	22.052139	75	22.052139	84
40.2	22.117426	94	22.117426	94	22.117426	92	22.117426	88
40.3	22.183112	86	22.183112	84	22.183112	77	22.183112	90
40.4	22.248584	91	22.248584	102	22.248584	82	22.248584	88
40.5	22.314679	96	22.314679	88	22.314679	95	22.314679	86
40.6	22.380758	92	22.380758	82	22.380758	98	22.380758	95
40.7	22.446833	99	22.446833	96	22.446833	87	22.446833	90
40.8	22.513534	106	22.513534	103	22.513534	99	22.513534	96
40.9	22.58022	92	22.58022	89	22.58022	85	22.58022	95
41	22.646903	92	22.646903	81	22.646903	74	22.646903	88
41.1	22.714215	82	22.714215	91	22.714215	100	22.714215	89
41.2	22.7813	96	22.7813	98	22.7813	106	22.7813	88
41.3	22.848813	116	22.848813	90	22.848813	99	22.848813	106
41.4	22.916743	92	22.916743	85	22.916743	108	22.916743	113
41.5	22.984445	106	22.984445	103	22.984445	92	22.984445	104
41.6	23.052579	103	23.052579	111	23.052579	109	23.052579	101
41.7	23.121134	111	23.121134	87	23.121134	111	23.121134	101
41.8	23.18946	113	23.18946	86	23.18946	90	23.18946	110
41.9	23.258222	103	23.258222	112	23.258222	110	23.258222	105
42	23.327406	105	23.327406	102	23.327406	91	23.327406	102
42.1	23.396363	132	23.396363	84	23.396363	122	23.396363	94
42.2	23.465757	110	23.465757	119	23.465757	113	23.465757	99
42.3	23.535579	111	23.535579	102	23.535579	111	23.535579	119
42.4	23.605171	98	23.605171	115	23.605171	124	23.605171	102
42.5	23.675206	110	23.675206	120	23.675206	131	23.675206	113
42.6	23.745671	129	23.745671	118	23.745671	121	23.745671	99
42.7	23.815905	130	23.815905	109	23.815905	118	23.815905	106
42.8	23.886585	114	23.886585	103	23.886585	104	23.886585	125
42.9	23.9577	113	23.9577	118	23.9577	119	23.9577	123
43	24.028582	111	24.028582	114	24.028582	119	24.028582	98
43.1	24.099915	116	24.099915	104	24.099915	110	24.099915	115
43.2	24.171686	127	24.171686	124	24.171686	129	24.171686	108
43.3	24.243223	118	24.243223	105	24.243223	126	24.243223	115
43.4	24.315214	103	24.315214	97	24.315214	128	24.315214	128
43.5	24.387648	108	24.387648	117	24.387648	111	24.387648	116
43.6	24.459845	135	24.459845	131	24.459845	120	24.459845	110
43.7	24.532502	133	24.532502	98	24.532502	119	24.532502	115
43.8	24.605606	134	24.605606	115	24.605606	123	24.605606	119
43.9	24.67847	139	24.67847	118	24.67847	126	24.67847	106
44	24.751798	119	24.751798	105	24.751798	123	24.751798	122
44.1	24.825579	133	24.825579	124	24.825579	113	24.825579	127
44.2	24.89935	136	24.89935	118	24.89935	122	24.89935	141
44.3	24.973122	118	24.973122	127	24.973122	120	24.973122	124
44.4	25.047588	140	25.047588	137	25.047588	132	25.047588	134
44.5	25.122041	132	25.122041	133	25.122041	129	25.122041	114
44.6	25.196495	138	25.196495	114	25.196495	124	25.196495	137
44.7	25.271652	128	25.271652	123	25.271652	124	25.271652	140
44.8	25.346795	130	25.346795	116	25.346795	128	25.346795	123
44.9	25.421936	133	25.421936	141	25.421936	142	25.421936	136
45	25.497552	131	25.497552	149	25.497552	127	25.497552	134
45.1	25.573631	127	25.573631	135	25.573631	128	25.573631	136
45.2	25.649467	129	25.649467	129	25.649467	151	25.649467	120
45.3	25.725783	140	25.725783	150	25.725783	129	25.725783	146
45.4	25.80257	130	25.80257	160	25.80257	129	25.80257	142
45.5	25.879107	137	25.879107	137	25.879107	138	25.879107	134
45.6	25.956132	154	25.956132	159	25.956132	146	25.956132	122
45.7	26.033633	147	26.033633	137	26.033633	135	26.033633	149
45.8	26.111125	155	26.111125	147	26.111125	128	26.111125	168
45.9	26.188618	144	26.188618	128	26.188618	146	26.188618	140
46	26.266842	143	26.266842	176	26.266842	153	26.266842	123
46.1	26.345053	161	26.345053	148	26.345053	126	26.345053	140
46.2	26.423264	157	26.423264	168	26.423264	177	26.423264	138
46.3	26.501968	152	26.501968	152	26.501968	154	26.501968	159
46.4	26.581156	145	26.581156	146	26.581156	143	26.581156	130
46.5	26.66009	163	26.66009	156	26.66009	163	26.66009	144
46.6	26.739526	165	26.739526	149	26.739526	134	26.739526	139
46.7	26.819454	132	26.819454	154	26.819454	162	26.819454	166
46.8	26.899373	156	26.899373	137	26.899373	156	26.899373	152
46.9	26.979295	148	26.979295	146	26.979295	138	26.979295	154
47	27.059718	158	27.059718	152	27.059718	150	27.059718	162
47.1	27.140633	163	27.140633	154	27.140633	156	27.140633	175
47.2	27.221294	170	27.221294	143	27.221294	148	27.221294	181
47.3	27.302467	158	27.302467	161	27.302467	151	27.302467	161
47.4	27.384141	184	27.384141	154	27.384141	151	27.384141	146
47.5	27.465807	179	27.465807	156	27.465807	143	27.465807	157
47.6	27.547478	169	27.547478	139	27.547478	170	27.547478	153
47.7	27.629918	149	27.629918	176	27.629918	154	27.629918	167
47.8	27.712346	169	27.712346	180	27.712346	189	27.712346	177
47.9	27.794774	170	27.794774	153	27.794774	196	27.794774	179
48	27.877723	146	27.877723	173	27.877723	189	27.877723	165
48.1	27.961185	180	27.961185	162	27.961185	176	27.961185	182
48.2	28.04464	189	28.04464	192	28.04464	158	28.04464	197
48.3	28.128101	155	28.128101	183	28.128101	171	28.128101	160
48.4	28.212085	179	28.212085	165	28.212085	175	28.212085	177
48.5	28.296582	183	28.296582	160	28.296582	172	28.296582	177
48.6	28.380817	191	28.380817	187	28.380817	165	28.380817	186
48.7	28.465586	177	28.465586	161	28.465586	167	28.465586	189
48.8	28.55088	201	28.55088	199	28.55088	151	28.55088	172
48.9	28.636166	163	28.636166	196	28.636166	191	28.636166	179
49	28.721457	210	28.721457	191	28.721457	181	28.721457	188
49.1	28.807285	199	28.807285	197	28.807285	189	28.807285	164
49.2	28.89364	191	28.89364	174	28.89364	184	28.89364	188
49.3	28.979992	169	28.979992	208	28.979992	189	28.979992	174
49.4	29.066354	193	29.066354	171	29.066354	198	29.066354	201
49.5	29.153524	186	29.153524	202	29.153524	191	29.153524	185
49.6	29.240685	182	29.240685	178	29.240685	202	29.240685	208
49.7	29.327849	192	29.327849	175	29.327849	175	29.327849	212
49.8	29.415564	191	29.415564	222	29.415564	213	29.415564	194
49.9	29.503822	195	29.503822	197	29.503822	193	29.503822	167
50	29.592075	213	29.592075	197	29.592075	190	29.592075	197
50.1	29.680333	193	29.680333	208	29.680333	189	29.680333	201
50.2	29.769147	205	29.769147	203	29.769147	197	29.769147	215
50.3	29.858508	205	29.858508	167	29.858508	210	29.858508	213
50.4	29.947866	194	29.947866	209	29.947866	188	29.947866	204
50.5	30.037234	199	30.037234	214	30.037234	215	30.037234	203
50.6	30.127162	208	30.127162	213	30.127162	182	30.127162	179
50.7	30.217641	210	30.217641	232	30.217641	205	30.217641	199
50.8	30.308121	191	30.308121	206	30.308121	210	30.308121	206
50.9	30.398612	217	30.398612	224	30.398612	199	30.398612	208
51	30.489669	191	30.489669	205	30.489669	215	30.489669	207
51.1	30.581282	208	30.581282	224	30.581282	207	30.581282	201
51.2	30.672898	193	30.672898	219	30.672898	181	30.672898	218
51.3	30.764528	199	30.764528	220	30.764528	200	30.764528	211
51.4	30.856729	211	30.856729	210	30.856729	224	30.856729	213
51.5	30.949492	206	30.949492	224	30.949492	212	30.949492	229
51.6	31.04226	219	31.04226	213	31.04226	225	31.04226	199
51.7	31.135044	210	31.135044	214	31.135044	226	31.135044	197
51.8	31.228692	216	31.228692	196	31.228692	208	31.228692	187
51.9	31.322334	206	31.322334	203	31.322334	187	31.322334	253
52	31.415981	221	31.415981	196	31.415981	236	31.415981	224
52.1	31.510222	218	31.510222	214	31.510222	225	31.510222	221
52.2	31.605049	254	31.605049	189	31.605049	251	31.605049	222
52.3	31.699871	233	31.699871	201	31.699871	213	31.699871	253
52.4	31.794698	231	31.794698	240	31.794698	222	31.794698	232
52.5	31.890128	235	31.890128	244	31.890128	230	31.890128	248
52.6	31.985856	235	31.985856	227	31.985856	243	31.985856	245
52.7	32.082168	242	32.082168	225	32.082168	246	32.082168	239
52.8	32.178487	251	32.178487	261	32.178487	233	32.178487	217
52.9	32.274825	232	32.274825	223	32.274825	271	32.274825	234
53	32.371762	240	32.371762	257	32.371762	267	32.371762	221
53.1	32.46929	248	32.46929	261	32.46929	256	32.46929	236
53.2	32.566825	271	32.566825	239	32.566825	226	32.566825	245
53.3	32.664379	222	32.664379	278	32.664379	226	32.664379	228
53.4	32.762541	242	32.762541	268	32.762541	243	32.762541	248
53.5	32.861303	257	32.861303	252	32.861303	242	32.861303	251
53.6	32.960072	269	32.960072	253	32.960072	240	32.960072	249
53.7	33.058859	264	33.058859	246	33.058859	257	33.058859	279
53.8	33.158263	247	33.158263	254	33.158263	243	33.158263	252
53.9	33.258276	297	33.258276	255	33.258276	263	33.258276	248
54	33.358296	273	33.358296	254	33.358296	278	33.358296	266
54.1	33.458331	259	33.458331	236	33.458331	260	33.458331	259
54.2	33.558994	251	33.558994	255	33.558994	239	33.558994	258
54.3	33.660278	231	33.660278	253	33.660278	265	33.660278	266
54.4	33.761565	256	33.761565	252	33.761565	250	33.761565	253
54.5	33.862864	278	33.862864	249	33.862864	264	33.862864	276
54.6	33.964804	279	33.964804	239	33.964804	278	33.964804	282
54.7	34.067066	272	34.067066	291	34.067066	269	34.067066	249
54.8	34.169949	281	34.169949	255	34.169949	269	34.169949	270
54.9	34.272845	263	34.272845	267	34.272845	272	34.272845	263
55	34.375765	278	34.375765	297	34.375765	279	34.375765	274
55.1	34.479325	283	34.479325	263	34.479325	281	34.479325	286
55.2	34.58352	266	34.58352	258	34.58352	286	34.58352	282
55.3	34.687724	307	34.687724	283	34.687724	263	34.687724	298
55.4	34.791947	285	34.791947	287	34.791947	267	34.791947	273
55.5	34.896825	303	34.896825	277	34.896825	305	34.896825	286
55.6	35.00235	311	35.00235	281	35.00235	294	35.00235	292
55.7	35.10788	292	35.10788	275	35.10788	308	35.10788	283
55.8	35.213745	293	35.213745	282	35.213745	284	35.213745	303
55.9	35.319637	342	35.319637	321	35.319637	313	35.319637	322
56	35.426187	299	35.426187	328	35.426187	300	35.426187	279
56.1	35.533387	275	35.533387	323	35.533387	293	35.533387	296
56.2	35.640601	261	35.640601	302	35.640601	320	35.640601	298
56.3	35.747837	318	35.747837	298	35.747837	293	35.747837	292
56.4	35.855746	303	35.855746	297	35.855746	265	35.855746	294
56.5	35.964321	288	35.964321	291	35.964321	307	35.964321	296
56.6	36.072903	310	36.072903	312	36.072903	274	36.072903	305
56.7	36.18183	301	36.18183	286	36.18183	324	36.18183	305
56.8	36.290787	318	36.290787	301	36.290787	291	36.290787	292
56.9	36.400421	302	36.400421	297	36.400421	335	36.400421	292
57	36.510726	301	36.510726	343	36.510726	337	36.510726	325
57.1	36.621045	318	36.621045	300	36.621045	301	36.621045	328
57.2	36.731387	313	36.731387	298	36.731387	286	36.731387	315
57.3	36.842423	310	36.842423	346	36.842423	312	36.842423	316
57.4	36.953813	321	36.953813	327	36.953813	310	36.953813	300
57.5	37.065881	312	37.065881	311	37.065881	308	37.065881	332
57.6	37.177968	321	37.177968	294	37.177968	327	37.177968	335
57.7	37.290084	306	37.290084	351	37.290084	301	37.290084	308
57.8	37.402901	347	37.402901	310	37.402901	329	37.402901	359
57.9	37.516415	347	37.516415	307	37.516415	316	37.516415	303
58	37.629939	325	37.629939	311	37.629939	309	37.629939	332
58.1	37.743826	338	37.743826	349	37.743826	290	37.743826	356
58.2	37.857746	325	37.857746	286	37.857746	315	37.857746	304
58.3	37.972376	297	37.972376	297	37.972376	321	37.972376	341
58.4	38.08771	316	38.08771	317	38.08771	297	38.08771	309
58.5	38.20306	349	38.20306	343	38.20306	334	38.20306	319
58.6	38.318778	306	38.318778	350	38.318778	330	38.318778	340
58.7	38.434534	336	38.434534	340	38.434534	335	38.434534	337
58.8	38.551008	347	38.551008	325	38.551008	343	38.551008	311
58.9	38.668197	343	38.668197	362	38.668197	359	38.668197	369
59	38.785404	347	38.785404	327	38.785404	329	38.785404	343
59.1	38.902987	378	38.902987	328	38.902987	353	38.902987	333
59.2	39.02061	339	39.02061	303	39.02061	315	39.02061	346
59.3	39.138962	350	39.138962	360	39.138962	331	39.138962	316
59.4	39.258039	380	39.258039	351	39.258039	355	39.258039	345
59.5	39.377137	384	39.377137	335	39.377137	351	39.377137	368
59.6	39.496617	367	39.496617	291	39.496617	361	39.496617	352
59.7	39.61614	339	39.61614	347	39.61614	361	39.61614	337
59.8	39.736403	353	39.736403	351	39.736403	368	39.736403	345
59.9	39.857404	377	39.857404	350	39.857404	365	39.857404	329
60	39.978427	323	39.978427	383	39.978427	344	39.978427	381
60.1	40.099839	351	40.099839	347	40.099839	401	40.099839	341
60.2	40.221294	386	40.221294	322	40.221294	350	40.221294	335
60.3	40.343503	377	40.343503	357	40.343503	364	40.343503	362
60.4	40.466463	366	40.466463	348	40.466463	345	40.466463	374
60.5	40.589445	368	40.589445	383	40.589445	383	40.589445	334
60.6	40.712824	400	40.712824	385	40.712824	358	40.712824	372
60.7	40.836245	390	40.836245	398	40.836245	381	40.836245	364
60.8	40.960435	383	40.960435	363	40.960435	389	40.960435	386
60.9	41.085391	386	41.085391	383	41.085391	378	41.085391	380
61	41.210368	401	41.210368	369	41.210368	396	41.210368	389
61.1	41.335749	391	41.335749	391	41.335749	454	41.335749	380
61.2	41.461171	406	41.461171	398	41.461171	381	41.461171	379
61.3	41.587377	396	41.587377	351	41.587377	393	41.587377	373
61.4	41.713991	397	41.713991	407	41.713991	378	41.713991	369
61.5	41.841375	388	41.841375	391	41.841375	374	41.841375	391
61.6	41.968794	358	41.968794	393	41.968794	406	41.968794	368
61.7	42.096251	388	42.096251	392	42.096251	387	42.096251	414
61.8	42.224511	419	42.224511	385	42.224511	414	42.224511	436
61.9	42.353186	380	42.353186	390	42.353186	400	42.353186	388
62	42.48265	398	42.48265	398	42.48265	400	42.48265	372
62.1	42.612144	401	42.612144	402	42.612144	384	42.612144	402
62.2	42.742058	430	42.742058	426	42.742058	435	42.742058	422
62.3	42.872023	362	42.872023	345	42.872023	407	42.872023	387
62.4	43.002796	380	43.002796	419	43.002796	416	43.002796	387
62.5	43.133994	426	43.133994	406	43.133994	403	43.133994	390
62.6	43.265986	416	43.265986	415	43.265986	396	43.265986	417
62.7	43.398021	405	43.398021	396	43.398021	397	43.398021	393
62.8	43.530101	424	43.530101	402	43.530101	378	43.530101	402
62.9	43.663011	393	43.663011	422	43.663011	421	43.663011	423
63	43.796353	414	43.796353	416	43.796353	433	43.796353	383
63.1	43.930513	434	43.930513	408	43.930513	402	43.930513	414
63.2	44.064708	431	44.064708	403	44.064708	434	44.064708	422
63.3	44.19934	406	44.19934	470	44.19934	377	44.19934	421
63.4	44.334026	448	44.334026	427	44.334026	428	44.334026	447
63.5	44.469553	431	44.469553	417	44.469553	433	44.469553	433
63.6	44.60552	438	44.60552	436	44.60552	427	44.60552	440
63.7	44.742316	422	44.742316	462	44.742316	429	44.742316	425
63.8	44.879155	482	44.879155	435	44.879155	435	44.879155	415
63.9	45.016442	416	45.016442	460	45.016442	398	45.016442	440
64	45.153791	457	45.153791	446	45.153791	394	45.153791	442
64.1	45.291991	448	45.291991	474	45.291991	450	45.291991	424
64.2	45.430643	453	45.430643	406	45.430643	462	45.430643	411
64.3	45.570134	453	45.570134	492	45.570134	446	45.570134	435
64.4	45.709677	442	45.709677	433	45.709677	461	45.709677	445
64.5	45.849677	457	45.849677	446	45.849677	446	45.849677	481
64.6	45.989746	449	45.989746	442	45.989746	439	45.989746	438
64.7	46.13068	485	46.13068	454	46.13068	482	46.13068	430
64.8	46.272076	480	46.272076	415	46.272076	434	46.272076	471
64.9	46.414325	472	46.414325	444	46.414325	477	46.414325	441
65	46.556632	468	46.556632	470	46.556632	434	46.556632	435
65.1	46.699406	451	46.699406	461	46.699406	426	46.699406	444
65.2	46.842255	453	46.842255	470	46.842255	427	46.842255	433
65.3	46.985984	473	46.985984	415	46.985984	433	46.985984	470
65.4	47.130184	432	47.130184	457	47.130184	466	47.130184	494
65.5	47.275256	459	47.275256	449	47.275256	454	47.275256	441
65.6	47.420389	449	47.420389	426	47.420389	485	47.420389	470
65.7	47.565999	506	47.565999	457	47.565999	469	47.565999	438
65.8	47.711687	499	47.711687	477	47.711687	464	47.711687	493
65.9	47.858274	499	47.858274	485	47.858274	480	47.858274	486
66	48.005343	531	48.005343	512	48.005343	432	48.005343	468
66.1	48.153302	455	48.153302	485	48.153302	462	48.153302	464
66.2	48.301324	499	48.301324	498	48.301324	466	48.301324	462
66.3	48.449835	506	48.449835	463	48.449835	447	48.449835	506
66.4	48.598424	481	48.598424	492	48.598424	470	48.598424	496
66.5	48.747934	473	48.747934	484	48.747934	467	48.747934	513
66.6	48.897936	501	48.897936	477	48.897936	490	48.897936	471
66.7	49.04885	476	49.04885	484	49.04885	474	49.04885	490
66.8	49.199827	485	49.199827	479	49.199827	514	49.199827	478
66.9	49.351304	489	49.351304	466	49.351304	529	49.351304	494
67	49.502859	506	49.502859	508	49.502859	523	49.502859	505
67.1	49.655357	482	49.655357	482	49.655357	453	49.655357	476
67.2	49.808359	524	49.808359	481	49.808359	510	49.808359	566
67.3	49.962298	515	49.962298	497	49.962298	458	49.962298	495
67.4	50.116297	493	50.116297	502	50.116297	482	50.116297	533
67.5	50.270807	550	50.270807	463	50.270807	495	50.270807	466
67.6	50.42583	498	50.42583	467	50.42583	515	50.42583	515
67.7	50.580947	505	50.580947	488	50.580947	482	50.580947	499
67.8	50.737018	492	50.737018	484	50.737018	482	50.737018	508
67.9	50.893607	508	50.893607	511	50.893607	500	50.893607	484
68	51.051144	507	51.051144	498	51.051144	521	51.051144	520
68.1	51.208757	540	51.208757	498	51.208757	523	51.208757	516
68.2	51.366894	534	51.366894	511	51.366894	570	51.366894	499
68.3	51.525121	538	51.525121	499	51.525121	503	51.525121	528
68.4	51.684331	485	51.684331	539	51.684331	498	51.684331	522
68.5	51.84407	512	51.84407	509	51.84407	550	51.84407	522
68.6	52.004789	532	52.004789	568	52.004789	521	52.004789	519
68.7	52.165576	519	52.165576	491	52.165576	533	52.165576	524
68.8	52.3269	542	52.3269	502	52.3269	527	52.3269	544
68.9	52.488762	538	52.488762	573	52.488762	557	52.488762	534
69	52.650725	527	52.650725	532	52.650725	542	52.650725	504
69.1	52.813688	532	52.813688	552	52.813688	506	52.813688	520
69.2	52.977196	526	52.977196	508	52.977196	485	52.977196	551
69.3	53.1417	544	53.1417	585	53.1417	551	53.1417	550
69.4	53.306284	510	53.306284	550	53.306284	531	53.306284	559
69.5	53.471418	549	53.471418	566	53.471418	515	53.471418	532
69.6	53.637106	517	53.637106	565	53.637106	501	53.637106	528
69.7	53.802904	538	53.802904	519	53.802904	559	53.802904	551
69.8	53.969722	524	53.969722	592	53.969722	566	53.969722	535
69.9	54.1371	546	54.1371	549	54.1371	558	54.1371	533
70	54.305496	530	54.305496	579	54.305496	549	54.305496	511
70.1	54.473979	552	54.473979	523	54.473979	539	54.473979	584
70.2	54.643028	549	54.643028	527	54.643028	557	54.643028	537
70.3	54.812645	542	54.812645	564	54.812645	542	54.812645	536
70.4	54.982379	528	54.982379	537	54.982379	519	54.982379	546
70.5	55.153158	564	55.153158	536	55.153158	551	55.153158	565
