Sample File	G:\Shared drives\EARL\STUDENTS\Patricia\2020\CCNC Internal Mixtures\Mixing Tube Experiments\Overnights\AS to Sucrose\sucrose only pre mixing.S80							
Classifier Model	3080							
DMA Model	3081							
DMA Inner Radius(cm)	0.00937							
DMA Outer Radius(cm)	0.01961							
DMA Characteristic Length(cm)	0.44369							
CPC Model	3776 Low Flow							
Reference Gas Viscosity (Pa*s)	1.83E-05							
Reference Mean Free Path (m)	6.73E-08							
Reference Gas Temperature (K)	296.15							
Reference Gas Pressure (kPa)	101.3							
Channels/Decade	64							
Multiple Charge Correction	FALSE							
Nanoparticle Aggregate Mobility Analysis	FALSE							
Diffusion Correction	FALSE							
Units	dw/dlogDp							
Weight	Number							
Sample #	1		2		3		4	
Date	10/6/21		10/6/21		10/6/21		10/6/21	
Start Time	18:10:45		18:13:03		18:15:18		18:17:33	
Diameter Midpoint								
70.6	55.324511	577	55.324511	557	55.324511	579	55.324511	554
70.7	55.496909	553	55.496909	517	55.496909	557	55.496909	564
70.8	55.669397	534	55.669397	550	55.669397	562	55.669397	571
70.9	55.842467	543	55.842467	552	55.842467	561	55.842467	567
71	56.016122	524	56.016122	556	56.016122	564	56.016122	571
71.1	56.189897	603	56.189897	556	56.189897	597	56.189897	522
71.2	56.364745	590	56.364745	533	56.364745	580	56.364745	571
71.3	56.540183	600	56.540183	551	56.540183	570	56.540183	580
71.4	56.716213	571	56.716213	537	56.716213	579	56.716213	565
71.5	56.893299	535	56.893299	572	56.893299	572	56.893299	586
71.6	57.070501	588	57.070501	600	57.070501	578	57.070501	577
71.7	57.248304	598	57.248304	568	57.248304	594	57.248304	565
71.8	57.426228	606	57.426228	619	57.426228	588	57.426228	608
71.9	57.605257	549	57.605257	570	57.605257	572	57.605257	581
72	57.784893	551	57.784893	628	57.784893	586	57.784893	601
72.1	57.965137	582	57.965137	572	57.965137	603	57.965137	585
72.2	58.146471	620	58.146471	579	58.146471	582	58.146471	588
72.3	58.32792	594	58.32792	608	58.32792	567	58.32792	621
72.4	58.509985	585	58.509985	592	58.509985	555	58.509985	582
72.5	58.692669	600	58.692669	587	58.692669	573	58.692669	609
72.6	58.875496	611	58.875496	609	58.875496	596	58.875496	549
72.7	59.059445	575	59.059445	574	59.059445	623	59.059445	585
72.8	59.244021	571	59.244021	616	59.244021	620	59.244021	577
72.9	59.429224	616	59.429224	577	59.429224	569	59.429224	594
73	59.615538	596	59.615538	564	59.615538	625	59.615538	588
73.1	59.801985	602	59.801985	553	59.801985	590	59.801985	571
73.2	59.989069	597	59.989069	594	59.989069	564	59.989069	584
73.3	60.176288	618	60.176288	565	60.176288	588	60.176288	611
73.4	60.364672	596	60.364672	624	60.364672	587	60.364672	588
73.5	60.5537	595	60.5537	614	60.5537	573	60.5537	637
73.6	60.743374	628	60.743374	645	60.743374	619	60.743374	581
73.7	60.934203	545	60.934203	586	60.934203	601	60.934203	576
73.8	61.125154	566	61.125154	644	61.125154	609	61.125154	619
73.9	61.316761	619	61.316761	567	61.316761	612	61.316761	607
74	61.509023	589	61.509023	579	61.509023	616	61.509023	597
74.1	61.701434	601	61.701434	579	61.701434	642	61.701434	597
74.2	61.89504	623	61.89504	587	61.89504	611	61.89504	590
74.3	62.08931	594	62.08931	576	62.08931	610	62.08931	634
74.4	62.284247	586	62.284247	633	62.284247	623	62.284247	628
74.5	62.48037	582	62.48037	602	62.48037	601	62.48037	626
74.6	62.676626	636	62.676626	616	62.676626	623	62.676626	610
74.7	62.873558	646	62.873558	632	62.873558	591	62.873558	654
74.8	63.071168	619	63.071168	573	63.071168	651	63.071168	599
74.9	63.268935	624	63.268935	633	63.268935	617	63.268935	630
75	63.467932	616	63.467932	589	63.467932	618	63.467932	608
75.1	63.667614	631	63.667614	637	63.667614	650	63.667614	627
75.2	63.867985	596	63.867985	577	63.867985	619	63.867985	627
75.3	64.069047	623	64.069047	579	64.069047	624	64.069047	659
75.4	64.271314	625	64.271314	666	64.271314	599	64.271314	602
75.5	64.473745	622	64.473745	627	64.473745	630	64.473745	610
75.6	64.676877	601	64.676877	647	64.676877	620	64.676877	632
75.7	64.880712	622	64.880712	615	64.880712	612	64.880712	629
75.8	65.084733	623	65.084733	634	65.084733	666	65.084733	659
75.9	65.290005	662	65.290005	628	65.290005	635	65.290005	701
76	65.495988	678	65.495988	635	65.495988	663	65.495988	609
76.1	65.702685	614	65.702685	582	65.702685	629	65.702685	621
76.2	65.910631	638	65.910631	613	65.910631	633	65.910631	601
76.3	66.118742	609	66.118742	623	66.118742	615	66.118742	641
76.4	66.327577	622	66.327577	617	66.327577	655	66.327577	677
76.5	66.537139	652	66.537139	638	66.537139	607	66.537139	636
76.6	66.746885	611	66.746885	626	66.746885	603	66.746885	644
76.7	66.957931	660	66.957931	607	66.957931	644	66.957931	635
76.8	67.169712	674	67.169712	600	67.169712	647	67.169712	658
76.9	67.382231	661	67.382231	624	67.382231	684	67.382231	623
77	67.59549	642	67.59549	648	67.59549	646	67.59549	651
77.1	67.810029	652	67.810029	649	67.810029	653	67.810029	623
77.2	68.024756	602	68.024756	677	68.024756	659	68.024756	673
77.3	68.240234	631	68.240234	647	68.240234	666	68.240234	655
77.4	68.456465	628	68.456465	660	68.456465	671	68.456465	612
77.5	68.672901	639	68.672901	645	68.672901	691	68.672901	627
77.6	68.890673	622	68.890673	644	68.890673	703	68.890673	654
77.7	69.109207	660	69.109207	659	69.109207	677	69.109207	693
77.8	69.328506	624	69.328506	623	69.328506	656	69.328506	639
77.9	69.548574	624	69.548574	668	69.548574	659	69.548574	608
78	69.769961	673	69.769961	593	69.769961	644	69.769961	643
78.1	69.991553	679	69.991553	638	69.991553	689	69.991553	724
78.2	70.213924	661	70.213924	629	70.213924	654	70.213924	659
78.3	70.437077	644	70.437077	638	70.437077	653	70.437077	662
78.4	70.660449	660	70.660449	697	70.660449	676	70.660449	654
78.5	70.8852	647	70.8852	680	70.8852	643	70.8852	661
78.6	71.110743	647	71.110743	664	71.110743	678	71.110743	648
78.7	71.33708	647	71.33708	665	71.33708	635	71.33708	683
78.8	71.564216	659	71.564216	656	71.564216	636	71.564216	663
78.9	71.792717	652	71.792717	648	71.792717	655	71.792717	654
79	72.021434	684	72.021434	690	72.021434	644	72.021434	670
79.1	72.250959	660	72.250959	601	72.250959	656	72.250959	688
79.2	72.481298	623	72.481298	670	72.481298	668	72.481298	653
79.3	72.712451	688	72.712451	638	72.712451	651	72.712451	661
79.4	72.94386	661	72.94386	680	72.94386	665	72.94386	689
79.5	73.176679	625	73.176679	625	73.176679	652	73.176679	638
79.6	73.410324	682	73.410324	622	73.410324	643	73.410324	604
79.7	73.644797	668	73.644797	677	73.644797	685	73.644797	653
79.8	73.880692	628	73.880692	637	73.880692	661	73.880692	703
79.9	74.116808	638	74.116808	630	74.116808	684	74.116808	719
80	74.353763	668	74.353763	672	74.353763	716	74.353763	692
80.1	74.591562	678	74.591562	673	74.591562	650	74.591562	669
80.2	74.830208	678	74.830208	627	74.830208	656	74.830208	660
80.3	75.06911	662	75.06911	658	75.06911	657	75.06911	705
80.4	75.309487	683	75.309487	689	75.309487	650	75.309487	724
80.5	75.55072	693	75.55072	666	75.55072	630	75.55072	666
80.6	75.792815	675	75.792815	665	75.792815	695	75.792815	632
80.7	76.035773	663	76.035773	671	76.035773	671	76.035773	644
80.8	76.2802	668	76.2802	652	76.2802	683	76.2802	696
80.9	76.524872	656	76.524872	701	76.524872	659	76.524872	651
81	76.770421	668	76.770421	660	76.770421	703	76.770421	652
81.1	77.01685	684	77.01685	696	77.01685	692	77.01685	662
81.2	77.264163	660	77.264163	701	77.264163	641	77.264163	642
81.3	77.511755	695	77.511755	657	77.511755	718	77.511755	654
81.4	77.760874	688	77.760874	673	77.760874	680	77.760874	651
81.5	78.010886	693	78.010886	700	78.010886	706	78.010886	663
81.6	78.261797	651	78.261797	677	78.261797	651	78.261797	696
81.7	78.51361	696	78.51361	696	78.51361	659	78.51361	728
81.8	78.766948	682	78.766948	701	78.766948	684	78.766948	630
81.9	79.02055	691	79.02055	645	79.02055	621	79.02055	688
82	79.275067	670	79.275067	696	79.275067	664	79.275067	659
82.1	79.530502	679	79.530502	647	79.530502	679	79.530502	668
82.2	79.78686	657	79.78686	667	79.78686	712	79.78686	656
82.3	80.044145	658	80.044145	666	80.044145	669	80.044145	671
82.4	80.301755	682	80.301755	663	80.301755	681	80.301755	723
82.5	80.560931	706	80.560931	652	80.560931	736	80.560931	648
82.6	80.821045	695	80.821045	715	80.821045	686	80.821045	712
82.7	81.082101	652	81.082101	687	81.082101	682	81.082101	680
82.8	81.344103	687	81.344103	702	81.344103	677	81.344103	626
82.9	81.607677	666	81.607677	688	81.607677	673	81.607677	702
83	81.871556	728	81.871556	691	81.871556	692	81.871556	672
83.1	82.136395	703	82.136395	713	82.136395	664	82.136395	674
83.2	82.402198	701	82.402198	680	82.402198	652	82.402198	676
83.3	82.668968	698	82.668968	711	82.668968	699	82.668968	661
83.4	82.936069	695	82.936069	666	82.936069	708	82.936069	659
83.5	83.204815	726	83.204815	699	83.204815	689	83.204815	645
83.6	83.474541	699	83.474541	688	83.474541	699	83.474541	679
83.7	83.74525	684	83.74525	726	83.74525	675	83.74525	729
83.8	84.016948	662	84.016948	686	84.016948	666	84.016948	702
83.9	84.289638	655	84.289638	670	84.289638	685	84.289638	667
84	84.56396	754	84.56396	670	84.56396	688	84.56396	685
84.1	84.838621	666	84.838621	682	84.838621	689	84.838621	673
84.2	85.114289	669	85.114289	686	85.114289	651	85.114289	632
84.3	85.390968	712	85.390968	662	85.390968	703	85.390968	699
84.4	85.668662	656	85.668662	704	85.668662	697	85.668662	646
84.5	85.947377	697	85.947377	701	85.947377	657	85.947377	693
84.6	86.226484	692	86.226484	719	86.226484	682	86.226484	684
84.7	86.50728	732	86.50728	671	86.50728	735	86.50728	699
84.8	86.789109	705	86.789109	636	86.789109	708	86.789109	691
84.9	87.071975	695	87.071975	702	87.071975	666	87.071975	687
85	87.355883	693	87.355883	678	87.355883	720	87.355883	681
85.1	87.6415	684	87.6415	651	87.6415	718	87.6415	664
85.2	87.927477	687	87.927477	659	87.927477	690	87.927477	709
85.3	88.214512	750	88.214512	684	88.214512	645	88.214512	707
85.4	88.502608	693	88.502608	668	88.502608	689	88.502608	628
85.5	88.791771	715	88.791771	687	88.791771	663	88.791771	677
85.6	89.082006	651	89.082006	693	89.082006	746	89.082006	720
85.7	89.37265	668	89.37265	681	89.37265	692	89.37265	659
85.8	89.66507	652	89.66507	701	89.66507	656	89.66507	634
85.9	89.958575	656	89.958575	683	89.958575	688	89.958575	677
86	90.25317	718	90.25317	718	90.25317	675	90.25317	713
86.1	90.548858	718	90.548858	681	90.548858	677	90.548858	651
86.2	90.845647	643	90.845647	715	90.845647	685	90.845647	721
86.3	91.144214	717	91.144214	669	91.144214	675	91.144214	659
86.4	91.443187	671	91.443187	658	91.443187	659	91.443187	673
86.5	91.743275	706	91.743275	653	91.743275	689	91.743275	677
86.6	92.044484	674	92.044484	666	92.044484	713	92.044484	688
86.7	92.346819	679	92.346819	673	92.346819	728	92.346819	692
86.8	92.650285	678	92.650285	660	92.650285	694	92.650285	723
86.9	92.954201	689	92.954201	675	92.954201	630	92.954201	716
87	93.259974	724	93.259974	691	93.259974	704	93.259974	717
87.1	93.566892	679	93.566892	667	93.566892	682	93.566892	720
87.2	93.87496	689	93.87496	679	93.87496	698	93.87496	688
87.3	94.184184	696	94.184184	682	94.184184	716	94.184184	679
87.4	94.494568	668	94.494568	642	94.494568	642	94.494568	571
87.5	94.806821	672	94.806821	658	94.806821	658	94.806821	711
87.6	95.119512	659	95.119512	695	95.119512	682	95.119512	698
87.7	95.433382	688	95.433382	673	95.433382	653	95.433382	715
87.8	95.748436	684	95.748436	744	95.748436	632	95.748436	713
87.9	96.064678	672	96.064678	677	96.064678	654	96.064678	711
88	96.382115	719	96.382115	615	96.382115	702	96.382115	655
88.1	96.700752	645	96.700752	646	96.700752	693	96.700752	673
88.2	97.019904	634	97.019904	659	97.019904	686	97.019904	666
88.3	97.340987	695	97.340987	653	97.340987	675	97.340987	683
88.4	97.663286	696	97.663286	608	97.663286	704	97.663286	693
88.5	97.986806	660	97.986806	671	97.986806	660	97.986806	677
88.6	98.311553	696	98.311553	702	98.311553	630	98.311553	678
88.7	98.637532	645	98.637532	669	98.637532	708	98.637532	635
88.8	98.965465	683	98.965465	719	98.965465	665	98.965465	718
88.9	99.293895	678	99.293895	681	99.293895	654	99.293895	694
89	99.623575	659	99.623575	608	99.623575	682	99.623575	675
89.1	99.954513	709	99.954513	640	99.954513	688	99.954513	667
89.2	100.286712	665	100.286712	651	100.286712	643	100.286712	683
89.3	100.620181	672	100.620181	693	100.620181	675	100.620181	639
89.4	100.954923	661	100.954923	726	100.954923	709	100.954923	661
89.5	101.290231	668	101.290231	691	101.290231	696	101.290231	643
89.6	101.627572	658	101.627572	675	101.627572	665	101.627572	659
89.7	101.966203	660	101.966203	679	101.966203	680	101.966203	697
89.8	102.306132	682	102.306132	675	102.306132	651	102.306132	638
89.9	102.647364	637	102.647364	662	102.647364	653	102.647364	638
90	102.989905	690	102.989905	658	102.989905	639	102.989905	640
90.1	103.333761	636	103.333761	673	103.333761	733	103.333761	699
90.2	103.679659	683	103.679659	696	103.679659	667	103.679659	599
90.3	104.026134	649	104.026134	615	104.026134	664	104.026134	672
90.4	104.373944	654	104.373944	654	104.373944	682	104.373944	665
90.5	104.723096	685	104.723096	674	104.723096	646	104.723096	647
90.6	105.073597	668	105.073597	661	105.073597	711	105.073597	686
90.7	105.425452	660	105.425452	644	105.425452	638	105.425452	648
90.8	105.778668	706	105.778668	680	105.778668	663	105.778668	621
90.9	106.132522	654	106.132522	648	106.132522	645	106.132522	619
91	106.488512	640	106.488512	647	106.488512	634	106.488512	668
91.1	106.84588	630	106.84588	594	106.84588	657	106.84588	659
91.2	107.204635	669	107.204635	673	107.204635	666	107.204635	631
91.3	107.564781	623	107.564781	653	107.564781	623	107.564781	666
91.4	107.926327	635	107.926327	608	107.926327	621	107.926327	621
91.5	108.289278	681	108.289278	642	108.289278	657	108.289278	656
91.6	108.654385	676	108.654385	660	108.654385	623	108.654385	610
91.7	109.020135	646	109.020135	609	109.020135	681	109.020135	676
91.8	109.387313	665	109.387313	628	109.387313	669	109.387313	639
91.9	109.755924	683	109.755924	586	109.755924	611	109.755924	607
92	110.125977	633	110.125977	661	110.125977	630	110.125977	662
92.1	110.497478	633	110.497478	647	110.497478	625	110.497478	639
92.2	110.870434	625	110.870434	666	110.870434	632	110.870434	695
92.3	111.244085	653	111.244085	636	111.244085	628	111.244085	662
92.4	111.620006	626	111.620006	677	111.620006	659	111.620006	635
92.5	111.997401	618	111.997401	636	111.997401	611	111.997401	623
92.6	112.376278	624	112.376278	649	112.376278	641	112.376278	637
92.7	112.756645	648	112.756645	633	112.756645	629	112.756645	644
92.8	113.138507	621	113.138507	644	113.138507	630	113.138507	627
92.9	113.521873	630	113.521873	627	113.521873	649	113.521873	604
93	113.90675	607	113.90675	610	113.90675	605	113.90675	619
93.1	114.293907	614	114.293907	610	114.293907	644	114.293907	609
93.2	114.681794	621	114.681794	598	114.681794	609	114.681794	622
93.3	115.071216	636	115.071216	600	115.071216	633	115.071216	652
93.4	115.46218	670	115.46218	601	115.46218	608	115.46218	578
93.5	115.854693	605	115.854693	576	115.854693	637	115.854693	636
93.6	116.248764	608	116.248764	582	116.248764	544	116.248764	595
93.7	116.644399	616	116.644399	612	116.644399	600	116.644399	590
93.8	117.040808	622	117.040808	617	117.040808	623	117.040808	577
93.9	117.439631	597	117.439631	594	117.439631	596	117.439631	588
94	117.84004	633	117.84004	623	117.84004	599	117.84004	569
94.1	118.242044	585	118.242044	616	118.242044	618	118.242044	632
94.2	118.645649	621	118.645649	608	118.645649	646	118.645649	581
94.3	119.050865	627	119.050865	588	119.050865	621	119.050865	632
94.4	119.457698	644	119.457698	564	119.457698	631	119.457698	640
94.5	119.866158	640	119.866158	606	119.866158	595	119.866158	578
94.6	120.277061	633	120.277061	624	120.277061	564	120.277061	638
94.7	120.68876	600	120.68876	565	120.68876	574	120.68876	589
94.8	121.102111	589	121.102111	626	121.102111	608	121.102111	581
94.9	121.517123	604	121.517123	601	121.517123	581	121.517123	586
95	121.933802	640	121.933802	594	121.933802	554	121.933802	573
95.1	122.352158	626	122.352158	576	122.352158	576	122.352158	599
95.2	122.772198	578	122.772198	542	122.772198	572	122.772198	599
95.3	123.193932	621	123.193932	587	123.193932	615	123.193932	598
95.4	123.616539	562	123.616539	604	123.616539	591	123.616539	614
95.5	124.041721	611	124.041721	596	124.041721	536	124.041721	633
95.6	124.46862	580	124.46862	593	124.46862	593	124.46862	577
95.7	124.897245	615	124.897245	624	124.897245	532	124.897245	551
95.8	125.327604	592	125.327604	579	125.327604	547	125.327604	542
95.9	125.759706	565	125.759706	592	125.759706	594	125.759706	583
96	126.19356	562	126.19356	573	126.19356	555	126.19356	531
96.1	126.629174	543	126.629174	555	126.629174	592	126.629174	559
96.2	127.066558	565	127.066558	572	127.066558	559	127.066558	565
96.3	127.506541	545	127.506541	565	127.506541	560	127.506541	559
96.4	127.947454	610	127.947454	529	127.947454	568	127.947454	560
96.5	128.390165	555	128.390165	541	128.390165	535	128.390165	564
96.6	128.834684	604	128.834684	573	128.834684	550	128.834684	576
96.7	129.281018	592	129.281018	563	129.281018	521	129.281018	554
96.8	129.729178	559	129.729178	526	129.729178	558	129.729178	563
96.9	130.179173	552	130.179173	550	130.179173	541	130.179173	555
97	130.631011	586	130.631011	562	130.631011	548	130.631011	531
97.1	131.083843	585	131.083843	547	131.083843	533	131.083843	550
97.2	131.539436	550	131.539436	536	131.539436	543	131.539436	523
97.3	131.996899	543	131.996899	550	131.996899	549	131.996899	586
97.4	132.456243	551	132.456243	562	132.456243	584	132.456243	471
97.5	132.917475	523	132.917475	521	132.917475	519	132.917475	522
97.6	133.380608	532	133.380608	559	133.380608	496	133.380608	500
97.7	133.845649	523	133.845649	543	133.845649	539	133.845649	510
97.8	134.31261	521	134.31261	535	134.31261	507	134.31261	545
97.9	134.781499	516	134.781499	497	134.781499	525	134.781499	554
98	135.253199	542	135.253199	515	135.253199	550	135.253199	503
98.1	135.725936	535	135.725936	539	135.725936	533	135.725936	517
98.2	136.200633	529	136.200633	536	136.200633	518	136.200633	495
98.3	136.677301	542	136.677301	486	136.677301	542	136.677301	515
98.4	137.15595	549	137.15595	525	137.15595	545	137.15595	489
98.5	137.636589	470	137.636589	507	137.636589	544	137.636589	513
98.6	138.119229	498	138.119229	484	138.119229	488	138.119229	513
98.7	138.60388	522	138.60388	534	138.60388	520	138.60388	526
98.8	139.090553	489	139.090553	509	139.090553	517	139.090553	540
98.9	139.579258	521	139.579258	481	139.579258	509	139.579258	498
99	140.069148	505	140.069148	514	140.069148	487	140.069148	504
99.1	140.561988	518	140.561988	506	140.561988	459	140.561988	532
99.2	141.056889	502	141.056889	515	141.056889	486	141.056889	479
99.3	141.553863	508	141.553863	477	141.553863	513	141.553863	488
99.4	142.052921	519	142.052921	499	142.052921	442	142.052921	490
99.5	142.554073	493	142.554073	495	142.554073	488	142.554073	476
99.6	143.057331	521	143.057331	463	143.057331	479	143.057331	463
99.7	143.562706	518	143.562706	479	143.562706	481	143.562706	461
99.8	144.070208	475	144.070208	498	144.070208	445	144.070208	465
99.9	144.580744	504	144.580744	463	144.580744	504	144.580744	486
100	145.092495	499	145.092495	487	145.092495	472	145.092495	476
100.1	145.606408	464	145.606408	485	145.606408	450	145.606408	478
100.2	146.122496	480	146.122496	441	146.122496	453	146.122496	483
100.3	146.64077	478	146.64077	455	146.64077	457	146.64077	449
100.4	147.161241	492	147.161241	490	147.161241	435	147.161241	454
100.5	147.683921	459	147.683921	484	147.683921	482	147.683921	446
100.6	148.20882	499	148.20882	493	148.20882	445	148.20882	440
100.7	148.735952	406	148.735952	453	148.735952	407	148.735952	465
100.8	149.265328	438	149.265328	443	149.265328	469	149.265328	446
100.9	149.796052	436	149.796052	471	149.796052	483	149.796052	443
101	150.329991	421	150.329991	447	150.329991	434	150.329991	431
101.1	150.866208	474	150.866208	432	150.866208	452	150.866208	416
101.2	151.404715	469	151.404715	482	151.404715	462	151.404715	466
101.3	151.945524	440	151.945524	441	151.945524	424	151.945524	422
101.4	152.488647	393	152.488647	441	152.488647	490	152.488647	436
101.5	153.034097	412	153.034097	437	153.034097	404	153.034097	436
101.6	153.581886	469	153.581886	433	153.581886	407	153.581886	428
101.7	154.132026	431	154.132026	420	154.132026	426	154.132026	441
101.8	154.68453	471	154.68453	400	154.68453	400	154.68453	427
101.9	155.240347	476	155.240347	431	155.240347	430	155.240347	442
102	155.797575	429	155.797575	438	155.797575	414	155.797575	385
102.1	156.357207	424	156.357207	412	156.357207	410	156.357207	416
102.2	156.919255	443	156.919255	427	156.919255	412	156.919255	408
102.3	157.483734	396	157.483734	410	157.483734	455	157.483734	446
102.4	158.050655	428	158.050655	444	158.050655	399	158.050655	386
102.5	158.620032	429	158.620032	433	158.620032	410	158.620032	400
102.6	159.191877	422	159.191877	428	159.191877	373	159.191877	385
102.7	159.766205	411	159.766205	404	159.766205	401	159.766205	402
102.8	160.343029	437	160.343029	380	160.343029	404	160.343029	372
102.9	160.922361	451	160.922361	401	160.922361	415	160.922361	390
103	161.503277	452	161.503277	384	161.503277	388	161.503277	416
103.1	162.08771	383	162.08771	421	162.08771	382	162.08771	394
103.2	162.674691	430	162.674691	391	162.674691	366	162.674691	363
103.3	163.264234	421	163.264234	370	163.264234	388	163.264234	367
103.4	163.856352	389	163.856352	377	163.856352	408	163.856352	381
103.5	164.451059	394	164.451059	321	164.451059	405	164.451059	400
103.6	165.048371	371	165.048371	362	165.048371	372	165.048371	370
103.7	165.6483	390	165.6483	383	165.6483	331	165.6483	371
103.8	166.25086	386	166.25086	389	166.25086	365	166.25086	365
103.9	166.856068	374	166.856068	381	166.856068	347	166.856068	377
104	167.463936	350	167.463936	383	167.463936	373	167.463936	374
104.1	168.075439	373	168.075439	364	168.075439	344	168.075439	327
104.2	168.688629	379	168.688629	343	168.688629	356	168.688629	360
104.3	169.304524	393	169.304524	361	169.304524	360	169.304524	372
104.4	169.923141	368	169.923141	341	169.923141	344	169.923141	338
104.5	170.544494	390	170.544494	356	170.544494	337	170.544494	371
104.6	171.168598	386	171.168598	302	171.168598	347	171.168598	328
104.7	171.795468	336	171.795468	329	171.795468	325	171.795468	320
104.8	172.425119	361	172.425119	346	172.425119	379	172.425119	327
104.9	173.057566	317	173.057566	355	173.057566	339	173.057566	322
105	173.692825	357	173.692825	329	173.692825	310	173.692825	342
105.1	174.330911	344	174.330911	347	174.330911	335	174.330911	322
105.2	174.971839	347	174.971839	346	174.971839	318	174.971839	307
105.3	175.614666	343	175.614666	303	175.614666	330	175.614666	307
105.4	176.26137	333	176.26137	338	176.26137	311	176.26137	359
105.5	176.910962	328	176.910962	310	176.910962	303	176.910962	320
105.6	177.563457	361	177.563457	314	177.563457	298	177.563457	314
105.7	178.218872	315	178.218872	331	178.218872	311	178.218872	296
105.8	178.877223	320	178.877223	293	178.877223	296	178.877223	297
105.9	179.538527	348	179.538527	310	179.538527	280	179.538527	278
106	180.202799	311	180.202799	283	180.202799	291	180.202799	296
106.1	180.870056	315	180.870056	310	180.870056	310	180.870056	275
106.2	181.540314	309	181.540314	278	181.540314	289	181.540314	274
106.3	182.213591	297	182.213591	311	182.213591	276	182.213591	305
106.4	182.889904	309	182.889904	269	182.889904	272	182.889904	282
106.5	183.570248	313	183.570248	307	183.570248	283	183.570248	293
106.6	184.252636	299	184.252636	277	184.252636	269	184.252636	262
106.7	184.938112	318	184.938112	283	184.938112	275	184.938112	281
106.8	185.626694	316	185.626694	270	185.626694	260	185.626694	279
106.9	186.318398	296	186.318398	291	186.318398	266	186.318398	265
107	187.013241	291	187.013241	295	187.013241	273	187.013241	282
107.1	187.711243	310	187.711243	288	187.711243	278	187.711243	262
107.2	188.412419	320	188.412419	264	188.412419	261	188.412419	269
107.3	189.116787	280	189.116787	265	189.116787	261	189.116787	277
107.4	189.824367	285	189.824367	287	189.824367	275	189.824367	263
107.5	190.535174	292	190.535174	295	190.535174	266	190.535174	253
107.6	191.249228	244	191.249228	279	191.249228	264	191.249228	275
107.7	191.966547	264	191.966547	248	191.966547	245	191.966547	244
107.8	192.686168	285	192.686168	271	192.686168	256	192.686168	240
107.9	193.410116	258	193.410116	239	193.410116	241	193.410116	243
108	194.137382	273	194.137382	269	194.137382	263	194.137382	254
108.1	194.867984	265	194.867984	255	194.867984	227	194.867984	251
108.2	195.601942	271	195.601942	256	195.601942	222	195.601942	243
108.3	196.339275	261	196.339275	249	196.339275	246	196.339275	229
108.4	197.08	278	197.08	263	197.08	253	197.08	250
108.5	197.824139	290	197.824139	229	197.824139	229	197.824139	234
108.6	198.571709	245	198.571709	236	198.571709	229	198.571709	259
108.7	199.322731	289	199.322731	240	199.322731	239	199.322731	236
108.8	200.077223	264	200.077223	222	200.077223	224	200.077223	217
108.9	200.835207	252	200.835207	246	200.835207	224	200.835207	242
109	201.5967	240	201.5967	220	201.5967	224	201.5967	193
109.1	202.362733	242	202.362733	214	202.362733	232	202.362733	200
109.2	203.13126	237	203.13126	218	203.13126	232	203.13126	216
109.3	203.903359	240	203.903359	214	203.903359	201	203.903359	217
109.4	204.679052	223	204.679052	210	204.679052	220	204.679052	223
109.5	205.458357	213	205.458357	221	205.458357	220	205.458357	222
109.6	206.241296	212	206.241296	235	206.241296	214	206.241296	219
109.7	207.027889	207	207.027889	233	207.027889	229	207.027889	195
109.8	207.818156	236	207.818156	186	207.818156	198	207.818156	184
109.9	208.61212	219	208.61212	229	208.61212	208	208.61212	222
110	209.4098	192	209.4098	200	209.4098	188	209.4098	212
110.1	210.211218	204	210.211218	201	210.211218	198	210.211218	184
110.2	211.016395	210	211.016395	222	211.016395	189	211.016395	192
110.3	211.825353	194	211.825353	189	211.825353	189	211.825353	205
110.4	212.638113	220	212.638113	191	212.638113	202	212.638113	177
110.5	213.453676	222	213.453676	171	213.453676	199	213.453676	170
110.6	214.274153	200	214.274153	206	214.274153	197	214.274153	183
110.7	215.098496	182	215.098496	175	215.098496	188	215.098496	181
110.8	215.926726	196	215.926726	200	215.926726	202	215.926726	170
110.9	216.758866	181	216.758866	206	216.758866	168	216.758866	186
111	217.594938	208	217.594938	172	217.594938	169	217.594938	180
111.1	218.434966	205	218.434966	181	218.434966	178	218.434966	169
111.2	219.278971	191	219.278971	186	219.278971	167	219.278971	161
111.3	220.126977	184	220.126977	184	220.126977	157	220.126977	186
111.4	220.979007	198	220.979007	160	220.979007	145	220.979007	170
111.5	221.835083	163	221.835083	175	221.835083	167	221.835083	167
111.6	222.69523	167	222.69523	158	222.69523	158	222.69523	137
111.7	223.55947	174	223.55947	169	223.55947	175	223.55947	144
111.8	224.427828	190	224.427828	146	224.427828	158	224.427828	152
111.9	225.30139	170	225.30139	163	225.30139	148	225.30139	158
112	226.178003	172	226.178003	144	226.178003	171	226.178003	144
112.1	227.058807	148	227.058807	159	227.058807	143	227.058807	150
112.2	227.943826	172	227.943826	147	227.943826	160	227.943826	130
112.3	228.833085	162	228.833085	151	228.833085	174	228.833085	158
112.4	229.726607	158	229.726607	151	229.726607	143	229.726607	127
112.5	230.624418	152	230.624418	186	230.624418	162	230.624418	138
112.6	231.526542	145	231.526542	147	231.526542	144	231.526542	142
112.7	232.433003	151	232.433003	145	232.433003	129	232.433003	169
112.8	233.343828	153	233.343828	156	233.343828	134	233.343828	153
112.9	234.259041	144	234.259041	148	234.259041	145	234.259041	136
113	235.178667	133	235.178667	148	235.178667	128	235.178667	125
113.1	236.102732	162	236.102732	129	236.102732	143	236.102732	137
