0	1.20E+12
420	6.06E+11
840	4.43E+11
1260	3.52E+11
1680	3.02E+11
2100	2.57E+11
2520	2.29E+11
2940	2.07E+11
3360	1.85E+11
3780	1.69E+11
4200	1.53E+11
4620	1.46E+11
5040	1.36E+11
5460	1.25E+11
5880	1.16E+11
6300	1.13E+11
6720	1.06E+11
7140	9.80E+10
7560	9.55E+10
7980	8.62E+10
8400	8.30E+10
8820	8.31E+10
9240	8.08E+10
9660	7.84E+10
10080	7.47E+10
10500	7.12E+10
10920	6.84E+10
11340	6.59E+10
11760	6.36E+10
12180	6.14E+10
12600	5.93E+10
13020	5.67E+10
13440	5.47E+10
13861	5.30E+10
14280	5.17E+10
14700	5.01E+10
15120	4.85E+10
15540	4.73E+10
15960	4.57E+10
16380	4.46E+10
16800	4.29E+10
17221	4.19E+10
17640	4.10E+10
18060	4.00E+10
18480	3.90E+10
18900	3.81E+10
19320	3.72E+10
19740	3.65E+10
