1.95E-08	19087.8	1767.64	326.713	85.0435	26	11	2.24008	3.08318	8	2	0	0	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1.08318	1	0.240076	0	1	0	0
2.04E-08	21227.7	2167.06	469.468	118.171	41.5714	19.2289	7.68566	7.85714	4.94315	3.42857	1.7414	1.71429	0	0	0	0.285714	0	1.42857	1	0	0	1.42857	0.571429	0.285714	0	0	0.714286	0.714286	2.14286	0.285714	0.285714	0.285714	0	0	0	0	0.285714	0.571429	0	1	0	0	0.714286	1.25709	0.714286	0.714286	0	0
2.14E-08	24343.1	2712.2	609.838	162.415	60.5548	25.6748	15.625	5.64326	3.79975	5.75	2.85127	1	0.625	0.625	0.625	1.625	1.25	0.625	0.375	0	0	0.625	1.375	0.375	0	0	0.625	0	1.25	0.375	1	0.375	0.625	0	0	0.625	1	0.75	0	0.375	0	0.625	0	0	0	0	0	0
2.24E-08	27285.8	3313.61	783.411	246.024	94.2588	38.774	14.625	10.5526	1.375	3.25	2.05064	1	0.125	0.125	0.125	1.125	0.25	0.125	0	0	0	1	1	0	0	0	0.125	0	1.125	0	0.125	0	0.125	0	0.875	1	0.125	0	0	0	0	0.125	0	0	0.875	0	0	0
2.34E-08	30353.4	4042.48	1028.03	291.884	104.929	58.2758	27.365	17.7643	5	7.04443	3.54444	0.315191	2	0.25	0	1.75	1	0.875	0.125	0	0.875	0.125	1.875	0	1	0	0	0.875	0	0.125	0	0	0.125	0	0.125	0	0	0	0.875	0.125	0	0	0.125	0	0.125	0	0	0
2.45E-08	34417.4	5082.96	1306.8	420.693	162.386	82.1098	37.0668	30.2202	12.4444	8.67078	6.11523	2.94684	1.55556	2.27266	0.717102	0	1	0	0.555556	0.444444	0.444444	1	0.555556	0.444444	0.555556	0	0	0	0	0.555556	0	0	0.555556	0	0.555556	0	0	0	0.444444	0.555556	0	0	0.555556	0	0.555556	0	0	0
2.57E-08	37838	6240.77	1763.43	614.565	266.6	120.865	60.7634	39.5406	20.5187	9.66667	11.8889	3.8841	3.33333	4.77029	2.99251	0.777778	1.77778	3.11111	0	1	1	0.222222	0	1	0.777778	0	0.777778	0	0	0	0	0	0	0	0	0.777778	0	0	0.222222	0	0	0	0	0	0.777778	0	0	0
2.69E-08	42052.3	7360.67	2189.05	809.101	312.565	161.721	96.7629	60.6804	33.0135	14.3608	11	2	5	6	2.68042	2.68042	2	0	2	1	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.82E-08	46330.2	8803.98	2790	1070.44	487.959	245.387	144.072	77.8038	48.6076	35.7436	15.0705	15.2	14.8	8.1	4.42371	5.12371	2.7	1.7	3.4	1.3	0.3	1.3	3	0.3	0	0.3	1.7	0.7	0	0	0.6	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.95E-08	49982	10278.3	3525.57	1355.29	658.893	356.502	181.597	106.129	73.9996	50.2441	30.7367	25.6364	15.7273	7.63636	7	5.90909	3.63636	3.18182	3.63636	3.09091	2.09091	2	3	1	0	1.54545	0.454545	0	0	0	0.909091	0.545455	0	0	0.545455	0	0	0.545455	0	0	0	0	0	0	0	0	0	0
3.09E-08	54332.5	12047.1	4261.33	1836.3	875.988	490.896	275.076	155.978	102.595	62.0018	45.9357	38.2214	21.4289	11.9486	6.18182	5	9.09091	4.18182	5.81818	4	3.81818	2	6.27273	5.90909	0	0.363636	3.27273	0.818182	0	0.818182	0.818182	1.81818	0.818182	0	0.181818	0.818182	0	0.181818	0	0.818182	0	0.818182	0	0	0	0	0.818182	0
3.24E-08	60786.7	13820.4	5672.37	2497.94	1241.18	667.23	392.484	270.628	151.121	100.383	71.3335	47.7305	31.0074	25.4397	8.60963	20.6985	16	10.5604	7.22708	9.16667	1.16667	4.5	4.5	5.16667	3	5.39375	2.13815	2.16667	1.83333	1.22708	2	0	0.333333	0.166667	0	0	0	0.833333	0	0	0	0	0	0	0.833333	0	0	0.166667
3.39E-08	64664.7	16787.4	6698.39	3015.84	1599.73	939.703	566.149	364.749	219.133	160.471	103.805	75.8107	53.3303	35.7532	32.7763	28.0853	21.8333	15.6616	12.3283	6.25	8.88117	9.29784	7.83333	4.33333	4.66667	2.78047	2.97148	2.58333	1	4.24498	2	0	1.58333	0.583333	0.833333	0.416667	0	0	0	0.416667	0	0	0	0.416667	0	0	0	0.583333
3.55E-08	72057.5	19765.1	8179.16	3950.3	2115.5	1210.95	757.333	502.164	346.143	223.988	144.995	98.6646	90.543	60.0986	50.2836	32.6925	37.0244	32.2598	17.0328	21.1538	12.288	13.2111	8.30769	8.23077	10.6642	8.84615	3.05265	2.69231	1.69231	6.80199	2	1.38462	1	0	2	0.307692	0	0	0	1	0.692308	0	0	0.307692	0.692308	0	0.692308	0
3.72E-08	77986.8	22813.9	9884.05	5003.06	2702.37	1672.3	1012.48	694.091	464.933	301.318	228.047	179.451	121.89	109.036	57.5751	57.5751	57.5751	36.7253	23.7215	26.7215	21.018	25.5751	22	21.7215	19.4287	9.44294	4	8	5.72147	6	7.72147	5	0	0	4	6	2	2	1	1	0	0	1	2	1	0	0	1
3.89E-08	82575.6	26777.5	11695.5	5792.17	3533.16	2158.96	1363.17	950.162	629.502	467.059	365.814	241.318	200.149	161.891	112.417	97.8469	72.3669	74.3745	46.1661	46.1295	37.2644	31.759	30.3991	29.3002	25.3153	14.1268	14.3325	13.496	10.8043	7.2	8.20426	11.711	4.84436	3.65159	2	3.3777	0.533333	2.26667	1	3.06667	1.06667	2.06667	0.8	1.53333	1.91103	1.53333	0.266667	0.533333
4.07E-08	88365.3	30440.5	14128.2	7307.82	4449.27	2774.76	1765.28	1244.55	891.681	622.941	476.693	356.997	259.51	216.711	169.663	142.444	111.138	93.3911	76.8479	68.9338	56.5859	44.5429	39.3811	41.9669	38.4669	21.5	22.424	28.3811	19	15	13.1288	13.3811	3.88104	4.5	6.5429	2.88104	6.5	5.5	2	4.5	2.5	3.5	3	2	3.38104	2	1.5	3.04291
4.27E-08	94730	34360	16744.3	9035.44	5675.27	3629.04	2353.15	1693.18	1196.42	876.565	615.421	517.189	398.357	302.267	255.293	200.277	181.099	133.672	121.074	109.382	86.4119	82.1324	64.8135	67.4785	56.565	41.4711	31.4597	40.8226	28.5576	32.2	36.7263	19.6667	9.55759	9.50754	10.4279	9.8	7.89089	7.13333	3.86667	6.46667	3.95756	5.82423	3.86667	1.86667	6.46667	3.6	3.73333	4.80372
4.47E-08	100145	38507	19913.5	10793.8	7139.26	4725.95	3167.73	2367.91	1581.3	1167.43	911	711.113	528.543	441.099	328.848	312.004	257.875	211.113	182.21	171.787	130.808	117.229	99.3567	63.2107	90.0067	88.2601	60.3467	52.968	39.7391	45.5034	34.7145	23	21.7777	21.2324	14.8749	19.8643	16.9964	15.3222	6.60741	13.6246	19.7464	9.014	5.875	7.85741	6.33982	4.98241	4.25342	5.875
4.68E-08	105855	43900.5	22744.8	12632.4	8576.03	5735.35	3945.8	2970.62	2170.23	1596.72	1214.88	945.139	751.902	613.823	521.658	434.506	348.825	307.978	277.852	236.123	185.613	179.133	153.835	138.143	112.256	107.515	85.0218	89.7429	73.4503	69.6908	63.8223	32.0268	37.5169	32.8575	29.8637	32.009	23.6704	25.3373	20.4351	20.2844	14.3869	16.0963	18.5882	15.6222	11.0092	14.8575	9.81908	11.1765
4.90E-08	110213	48821.4	26436.8	15006.4	10231.6	6948.54	4835.57	3695.91	2889.6	2148.26	1597.02	1322.54	1065.98	866.9	701.759	617.635	510.356	436.54	414.357	309.796	279.257	261.001	218.988	207.112	169.484	140.586	150.804	126.949	123.513	95.4021	79.9491	51.0345	50.385	44.3974	47.0727	42.7393	39.0641	36.8245	32.0641	25.748	24.3974	30.684	28.0171	24.7136	21.4272	23.064	16.0259	10.6753
5.13E-08	116226	54748.5	30220.3	17943.4	12295.3	8673.16	6296.79	4681.72	3660	2746.31	2110.04	1747.77	1381.66	1068.52	923.723	829.356	736.779	588.528	550.025	398.869	424.576	336.727	324.193	302.425	264.013	248.63	184.931	202.285	161.481	129.375	132.691	82.5274	90.6072	86.6483	73.6286	63.9401	56.2167	52.0372	58.6055	44.9506	48.7083	49.0674	36.7549	31.6756	37.2267	27.7849	33.9704	27.963
5.37E-08	118571	58625.1	34194.1	20722.5	14913.5	10459.8	7782.04	5956.48	4488.76	3491.4	2800.41	2222.21	1935.68	1535.06	1319.67	1099.68	985.196	777.557	754.008	617.418	539.436	492.651	479.452	399.863	368.402	297.334	294.779	245.527	239.214	233.396	190.691	126.532	134.886	111.118	112.105	88.5087	82.4001	75.4389	78.3281	54.6055	61.4483	61.814	55.1909	55.2598	44.8659	45.7334	44.0613	44.7286
5.62E-08	122359	64371.8	37607.1	23782.3	17748.3	12321.9	9181.14	7362.92	5554.47	4285.6	3551.57	2984.34	2451.63	2097.2	1706.81	1468.81	1306.07	1141.57	1035.75	867.005	745.758	668.174	639.092	558.81	510.883	469.473	404.485	338.078	326.067	313.229	294.185	201.157	189.125	178.072	161.154	160.467	140.748	132.859	118.215	107.228	99.5327	93.9762	85.4256	89.6165	80.5756	66.5943	60.7082	72.7691
5.89E-08	126878	70674.2	42988.9	27603.5	20379.5	14724.9	10905.9	8834.97	7036.25	5526.35	4515.97	3771.57	3193.81	2569.08	2219.27	1950.16	1755.69	1502.24	1373.97	1154.85	984.04	920.874	859.689	804.12	680.827	638.588	523.152	483.251	476.419	444.039	408.165	294.111	278.379	249.508	242.824	251.611	210.861	190.415	164.964	162.327	151.064	132.253	137.367	123.543	120.565	118.946	98.8987	107.182
6.17E-08	126853	74835.1	47421.3	31366.7	23520.8	17218.9	13262.4	11032.3	8528.6	7092.97	5562.84	4982.67	3933.3	3399.67	2934.73	2529.65	2216.04	1979.14	1713.8	1528.85	1330.65	1257.81	1162.26	1115.58	964.405	935.269	752.563	729.135	613.868	588.809	546.867	419.976	376.877	355.217	315.627	292.466	280.649	289.973	266.392	243.196	203.244	214.907	195.709	192.56	168.781	151.214	142.226	147.591
6.46E-08	133602	79341.7	52201	35905.9	27310.8	20570.3	16113.4	12785.9	10325.1	8312.84	6941.32	5986.57	5062.17	4305.68	3579.9	3318.75	2886.46	2569.64	2235.96	2026.4	1661.98	1670.31	1594.07	1406.11	1295.23	1195.99	1073.53	968.851	872.953	756.385	747.386	593.146	579.661	508.393	473.146	446.267	409.212	398.92	384.208	326.071	308.586	298.12	283.832	283.329	260.121	223.911	210.591	217.784
6.76E-08	135527	81849	57159.4	40334	30953.8	23539.9	18476.7	15362.1	12290.4	9957.44	8368.71	7521.18	6252.02	5252.6	4487.13	4236.63	3692	3219.31	2922.84	2556.5	2246.87	2176.14	2003.25	1832.71	1632.65	1556.52	1385.12	1252.94	1147.03	1051.53	972.597	799.058	771.226	677.705	664.614	616.438	568.517	576.47	513.653	470.764	475.648	451.338	415.145	388.883	346.743	321.004	298.118	317.298
7.08E-08	136818	87285	62173.2	43650.3	34901.6	26829	21686.2	18211.8	14626.9	11887	10040.9	9020.02	7489.64	6364.96	5693.91	5155.37	4664.78	3858.24	3611.51	3266.24	2949.13	2781.88	2528.5	2355.73	2130.96	1963.44	1714.58	1593.79	1520.74	1417.92	1324.42	1085.7	1065.48	954.298	862.492	794.437	778.494	767.195	725.076	665.155	652.912	583.908	532.702	523.905	517.703	470.267	381.11	443.677
7.41E-08	139246	92011	66404.4	48739.1	38887.6	30535.6	24743	20642.5	17122.3	14355.9	11583	10520.6	9014.05	7878.28	6528.27	6512.04	5446.72	5095.45	4578.8	4054.57	3566.25	3443.7	3173.75	2920.2	2698.19	2446.55	2324.63	2082.45	1951.96	1803.34	1718.42	1459.71	1357.18	1206.84	1222.76	1116.87	1033.33	1038.51	935.527	890.049	826.635	793.287	752.018	678.123	671.409	674.597	607.716	614.151
7.76E-08	154567	94528	70208.6	53774.5	42412.5	33848.1	27910.5	23747.6	19777.4	16686.3	13862.7	12507.4	10767.5	9601.01	8276.79	7659.6	6799.21	6105.6	5542.67	4997.1	4462.38	4332.18	4011.56	3702.54	3525.18	3149	2885.09	2616.57	2511.14	2339.71	2162.19	1908.29	1728.88	1667.28	1539.99	1480.04	1408.65	1375.44	1272.67	1178.19	1112.99	1063.55	977.046	948.056	887.094	864.934	850.585	759.685
8.13E-08	156721	95955.3	73224.1	57785.1	46849.8	37540	31065.9	26598	22181.5	19002.3	16202.7	14803.3	12704.5	10965.2	9828.31	9093.78	8151.52	7275.55	6699.55	5966.38	5535.14	5358.27	4850.44	4480.03	4275.03	3904.94	3609.66	3305.78	3121.24	2923.7	2710.14	2315.6	2203.36	2120.92	2040.63	1946.65	1827.01	1634.51	1628.44	1486.26	1401.53	1367.13	1346.91	1160.11	1209.45	1081.62	1085.84	1109.17
8.51E-08	148102	99306.2	76076.1	58922.3	49856.6	40907.3	34018.1	29433.1	24498.9	21370.2	17961	16856.4	14588.7	12643.1	10957.2	10666.2	9630.42	8429.7	7878.85	7095.93	6524.2	6400.45	5739.95	5533.2	5053.5	4824.3	4277.35	4116.03	3700.63	3636.56	3380.99	2852.34	2772.52	2712.89	2617.02	2287.89	2070.92	2192.63	1982.89	1931.55	1832.52	1800.96	1707.99	1570.06	1487.16	1434.13	1302.83	1325.89
8.91E-08	149707	98378.3	80081.4	64674.9	54252.8	43955.4	38118.8	32942	27873.8	24392.4	20924.2	19028.6	16859.2	14816.6	13178.5	12209.8	11204.8	10065.6	9377.89	8420	7656.84	7170.63	7008.76	6604.52	6095.23	5554.53	5267.76	4942.03	4645.48	4263.23	4146.96	3693.19	3389.94	3305.65	3047.72	2995.41	2709.19	2698.72	2519.36	2423.86	2269.35	2257.98	2074.57	2041.86	1892.74	1782.88	1761.77	1779.65
9.33E-08	144747	97568.6	80411.9	67370.4	56553.4	46953.8	41112	35118.3	30724.8	26811.7	22970	21729.9	19336.9	17059.3	15280.6	13949.8	12905.4	11405.5	10780	9527.63	9194.25	8660.22	8120.42	7783.25	7194.54	6676.17	6402.68	5947.67	5547.06	5197.74	5002.36	4427.55	4182.93	4012.89	3736.94	3665.93	3469.91	3266.72	3089.91	3024.49	2747.98	2722.53	2602.14	2482.85	2423.49	2298.78	2168	2137.4
9.77E-08	136483	97855.9	84242.9	69619.8	59942.8	49660.2	44021.8	38186.5	33311.7	29181.5	25415.1	23575.2	21035.3	18863	17114.7	15965.7	14490	12933.6	12379.3	10978.6	10543.2	9945.55	9348.76	8761.17	8407.1	7752.59	7284.49	6834.63	6577.68	6271.32	5790.53	5209.28	4979.71	4799.22	4548.92	4241.49	4014.33	3977.51	3648.26	3631.98	3291.76	3233.47	3090.42	3019.96	2923.5	2806.21	2711.75	2623.25
1.02E-07	131841	98534.7	84158.6	70402.3	60831.2	51148.9	46116.7	40510.4	35535.1	32147.6	27619	25622.2	23456.4	20891.9	18660.2	17728	16414.4	14480.2	13872.5	12264.5	11813.8	11219.3	10696.4	10278.5	9633.45	8876.25	8050.26	7876.26	7325.62	7098.97	6463.69	5959.37	5712.88	5619.11	5344.05	4902.78	4855.71	4567.29	4478.41	4376.97	3994.49	3787.72	3737.93	3654.46	3491.01	3350.73	3229.19	3183.08
1.07E-07	113951	93386	81650.7	72143	62233.5	53766.1	47760.8	43512.9	38069.2	34151.4	30025.1	28376.4	25468.7	22751.9	20884.5	20023.8	18056.9	16229.9	15308.4	14115.6	13537.4	12690.4	12116.5	11743.1	10901.6	10039.5	9613.52	9150.07	8596.16	7944.08	7714.91	6982.61	6799.59	6484.32	6302.99	6008.28	5735.39	5570.4	5056.35	5085.66	4868.78	4579.4	4487.09	4257.82	4021.76	3991.94	3869.8	3757.75
1.12E-07	109199	92018.1	81584.7	73116.6	63806	55109	50039.9	45260	40024.6	36333.8	32033.4	29759	27256.8	24365.5	22725.3	21394.1	19982	17632.2	17141.5	15620.9	14877.8	14061.8	13637.9	13134.1	11894.8	11173.3	10849.6	9937.12	9661.5	9202.58	8659.49	7950.6	7744.42	7313.89	7238.43	6933.41	6419.4	6351.34	6000.32	5786.51	5450.18	5284.17	5084.13	4911.15	4820.18	4689.99	4382.6	4392.09
1.17E-07	102663	90040.4	81174	71770.9	64733.7	56166.1	51223.6	46343.8	41693.3	37598.3	33493.5	31796.3	28526.1	26132	24427.9	23089.4	21703.9	19403.8	18627.6	16955	16464.2	15596.6	14677.3	14091.9	13344.7	12346.7	11966.6	11060.3	10669.2	10276.1	9548.61	8998.66	8682.75	8188.41	8199.31	7626.1	7200.17	6896.93	6763.05	6559.73	6051.05	5904.31	5735.85	5407.91	5542.59	5208.27	5180.31	4925.98
1.23E-07	92884.4	85684.1	78141.6	70721.1	63363.5	56340.2	50344.3	47029.6	42575.1	37900.1	34437.3	32869	30425.5	27537.9	25690.2	24748.5	23202	20563.3	20579.9	17825	17368.7	16937.6	16142.4	15602.5	14706.5	14045.5	13103.9	12275.6	11936.4	10914.9	10706	10073.5	9514.4	9230.16	9055.15	8509.28	8372.41	8097.83	7631.03	7569.77	7175.77	6736.98	6544.2	6382.17	6223.25	5987.5	5688.09	5671.5
1.29E-07	87037.7	79749.7	74155.8	68628.5	61743	56296.1	51232.5	47472.5	42851.5	39550.3	36224.8	34058.9	31824.6	28856.3	26889.7	25678.2	24287.1	21705.2	21191.4	19336.9	18574.8	18140.9	17452.2	16806.7	15698.4	14831.5	14126	13468	12786.3	12162.5	11619.2	11045.8	10710.2	10010.9	10046.7	9644.23	9106.66	9068.44	8357.47	8201.71	7742.6	7629.87	7290.71	7173.59	6883.61	6690.35	6422.4	6394.26
1.35E-07	79102.1	75522.1	69466.9	65050.8	61979.1	55083.8	51856.4	47483	42938.4	39454.2	36729	34965.7	32055.1	29877.1	28093.7	26623	25076.8	22627.5	22142.8	20164.5	19360.8	18974.8	18356.7	17453.4	16744.9	15920.6	15127	14257.7	14046.5	13024	12466.8	12038.9	11405	10983.4	10578.7	10179.2	9862.94	9566.31	9150.62	8862.85	8481.71	8013.79	7881.36	7764.57	7528.92	7238.37	7026.22	7026.57
1.41E-07	72049	69338.3	66306.1	63422.6	59439.8	52995.4	49656.1	47599.6	43287.6	39190.6	37011.1	35313.8	32075.3	29575.3	28031.3	27568.8	25355.9	22923.8	23089.2	20172.2	20005.9	19586.6	18957.8	18156.5	17251.3	16489.4	15626.6	14911.5	14621.8	13804.2	13396.8	12459	12046.4	11628.6	11318.6	10772.8	10445.5	10209.7	9820.18	9413.42	9272.65	8924.72	8655.82	8372.79	7880.46	7985.42	7807.48	7650.3
1.48E-07	64621.7	63584.4	62053.4	59066.9	55539.4	50678.6	48148.7	45515.9	41746.2	39423.8	36360.7	34721.3	32576.5	30378.5	28410.2	27296.3	25668.2	23915.8	23949	20865.8	20353.9	20204.8	19345.4	19172.4	17791.1	17347.5	16325.1	15565.1	14987.1	14697.2	13908.4	13194	12634.6	12134.1	12089.6	11542.1	11230.7	10594.4	10558.4	10062.2	9706.21	9294.36	9078.81	9023.13	8794.21	8351.35	8195.32	8187.74
1.55E-07	57882.7	57087.3	57111.2	54570.8	52669.6	48589.3	46332.4	43168.4	40551.9	38206.6	35356.1	34410.4	31932.4	30172.2	28535.2	27438.9	25930	23937.7	23350.2	21335.2	20777.2	20481.2	19864.4	19789.3	18354.1	17685.7	16863.9	16146.2	15721.3	15137.5	14514.9	13840.3	13271.8	12991.5	12536.3	11876.4	11682.7	11211.8	10930.4	10538.6	10145.7	9823.46	9542.62	9336.95	9052.24	8704.15	8651.85	8383.2
1.62E-07	50202.1	50875.7	52541.8	50727.9	49775.8	46119.3	44438.6	42636.3	39578.3	37029.3	34881.6	33335	31741.6	29786.2	28019.1	27319.4	25839	24142.6	23483.4	20655	20379.9	20451.6	20715.6	19534.4	18840.3	17567.2	16922.5	16222.7	15985.5	15076.6	14914	14320.2	13912.5	13022.5	12765.1	12164.4	11967.1	11336	11101.3	11031.4	10265.8	10367.6	9769.58	9694.75	9399.13	9071.88	8821.83	8884.94
1.70E-07	43718.1	44553.2	45458.6	46615.7	44833	42437.6	41711	39534.8	37012.1	35634.2	33077.3	32261	30567.2	28695.7	27101.9	27056.7	25340.3	23718.3	23126.8	20712.6	20146	20233.4	20099.4	19589.6	18277.8	17800	16775.5	16411.9	15823.8	15274.2	14885.1	14721.5	13890.3	13308.4	13219.6	12764.7	12230.3	11833.8	11408	10961.1	10673.5	10546.9	10195.5	9950.86	9790.92	9356.91	9229.05	9173.38
1.78E-07	38086.2	39424.7	41363.9	42290.1	41435.6	39244.8	38399	36580.6	34699.1	33450.1	31640	30817.8	29616.3	27383.3	26366.6	26092.5	24144.2	22981.7	22691.3	20734.2	19819.9	20318.3	19643.2	19342.3	18340.8	17683.2	16699.6	16302.9	15690.6	15587.8	14859.8	14322.8	13899.3	13342.2	13045.2	12745	12298.2	11918.7	11595.5	11285.4	10699	10450.2	10301.6	10051.8	9799.91	9487.63	9354.29	9062.9
1.86E-07	33220.7	34572.7	37196	37484.4	38019.8	36343	35606.9	34047.3	32385.2	31521	29533.9	28555.5	28173.3	26552.7	25443.5	25245.3	23398.4	22437.4	22009	20151.3	18910.5	19627.2	19369.8	18529.9	18148.7	17290	16655.7	16209.8	15463	15347.9	14451.9	14012.8	13846.3	13331.5	12958.1	12553.5	12374.4	11958.6	11517.9	11204.2	10680	10504.2	10460.1	10093.7	9822.89	9660.37	9267.33	9114.8
1.95E-07	27494.4	29227	32406.3	33122.9	33572.4	32948	32139	32429.2	30033.7	29597.9	27414.8	27363.5	26549.6	24876.9	23728.1	24610.7	22372.9	21349	20527.9	19211.6	18153.9	18889.7	19126.7	18182.4	17813.1	16447.5	16506.2	15394.9	15431.2	14960	14285.3	14196.7	13668.1	13278.9	12768	12522.5	12209.9	11653.5	11356.6	11232.3	10566.9	10520	10236.5	10051	9525.12	9492.92	9332.1	9231.49
2.04E-07	23304	24800.7	27741.3	28566.1	29531.3	29308.7	29382.9	28739.5	27602.3	27117.9	25531.1	25612.6	24596.6	23316.5	22085.9	22684.5	21456	20136.4	20125.7	18085.5	17146.4	18170.4	18130.1	17849.7	16750	15999.5	15703.3	15414.1	14727.2	14391.9	14088.5	13797	13043.7	12745.9	12416.7	12435.4	11741.5	11601.6	11057.9	10585.7	10339.6	10334.7	10188	9853.71	9734.43	9489.61	9031.93	8942.32
2.14E-07	19490	20775	23624.2	24276.9	25880.1	25623.1	25819.1	25372.7	24376.7	24245.5	23097.1	23211.5	23123.8	21938.9	20594	21170.7	19681.7	19031.7	18829	16973.1	16422.1	17109.3	16767.8	16287.8	15570.9	15271.8	14812.1	14604.4	13970.5	13828.5	13395.4	12953.3	12731.2	12234.3	11939.6	11951.2	11374.5	11081.6	10743.7	10300.2	10141	9965.76	9879.92	9435.44	9210.86	9206.02	8854.27	8808.87
2.24E-07	16012	17364.2	20279.6	20848.5	22424.2	22022.2	22961.8	22505.3	22075.4	22020.3	21008	21200.3	21041.8	19647.2	19006	19502.4	18085.1	17630.9	17473.1	15756.9	15825	16471.2	15982	15644.8	15044.3	14490.6	14155.2	13985.9	13312.7	13140.4	12722.5	12444.6	11938.8	11664.3	11827.3	11314.7	11131.4	10763.5	10308.8	10291	9732.04	9755.45	9520.82	9142.32	8931.75	8874.74	8756.86	8451.87
2.34E-07	13157	14037.5	16777.7	17382.7	18852.7	18970.4	19661.4	19688.2	19303.3	19254.5	18920.5	18914.9	18737.4	18052.3	17302.3	17613.4	17262.7	16262.1	16095.6	14732.4	14640.8	15074.7	14741.6	14655.2	14327.8	13616.3	13610.8	13101.4	12661.9	12540.1	11754.8	11699.1	11565.2	11349.7	11081.7	10704.9	10571.6	10244.6	9669.5	9628.05	9302.7	9284.68	8992.26	8830.35	8666.23	8549.45	8307.91	8129.33
2.45E-07	10434.6	11403.6	13248.1	14126.8	15797.4	16255.8	16926.8	16955.7	16757.5	16978	16862.6	17046.6	16952.2	16053.4	15722.1	16191.4	15553.9	14997.8	14847	13625.7	13320.4	13874.8	13939.3	13585	13084.8	12515	12453.7	12239.4	12152.9	11534.4	11362.2	11039.7	10861	10584.1	10331	10086.7	9676.75	9592.86	9241.01	9205.35	8897.18	8738.61	8559.12	8452.8	8250.48	8023.61	8000.19	7816.85
