5.89E-08	131867	73610.9	45480.7	30172.7	21097.5	15160.6	11245.4	8734.29	6909.18	5455.82	4458.61	3472.87	2911.45	2493.67	2097.45	1801.06	1580.54	1412.6	1181.07	1143.43	1001.59	889.61	774.067	710.291	638.634	577.013	499.538	479.177	418.987	417.495	384.197	339.429	308.46	282.308	263.295	247.616	208.124	170.362	204.124
6.17E-08	136414	79697.1	50960	33602.9	24252.7	18333.9	13875.8	10850.2	8731.51	7042.99	5917.09	4510.1	3914.55	3277.43	2814.92	2359.45	2130.42	1812.57	1669.32	1549.8	1339.54	1236.61	1113.86	1008.09	852.847	841.605	751.818	674.631	567.455	547.323	509.859	471.228	440.37	398.95	427.079	366.315	342.437	299.555	293.458
6.46E-08	142540	87334.5	57188	39722.3	29051.3	21602.1	16780	13298.5	10679	8635.75	7237.65	5946.51	5041.88	4268.95	3635.65	3185.04	2766.98	2475.54	2172.58	2008.52	1820.95	1660.14	1568.28	1396.74	1194.36	1144.05	1053.53	939.09	813.458	793.756	754.956	708.173	632.293	625.803	535.186	508.533	451.513	466.054	424.794
6.76E-08	146216	93084.3	63071.9	45154.8	33324.5	25339.3	20073.1	16260.3	13005.1	10679.9	9086.72	7386.15	6370.39	5541.01	4734.92	4236.87	3657.5	3334.12	2883.2	2808.47	2455.73	2183.64	2025.38	1788.57	1702.39	1533.36	1396.46	1338.34	1151.23	1131.24	1005.9	999.426	839.871	876.016	776.989	713.963	662.49	601.884	594.711
7.08E-08	146635	98074.6	68490.7	49344.7	37764.3	28604.2	23483.9	18935.4	16039.7	12774.6	10909.9	9062.34	7989.71	6924.2	6103.05	5279.89	4838.22	4205.85	3647.64	3557.77	3224.44	2893.98	2674.02	2369.6	2248.68	2047.74	1921.08	1822.38	1598.56	1539.97	1396.74	1247.43	1260.12	1149.24	1044.97	994.09	952.72	857.559	796.878
7.41E-08	147334	103980	74214.2	54335.4	43154.8	33483.3	26841.4	22282.9	18509.7	15499.2	13165.4	10935.6	9768.74	8407.7	7283.37	6695.06	5945.18	5186.49	4702.29	4450.24	4010.74	3678.89	3372.24	3085.15	2811.27	2549.11	2506.35	2282.2	2050.03	1876.63	1848.07	1717.21	1666.19	1496.01	1411.26	1338.46	1240.7	1146.99	1074
7.76E-08	150538	108344	79328.8	61112.3	47300.9	37449.5	31103	25708.9	21681.1	18386.3	15922.8	13193.4	11767.8	10345.9	9065.36	8229.72	7359.4	6616.04	5926.72	5428.63	5038.29	4656.3	4261.98	3891.65	3603.86	3395.37	3213.46	2905.93	2632.14	2582.12	2393.53	2205.83	2087.35	2035.06	1925.05	1748.31	1690.55	1491.43	1515.96
8.13E-08	151199	112234	85018.7	65841	52530.5	42169.5	35056.7	29459	25294.5	21169.1	18639.8	15768.8	14123.7	12232.9	11067.3	9863.26	8897.38	8125.1	7363.59	6980.67	6226.43	5716.05	5439.76	4872.58	4577.39	4308.89	4151.66	3740.25	3526.79	3340.34	3164.91	2944.89	2648.01	2640.16	2439.71	2299.62	2234.83	2005.41	1996.46
8.51E-08	149302	114965	89292.4	70307.3	56834	46126.8	38998.3	33589.3	28078.4	24313.6	20893.4	18612.4	16558.3	14675.6	13084.6	12153.2	10600.5	9683.15	9053.04	8482.02	7449.93	7029.59	6281.95	5944.4	5833.69	5223.06	5107.18	4849.85	4222.39	4136.48	3801.44	3629.23	3303.92	3295.62	3013.48	2985.48	2738.66	2482.7	2519.05
8.91E-08	147564	118372	92487.7	74900.9	60820.3	50607.1	43006.6	36539.5	31486.1	28057	24566.6	21148.2	19076.4	17212.8	15451.7	14062.5	12557.4	11544.6	10741.2	9809.03	9338.1	8470.08	7677.51	7401.9	6840.45	6296.15	6176.76	5708.89	5085.07	5016.26	4901.66	4533.98	4309.58	4027.16	3849.49	3665.47	3553.41	3277.09	3202.31
9.33E-08	145594	119028	95463.4	78831.1	65191.1	54661.5	47044	40818.6	35707.8	31340.8	27340.8	24162.9	21959.3	19763	17900.5	16421.2	14722.6	13844.4	12452.7	11637	10986.6	10089.2	9463.21	8664.64	8304.18	7745.22	7412.88	7011.51	6337.97	6190.92	5849.22	5557.14	5316.04	4967.68	4723.67	4589.23	4390.54	3994.63	3950.03
9.77E-08	139948	116534	98964.5	81368.1	69302.3	58962.8	50857.3	44247	38732.7	34446	31234.5	27062.3	24939.2	22628.2	20073.6	18455	17206.3	15817.7	14846.1	13725.2	12542.2	11885.2	11168.1	10241.6	9671.9	9068.19	8743.65	8354.3	7646.85	7491.39	7188.19	6641.92	6171.04	6116.57	5866.82	5461.41	5184.45	4897.24	4676.68
1.02E-07	135284	119465	100775	85857.3	72095.5	61485.9	53848.6	47263.2	42222.9	37546.7	33719.8	29354.3	27524.6	25164.8	22855.1	20661.3	19633.7	18078.6	16568.4	15531.4	14556.2	13434.8	12645.8	11937	11251.7	10466.5	10133.4	9463.5	8973.1	8633.41	8061.25	7619.1	7454.62	7175.27	6851.22	6400.73	6149.77	5854.26	5645.27
1.07E-07	133695	116919	99425	87339	74525.7	64404.1	56569.4	50452.9	45728	40643.4	36194.1	32898.5	30400.4	27512.8	25431.4	23658.4	21748	20174.3	18741.6	17249.8	16483	15407.2	14557.9	13637.7	12888	12077.9	11741.5	11026.7	10599.4	9949.89	9410.15	9028.41	8696.25	8308.29	7829.11	7566.61	7317.43	6911.03	6689.52
1.12E-07	124855	112456	99728.1	86514.5	74985.4	67120	58820.1	52971.7	48151.9	43129.8	39529.6	35453.1	33201.2	29783.5	27794.3	26051.6	23665.5	22130.3	20540.9	19688	18560	17325.8	16654	15658.3	14820.9	13939.4	13375.5	12628.2	11886.3	11515.8	10727	10312.3	9657.13	9703.68	9182.9	8764.44	8250.07	8051.53	7741.7
1.17E-07	122931	109606	99121.6	87106.8	76810.8	68034.5	60661.3	55347.2	49037.9	45466.9	41253.3	37054	34676.1	32157.8	29676.3	27493.2	26094	24106.6	22833.5	21349.6	20249	18856	17770.6	17235.4	16373.8	15542.1	14914.2	14160.1	13255	12925.5	12414.8	11684.2	10901.1	10779.7	10291	9741.66	9491.13	9105.38	8874.52
1.23E-07	113085	106101	94916.7	86818.4	76554.5	68622.6	62113.7	57017.7	51290.8	47445.6	42879.5	40492	37337.5	33805.6	31741.6	29739.3	27966	26594.2	24786.4	23011.6	21787.3	20880	19832.7	19030.8	18013.1	16933.2	16380.9	15678.4	14795.4	14670.8	13806	12983.9	12284.4	11981	11589.7	11270.8	10737.6	10067.5	10042.5
1.29E-07	105814	99588.6	90930.9	83445.1	75120.4	68319.4	62781.9	56890.7	52437.5	48332.3	45154.5	41559.9	39247.9	36203.2	33719.5	31383.8	29584.3	27959.5	26177.9	24868.7	23529	22474.7	21481	20401	19523.1	18476.9	18038.8	16825.1	16095.5	15908.3	15190.7	14252.5	13705.8	13260.6	12775.6	12289.3	11758.9	11261.3	11087.3
1.35E-07	97715.7	95286.4	87628.9	80700	74854.9	68924.9	61911.7	57326.5	52068.2	50109	45964.6	41860.6	40335.5	37385	34835	32391.6	30539.8	29300.3	27635.6	26247.1	24880.4	23897.6	22297.8	21768.3	20621.5	19901.3	19256.7	18140	17223.8	16662	16189.6	15503.4	14905.1	14458	14009.3	13628.1	12820.1	12209.1	12034.5
1.41E-07	90138.5	87556.6	84460.3	77812.4	72351.7	66528	61994.6	57361.9	53211	50118	45876.9	42929.6	40424.4	37536.8	36302.6	33347.8	31659.9	30817	28677.8	26684.8	25766	24477.1	24073.8	22505.7	21718.1	20688	19881.2	19174.1	18496.6	17654.5	17260.3	16827.7	15692.3	15336.4	14905.6	14714.7	14108	13365.5	12952.3
1.48E-07	82862.7	81878.2	79064.5	73882.6	68768.4	63782.2	59756.1	55805.3	52721	49257.4	46095.1	42845.8	40802.5	38365.7	35792.1	34103.8	32769	31103.6	29436.4	28061.9	26982.1	25577.5	24392.9	23181.5	22910.1	21972.2	20899.7	20091	19215.4	18699.7	18319.8	17256.9	16649.1	16224.5	15796.2	15423.2	14742.5	14249.5	13985.1
1.55E-07	74747.7	75468.3	74181.2	69623.3	65399.7	62693.6	57712.7	54909.2	50900.3	48027.1	46233.3	41594.6	40863.5	38376	36148.2	35140.3	32954.3	31332.9	30095.8	28519.1	27210.1	25944.6	25182.6	24109	22932.4	22165.8	21319.8	20493	19772.8	19256.7	18560.9	18019	17442.2	17019.4	16183.9	15745.5	15329.1	14942.3	14551.6
1.62E-07	67523.8	70382.9	68275	65355.5	63778.4	58921	56120.6	52971.2	49612	47008.7	44068.3	41602.7	39660.7	37732.1	35605.7	34605.8	32634.9	30938.9	30032.9	28226.2	27203.6	26343.1	25248.5	24573.1	23369.2	22346.4	21877.6	20770.2	20103.7	19334.3	18891	18430.2	17608.5	17092.5	16335	16457.6	15674.5	15261.5	14751.2
1.70E-07	59639.9	62878.8	61956.7	60582.4	58032.6	55614.1	53180.3	51045.9	46753.5	45388.9	42948.8	40849.3	39129.1	37551.1	35264.8	33736	32111.9	31342.8	29547.8	28251.6	27201.2	26549.7	24976.7	24342.4	23028	22950.1	21649.2	21255.7	20083.6	19751.7	19019.1	18592.4	17797.7	17706.4	17215.9	16420.8	16017	15535	15287.2
1.78E-07	54080.2	56448.8	56480.4	55061.9	53814.3	51854.2	49977.5	47615.8	45642.7	43565.1	41716.5	39333.9	37533.7	36194.8	34276.6	33332.3	31573.8	30361.1	28772.9	28137.6	26942.4	26016.9	24701.2	24425.6	22850.1	22442.2	21762.7	20917	20166.1	19961.1	19162.7	18625.3	17875.9	17759.4	17098.3	16507.6	16102.1	15783.9	15206.4
1.86E-07	47765.1	50263.8	51502.8	51015.8	49399.3	48385.7	46637.5	44533.1	42856.5	41362	39460.3	37181.9	35978	34129.1	32490.3	31928.6	30781.6	29326.5	28339.7	26884.3	26408.3	25616.6	24428.6	24083.2	22321.4	21928.5	21366.7	20507.5	20082.7	19696.5	18937.4	18262.5	17844.2	17357.1	16976.9	16412	16154	15869.3	15176.2
1.95E-07	40885.6	44047.7	45320.1	45243.2	45353.5	43832	43502.4	41454.4	39837.3	37840	36821.6	35792.2	33948.1	33070.5	31507.1	30603.5	29628.4	28636	27350	26456.8	25105.5	24529.3	23744.8	22789.7	22215.2	21330.9	21486.9	20208.9	19891.9	19147.8	19051.6	18372.3	17510.2	17364.2	16730.6	16193.8	15670.6	15123.9	15425.6
2.04E-07	36130.9	38773.7	40127.8	40939.8	40784.1	40211.6	39589.6	38243.9	36929.2	36405.3	34065.4	33414.5	32256.7	31114.3	30190.5	28939.6	27933	27101.1	26007.3	25223.3	24153.7	23563.9	22751.2	22506.4	21376.6	20848.9	20287.8	19723.5	19012.6	18543.9	17662.2	17613.2	16799.6	16863.8	16016.4	15920.3	15495.3	15001.9	14874
2.14E-07	30828.8	33152.1	35212.1	35629.1	36230.8	35905.5	36120.2	34669.7	34080.7	33558.1	31828.7	31119.9	29865.3	29097.1	28119.4	27085.1	25940	25871.3	24514.9	23879.3	23289.4	22351.5	21588.5	21541.5	20260.9	19969.7	19593.5	18839.7	18203.7	17883.6	17161.9	16795.3	16382.3	15904.9	15665.9	15395.8	14966.9	14709.9	14342.1
2.24E-07	26025	28693.3	31082.9	31049.9	31703.6	31911.9	31838.1	30768.8	30988.7	29972.8	29397.2	28737.7	27718.4	26954	25987.8	25267.7	24617.8	24113.1	23190.9	22640.1	21493.9	21334.5	21175.3	20051	19729.5	18998.1	18461.6	17903.1	17602.8	17093.5	16982.1	16473.7	15557.3	15551.8	15074.9	14586.5	14315.4	14213.5	13757.1
2.34E-07	22574.6	24818.5	26130.3	27486.8	27800.4	28579.3	28408.4	27935.7	27763.1	27361	26886.4	26283	25439.4	25141.3	24442	23513.8	22873.2	21992.6	21536.7	21134.4	20697.7	20161.9	19677.4	19256.9	18114.8	17867	17612.5	17310	16688.6	16143.2	16142.2	15637.8	14751.4	14745.3	14658.8	14280.8	13861	13369.9	13487.6
2.45E-07	18919.4	20741.3	22323.4	23515.8	24562.9	24410.2	24938	24822.3	24986.5	24638.7	24367.1	24047.8	23367.3	22719.2	22132.9	21739	21270.9	20562.5	20113.6	19539.3	19054	18533.1	18116.4	17807.8	17245.3	16746.8	16463.2	16066.1	15657.2	15128.4	14723.1	14622.9	13921.5	14063.1	13681.1	13290.9	13010.1	12750.5	12527.1
2.57E-07	15983.3	17280.5	18706.7	19583.1	20974.4	21156.1	21820.2	21645.9	21863.8	21647.1	21571.1	21363	20639.9	20440.8	20396.9	19706.1	19309	18834.2	18389.3	17866.6	17729	17163.7	16787.4	16553.1	16110.2	15829.7	15253.4	14724	14416.1	14048.1	13837	13523.1	13277.5	13291.3	12845.1	12402.9	12235.5	12141.7	11882
2.69E-07	13192.9	14296.2	15436.2	16391.7	17123	18094	18472.1	18641.4	18886.4	19186.5	18919.2	18886.8	18326.2	17832.1	17871.1	17756	17405.3	17279	16346.1	16456.5	15989.4	15869.6	15689.5	15364.3	14788.5	14435.6	14072.5	13932.4	13768.9	13291.4	13219.5	12483.9	12657.8	12377.4	12159.3	11906.9	11661.1	11254.1	11065.3
2.82E-07	10470.5	11556.5	12624.5	13468.8	14187.6	14882.4	15514.7	15852	16119.3	16167.9	16617.3	16229.2	15842.8	15753.5	15794.8	15632.4	15610.2	15243.6	14941.6	14614.8	14318.6	14135.6	13891.4	13562.5	13296.3	13281.1	12773.8	12640.5	12409.8	12211.6	11864.3	11988.8	11429.9	11573.2	11040.5	10894.4	10693.5	10396.1	10431.2
2.95E-07	8649.01	9388.32	10370.6	10918.3	11497.4	12433.6	12820.7	13182.8	13540.7	13623.7	13901.3	13928.6	13587.6	13783.4	13730.3	13515.2	13664.3	13580.3	13508	13084.6	12822.2	12848.3	12355.2	12336.4	12104	11977.4	11735.1	11439.6	11278.5	11031	10905.4	10722.3	10565.3	10339.8	10147.7	10040	9795.31	9558.62	9541.94
3.09E-07	6913.72	7462.5	8072.72	8603.78	9278.9	9998.13	10433.5	10643.4	11047.1	11397.1	11683.3	11661.5	11354.4	11678.1	11470.3	11575.6	11578.3	11723.3	11346.2	11276.4	11308.3	11427.8	11062	10948.7	10727.7	10936.1	10417.6	10016.6	10194.7	9955.32	9892.08	9521.49	9511.87	9296.92	9016.51	8935.2	8676.64	8621.64	8411.07
3.24E-07	5351.64	5843.08	6211.41	6709.87	7132.26	7703.19	8145.32	8529.33	8840.72	9047.07	9225.51	9368.8	9330.08	9623.81	9652.42	9486.79	9777.91	9782.49	9572.17	9751.66	9590.38	9531.99	9435.43	9329	9240.59	9207.61	9017.19	8680.24	8700.74	8557.3	8491.89	8329.14	8342.46	8297.27	8058.41	7920.98	7814	7736.9	7714.36
3.39E-07	4275.61	4632.27	4864.16	5221.49	5585.11	6064.9	6407.26	6660.15	6944.1	7245.87	7420.4	7844.71	7530.31	7800.03	7859.42	7805.57	8045.08	8082.53	8108.68	8094.71	7975.19	7898.04	7875.89	7948.03	7892.49	7685.94	7718.52	7518.69	7540.68	7477.02	7293.58	7172.63	7155.57	7188.87	7121.16	6967.3	6944.55	6761.53	6778.71
3.55E-07	3360.96	3504.22	3764.82	4026.58	4275.9	4663.22	4914.19	5114.87	5448.08	5732.82	5835.93	6020.04	6056.68	6194.86	6180.28	6462.72	6487.94	6427.77	6701.53	6588.42	6616.74	6683.21	6688.16	6612.65	6534.26	6663.2	6522.36	6453.22	6463.41	6445.85	6208.52	6414.36	6208.81	6073.42	6104.81	5949.79	5951.15	5939.79	5974.08
3.72E-07	2454.36	2743.02	2830.09	3026.27	3208.78	3548.29	3812.66	3894.96	4149.89	4480.88	4417.88	4631.51	4561.61	4883.88	4940.74	5057.94	5247.22	5280.21	5370.1	5359.66	5479.89	5386.69	5439.69	5373.12	5479.82	5604.39	5347.61	5440.91	5431.75	5475.18	5331.8	5419.92	5279.95	5481.95	5065.98	5105.74	5228.07	4996.44	5030.02
3.89E-07	1938.27	2043.14	2201.57	2323.03	2482.14	2604.24	2766.35	2959.28	3176.5	3284.98	3438.42	3650.28	3614.8	3736.38	3972.69	4024.04	4202.05	4147.61	4344.07	4268.27	4405.85	4368.76	4503.39	4716.55	4561.64	4459.93	4457.2	4473.39	4592.02	4507.92	4541.54	4518.91	4437.82	4341.56	4447.06	4433.71	4396.74	4406.87	4346.44
4.07E-07	1444.29	1535.28	1628.41	1718.6	1820.68	1998.46	2071.56	2222.71	2346.21	2473.09	2664.88	2734.35	2666.58	2948.2	3061.09	3061.43	3216.85	3243.79	3427.62	3406.93	3493.49	3525.91	3546.62	3750.81	3638.08	3610.1	3628.7	3610.6	3662.78	3664.09	3718.59	3712.49	3623.92	3688.61	3615.94	3677.57	3657.59	3696.06	3719.98
4.27E-07	1088.63	1117.62	1191.42	1229.28	1302.6	1461.54	1475.35	1577.8	1686.02	1746.37	1974.79	2017.79	2043.59	2109.71	2313.01	2287.04	2402.85	2369.73	2605.33	2627.93	2746.02	2657.95	2731.14	2835.8	2888.41	2911.93	2842.71	2931.73	2959.5	2898.75	2890.83	3001.67	2936.23	2972.71	2865.39	2977.49	3011.17	3016.34	2936.71
4.47E-07	780.453	822.68	821.055	873.114	906.118	1027.29	1091.75	1151.07	1211.06	1304.89	1387.38	1444.03	1459.42	1555.26	1628.57	1726.85	1756.8	1903.69	1882.9	1984.25	1964.09	2172.29	2157.49	2127.96	2249.39	2219.11	2161.56	2230.8	2282.65	2309.98	2269.96	2282.96	2281.25	2401.97	2282.63	2393.72	2466.81	2446.16	2400.02
