#   time    (s)
#   temp    (K)
time 0    60    120    180    240    300    360    420    480    540    600    660    720    780    840    900    960    1020    1080    1140    1200    1260    1320    1380    1440    1500    1560    1620    1680    1740    1800    1860    1920    1980    2040    2100    2160    2220    2280    2340    2400    2460    2520    2580    2640    2700    2760    2820    2880    2940    3000    3060    3120    3180    3240    3300    3360    3420    3480    3540    3600    
temp 270.000    269.250    268.500    267.750    267.000    266.250    265.500    264.750    264.000    263.250    262.500    261.750    261.000    260.250    259.500    258.750    258.000    257.250    256.500    255.750    255.000    254.250    253.500    252.750    252.000    251.250    250.500    249.750    249.000    248.250    247.500    246.750    246.000    245.250    244.500    243.750    243.000    242.250    241.500    240.750    240.000    239.250    238.500    237.750    237.000    236.250    235.500    234.750    234.000    233.250    232.500    231.750    231.000    230.250    229.500    228.750    228.000    227.250    226.500    225.750    225.000    
