1.02E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.41E-08	85.5385	18.8993	2.00E-14	1	4	3	3.37272	3	6.66E-15	6.66E-15	1	1	1	4	1	1	6.66E-15	1	1	1	6.66E-15	0	0	2	0	0	6.66E-15	2	0	0	3.33E-15	2	0	1	3.33E-15	1	0	1	0.47344	3.33E-15	0	1	0	0	0	0	1	3.33E-15	1	0	3.33E-15	0	1	3.33E-15	1	0	0	1	3.33E-15	0	6.66E-15	3.33E-15	0	0	0	0	0	0	0	3.33E-15	0	0	0	1	3.33E-15	3.33E-15	0	1	0	1	1	1	0	2	0	1	0	1	3.33E-15	3.33E-15	0	0	0	0	0	0	1	0	1	0	3.33E-15	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.33E-15	1	0	0	3.33E-15	2.75E-15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75E-15	0	0	0	0	0
1.48E-08	111.896	25.6954	6.46254	1.26254	2.6	3.66254	0.915936	0.8	1.2	1.6	0.6	0.4	0.4	3.2	1.8	0	1.6	0.4	2.8	2.4	1.6	0.8	0	1.8	0	0	1.6	0.6	0.4	0.4	0.6	0.6	0.4	0.6	0.6	1	0	0	1.51594	0.6	0	0	0	0.4	0	0.4	0.4	0.6	0	0	0.6	0.4	0	0.6	0	0	0	0	0.6	0	1.2	0.6	0	0.4	0.4	0	0	0	0	1	0	0	0	0.4	1	0.6	0.4	0	0	0	0	0.4	0.8	0	0	0	0.4	0	1	1	0	0	0	0.4	0.4	0	0	0	0	0.8	0.6	0	0.4	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	0	0	0	0	0.6	0.6	0	0	0.6	0.565118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565118	0	0	0	0	0
1.55E-08	147.884	42.4843	8.94788	4.94788	5.97659	4.28122	0	0.666667	0	0.333333	0	0.333333	1	0.666667	1	0	0.333333	1	2	0.309921	1	0.666667	0	0	0	0	1.66667	0	1	1	0	1.33333	0.333333	0	0.666667	0.333333	0	0.666667	0	0	0	0	0	0.333333	0.666667	1	1	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0.666667	0.666667	0	0.333333	0.333333	0	0	0	0	0.333333	0	0	0.309921	1	0.333333	0	0.333333	0	0	0	0.666667	0.333333	0.666667	0	0.666667	0	0.333333	0	1	0.333333	1.33333	0	0	0.333333	0.333333	0	0	0	0	0.666667	0.666667	0.666667	0.333333	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0.333333	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0.058137	0	0	0	0	0	0	0.666667	0	0	0	0	0	0.666667	0	0	0	0	0	0	0.058137	0	0	0	0	0
